First,Last,Nickname,Ht,Wt,Reach,Stance,W,L,D,Belt,SLpM,Str. Acc.,SApM,Str. Def,,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
Clay,Mitchell,,"6' 2""",185 lbs.,--,,1,2,0,,1.63,85%,0.00,0%,N/A,0.00,0%,100%,4.1
Danny,Mitchell,The Cheesecake Assassin,"6' 2""",170 lbs.,--,Orthodox,19,9,1,,2.53,49%,2.53,52%,N/A,0.00,0%,100%,3.0
David,Mitchell,Daudi,"6' 0""",170 lbs.,"75.0""",Orthodox,22,7,0,,1.74,32%,2.06,55%,N/A,0.66,50%,29%,2.0
Felix Lee,Mitchell,,--,--,--,Orthodox,2,7,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Bryce,Mitchell,Thug Nasty,"5' 10""",145 lbs.,"70.0""",Southpaw,16,3,0,,2.30,58%,1.63,58%,N/A,3.45,41%,33%,1.6
Dokonjonosuke,Mishima,,"5' 7""",155 lbs.,--,Southpaw,21,7,2,,1.06,41%,1.22,52%,N/A,2.47,40%,25%,1.4
Toby,Misech,2 Quick,"5' 8""",145 lbs.,--,Southpaw,9,5,0,,3.27,40%,7.73,46%,N/A,0.00,0%,0%,0.0
Damir,Mirenic,Wolf,"6' 0""",185 lbs.,--,Orthodox,9,4,0,,0.84,50%,9.86,35%,N/A,0.00,0%,0%,0.0
Vitor,Miranda,Lex Luthor,"6' 1""",185 lbs.,"77.0""",Orthodox,12,5,0,,2.98,45%,2.95,58%,N/A,0.95,55%,50%,0.2
Mario,Miranda,,"6' 3""",185 lbs.,"74.0""",Orthodox,14,7,0,,1.96,54%,2.46,36%,N/A,1.02,60%,54%,0.0
Gabriel,Miranda,Fly,"5' 11""",145 lbs.,"71.0""",Orthodox,17,6,0,,3.52,51%,6.88,39%,N/A,4.80,40%,0%,2.4
Kazuo,Misaki,Hitman,"5' 8""",183 lbs.,--,Orthodox,25,11,2,,2.85,40%,2.74,63%,N/A,0.72,38%,51%,0.6
Stipe,Miocic,,"6' 4""",240 lbs.,"80.0""",Orthodox,20,4,0,,4.82,53%,3.82,54%,N/A,1.86,34%,68%,0.0
Mike,Minniger,,--,--,--,,0,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Ikuhisa,Minowa,Minowaman,"5' 9""",181 lbs.,--,Orthodox,60,42,8,,0.88,40%,1.66,49%,N/A,1.82,41%,5%,1.9
Juan,Miranda,,--,155 lbs.,--,,7,5,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Vitaly,Minakov,,"6' 2""",249 lbs.,--,,20,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Alberto,Mina,Soldier of God,"6' 0""",170 lbs.,"77.0""",Orthodox,13,1,0,,3.23,38%,3.70,47%,N/A,1.85,20%,50%,0.0
Darrick,Minner,,"5' 7""",145 lbs.,"69.0""",Orthodox,26,14,0,,2.63,65%,2.28,35%,N/A,2.40,72%,66%,2.7
Frank,Mir,,"6' 3""",264 lbs.,"79.0""",Southpaw,18,11,0,,2.18,47%,3.84,38%,N/A,2.02,40%,54%,2.0
Eddy,Millis,,"6' 1""",185 lbs.,--,,0,2,0,,0.00,0%,3.36,22%,N/A,0.00,0%,0%,7.2
Adam,Milstead,The Prototype,"6' 3""",205 lbs.,"76.0""",Orthodox,8,4,0,,3.85,46%,4.79,43%,N/A,0.00,0%,64%,0.0
Che,Mills,Beautiful,"6' 1""",170 lbs.,"76.0""",Orthodox,16,10,0,,2.08,52%,2.87,43%,N/A,1.18,66%,58%,0.0
Pat,Pytlik,,--,170 lbs.,--,,9,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Juliana,Miller,Killer,"5' 7""",125 lbs.,"66.0""",Orthodox,4,3,0,,3.31,45%,4.75,32%,N/A,1.84,44%,0%,1.8
CM,Punk,,"6' 1""",170 lbs.,"73.0""",Orthodox,0,1,0,,1.10,23%,4.87,40%,N/A,0.87,11%,0%,0.0
Aaron,Miller,Blood Spiller,"5' 9""",145 lbs.,--,,14,10,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Joe,Pyfer,Bodybagz,"6' 2""",185 lbs.,"75.0""",Orthodox,13,3,0,,3.72,41%,3.48,51%,N/A,1.45,41%,50%,0.9
Henry,Miller,Sentoryu,"5' 7""",270 lbs.,--,Southpaw,6,16,0,,1.25,36%,2.16,54%,N/A,0.55,25%,60%,0.0
Mo,Miller,Moshow,"5' 8""",135 lbs.,"72.0""",Orthodox,6,0,0,,1.87,45%,1.33,60%,N/A,4.00,80%,0%,0.0
Mike,Pyle,Quicksand,"6' 0""",170 lbs.,"74.0""",Orthodox,27,14,1,,2.74,45%,2.84,60%,N/A,1.80,35%,70%,1.5
Micah,Miller,Maverick,"6' 0""",145 lbs.,--,Orthodox,20,8,0,,1.33,33%,2.15,54%,N/A,0.98,37%,21%,2.0
Jason,Miller,Mayhem,"6' 1""",185 lbs.,--,Orthodox,23,10,0,,1.83,43%,2.30,49%,N/A,1.31,28%,43%,1.3
Dan,Miller,,"6' 1""",185 lbs.,"74.0""",Orthodox,14,8,0,,2.03,36%,3.06,49%,N/A,1.67,54%,47%,1.8
Cole,Miller,Magrinho,"6' 1""",145 lbs.,"73.0""",Orthodox,21,11,0,,3.00,33%,3.88,59%,N/A,0.60,36%,38%,1.8
Andrey,Pulyaev,,--,185 lbs.,--,,8,2,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Josh,Pulsifer,The Platypus,"5' 10""",145 lbs.,--,,17,8,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Juan Manuel,Puig,Fenix,"5' 9""",145 lbs.,--,Orthodox,11,4,0,,4.91,23%,7.17,51%,N/A,0.00,0%,0%,0.0
Hugh,Pulley,,"6' 0""",155 lbs.,--,,6,3,0,,4.47,63%,3.27,57%,N/A,4.00,66%,69%,0.0
Jim,Miller,A-10,"5' 8""",155 lbs.,"71.0""",Southpaw,37,18,0,,2.99,42%,3.50,56%,N/A,1.53,44%,47%,1.7
Juan,Puerta,Leadfeather,"5' 9""",125 lbs.,"71.0""",Southpaw,23,6,0,,1.27,39%,1.27,67%,N/A,1.00,100%,0%,0.0
Bubba,Pugh,,"5' 10""",185 lbs.,--,,3,3,0,,2.87,67%,2.60,23%,N/A,4.00,57%,80%,0.0
Claudio,Puelles,Prince of Peru,"5' 10""",155 lbs.,"72.0""",Southpaw,13,4,0,,1.56,49%,2.78,46%,N/A,3.17,36%,60%,1.2
Jens,Pulver,Little Evil,"5' 7""",145 lbs.,"70.0""",Southpaw,27,19,1,,2.12,37%,3.13,56%,N/A,0.22,33%,63%,0.3
Daniel,Puder,,"6' 3""",235 lbs.,--,Orthodox,8,0,0,,2.77,68%,1.17,38%,N/A,1.21,50%,81%,9.0
Lucie,Pudilova,,"5' 8""",125 lbs.,"67.0""",Orthodox,14,9,0,,3.68,37%,3.83,51%,N/A,0.55,27%,66%,0.7
Billy,Miles,The Kid,"5' 10""",170 lbs.,--,Orthodox,2,2,0,,0.00,0%,1.25,33%,N/A,0.00,0%,0%,0.0
Phillip,Miller,,"5' 11""",185 lbs.,--,Orthodox,16,0,0,,1.61,54%,1.93,50%,N/A,3.62,25%,100%,0.6
Pat,Miletich,The Croatian Sensation,"5' 10""",170 lbs.,--,Orthodox,29,7,2,,1.79,45%,1.66,63%,N/A,1.96,100%,54%,1.0
Curtis,Millender,Curtious,"6' 2""",170 lbs.,"76.0""",Orthodox,17,5,0,,3.86,46%,2.95,61%,N/A,0.43,100%,57%,0.0
Bojan,Mihajlovic,,"5' 11""",205 lbs.,"73.0""",Orthodox,10,6,0,,1.23,35%,5.95,47%,N/A,0.00,0%,33%,0.0
Gabriel,Miglioli,Biel,"5' 8""",170 lbs.,--,,9,9,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Chris,Mierzwiak,,"6' 1""",185 lbs.,--,,5,3,0,,1.60,61%,1.73,48%,N/A,2.00,28%,0%,1.0
Jiri,Prochazka,,"6' 3""",205 lbs.,"80.0""",Orthodox,30,5,1,,5.38,55%,5.59,39%,N/A,0.72,60%,68%,0.2
Kristof,Midoux,The Hurricane,"6' 1""",220 lbs.,--,Orthodox,6,10,0,,0.70,43%,2.89,49%,N/A,0.00,0%,0%,0.0
Keith,Mielke,,"5' 8""",185 lbs.,--,,0,5,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Brent,Primus,,"5' 10""",155 lbs.,--,,8,0,0,,1.73,39%,2.27,59%,N/A,5.00,38%,0%,2.0
Shane,Primm,,"6' 3""",205 lbs.,--,Orthodox,5,5,0,,0.83,26%,2.25,62%,N/A,1.78,20%,0%,0.0
Chris,Price,The Exorcist,"6' 2""",185 lbs.,--,Southpaw,19,4,0,,1.44,66%,2.59,48%,N/A,0.00,0%,33%,2.2
Chris,Mickle,,"5' 9""",145 lbs.,--,Orthodox,30,21,2,,3.03,27%,9.70,48%,N/A,0.00,0%,0%,0.0
Zachary,Micklewright,,"6' 0""",155 lbs.,"74.0""",Southpaw,15,3,0,,5.56,53%,4.72,54%,N/A,0.70,12%,100%,0.0
Niko,Price,The Hybrid,"6' 0""",170 lbs.,"76.0""",Orthodox,16,7,0,,5.65,43%,5.69,49%,N/A,1.15,32%,62%,0.6
Dorian,Price,,"6' 3""",170 lbs.,--,Southpaw,8,5,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
David,Michaud,BullDawg,"5' 9""",155 lbs.,--,Orthodox,11,3,0,,3.25,43%,4.45,54%,N/A,2.53,58%,77%,0.7
Brandon,Michaels,,"5' 9""",185 lbs.,--,,4,14,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Andreas,Michailidis,The Spartan,"6' 0""",170 lbs.,"76.0""",Orthodox,13,6,0,,2.90,51%,3.57,44%,N/A,1.12,27%,50%,0.0
Yaotzin,Meza,,"5' 9""",145 lbs.,"71.0""",Orthodox,21,11,0,,1.43,41%,1.62,64%,N/A,1.06,20%,18%,1.4
Guy,Mezger,,"6' 1""",200 lbs.,--,Orthodox,30,14,2,,2.30,32%,1.36,72%,N/A,0.39,50%,88%,0.0
Jonathan,Meunier,District,"6' 3""",170 lbs.,--,Switch,8,1,0,,3.47,50%,1.43,69%,N/A,0.58,33%,58%,0.0
Kyle,Prepolec,,"5' 10""",170 lbs.,"70.0""",Southpaw,12,7,0,,3.20,34%,4.70,54%,N/A,0.00,0%,40%,0.0
Philip,Preece,,"5' 8""",205 lbs.,--,Orthodox,10,14,0,,0.80,72%,0.70,63%,N/A,0.00,0%,0%,0.0
Michel,Prazeres,Tractor,"5' 6""",170 lbs.,"67.0""",Orthodox,26,4,0,,2.38,47%,2.51,57%,N/A,3.94,36%,47%,0.6
Carlo,Prater,Neo,"5' 11""",155 lbs.,"72.0""",Switch,31,18,1,,2.03,47%,4.07,35%,N/A,0.43,9%,57%,1.7
Carlos,Prates,The Nightmare,"6' 1""",170 lbs.,"78.0""",Switch,19,6,0,,4.09,52%,5.23,39%,N/A,0.00,0%,80%,0.0
Ricardo,Prasel,Alemao,"6' 7""",238 lbs.,"78.0""",Orthodox,10,2,0,,2.21,57%,7.83,37%,N/A,0.00,0%,0%,0.0
Wagner,Prado,Caldeirao,"6' 0""",205 lbs.,"74.0""",Southpaw,12,3,0,,1.72,40%,3.06,50%,N/A,0.00,0%,22%,0.0
Trevor,Prangley,,"6' 1""",185 lbs.,"75.0""",Orthodox,34,11,2,,2.59,60%,2.02,48%,N/A,3.38,55%,74%,1.0
Francisco,Prado,,"5' 10""",155 lbs.,"69.0""",Orthodox,12,2,0,,4.58,41%,5.66,52%,N/A,0.00,0%,25%,0.4
Marcin,Prachnio,,"6' 3""",205 lbs.,"74.0""",Orthodox,17,7,0,,5.61,55%,3.30,54%,N/A,0.17,20%,58%,0.0
Nick,Meregali,,--,--,--,,0,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Joe,Merritt,,"6' 0""",170 lbs.,--,Orthodox,7,2,0,,1.53,58%,0.73,66%,N/A,0.00,0%,68%,0.0
Jeremiah,Metcalf,,"6' 1""",185 lbs.,--,Orthodox,13,7,0,,1.74,59%,0.27,60%,N/A,4.02,66%,100%,2.0
Adam,Meredith,,"6' 2""",170 lbs.,--,,5,3,0,,2.63,50%,2.11,55%,N/A,7.89,100%,100%,7.9
Buck,Meredith,,"6' 2""",185 lbs.,--,,3,3,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Dave,Menne,The Warrior,"5' 10""",170 lbs.,--,Orthodox,45,17,2,,1.84,44%,1.99,42%,N/A,0.46,50%,57%,2.5
Steve,Mensing,The Machine,"5' 11""",185 lbs.,--,Orthodox,9,13,2,,0.00,0%,9.51,42%,N/A,0.00,0%,0%,0.0
Pietro,Menga,,"5' 7""",125 lbs.,"68.0""",Southpaw,13,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Ivan,Menjivar,The Pride of El Salvador,"5' 6""",145 lbs.,"64.0""",Orthodox,25,12,0,,2.78,37%,2.76,65%,N/A,0.56,28%,38%,1.0
Devin,Powell,,"6' 0""",155 lbs.,"73.0""",Orthodox,9,4,0,,2.88,41%,3.67,51%,N/A,0.00,0%,0%,0.6
Alonzo,Menifield,Atomic,"6' 0""",205 lbs.,"76.0""",Orthodox,15,4,1,,3.92,57%,3.57,49%,N/A,0.67,33%,75%,0.3
Ruan,Potts,Fangzz,"6' 2""",247 lbs.,"75.0""",Orthodox,11,6,0,,0.85,37%,5.92,22%,N/A,0.75,16%,33%,2.3
Dylan,Potter,Big Poppa,"6' 2""",225 lbs.,"77.0""",Switch,10,6,0,,3.10,48%,5.78,46%,N/A,0.00,0%,33%,1.1
Callan,Potter,The Rockstar,"6' 0""",170 lbs.,"72.0""",Orthodox,18,9,0,,3.18,50%,4.72,58%,N/A,3.29,66%,100%,0.0
Parker,Porter,,"6' 0""",265 lbs.,"75.0""",Orthodox,14,9,0,,6.55,50%,6.32,51%,N/A,1.35,26%,66%,0.5
Alexander,Poppeck,,"6' 2""",205 lbs.,--,Orthodox,9,3,0,,4.01,57%,9.81,33%,N/A,0.00,0%,0%,0.0
Felipe,Portela,Balboa,--,170 lbs.,--,,9,2,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Ihor,Potieria,Duelist,"6' 3""",185 lbs.,"75.0""",Southpaw,20,6,0,,5.13,50%,5.04,51%,N/A,0.00,0%,57%,0.0
Grigory,Popov,,"5' 7""",135 lbs.,"68.0""",Switch,13,3,0,,3.63,37%,4.20,55%,N/A,0.00,0%,45%,0.0
Luis,Mendoza,,--,155 lbs.,--,,0,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Mateus,Mendonca,Bocao,"5' 6""",125 lbs.,"71.0""",Orthodox,10,3,0,,1.66,40%,4.14,30%,N/A,2.54,27%,55%,0.4
Santiago,Ponzinibbio,Argentine Dagger,"6' 0""",170 lbs.,"73.0""",Orthodox,30,8,0,,4.74,41%,4.55,61%,N/A,0.59,32%,66%,0.0
Meng,Ding,,--,170 lbs.,--,,34,8,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Eddie,Mendez,,"5' 10""",185 lbs.,--,,8,3,1,,1.71,33%,3.43,11%,N/A,0.00,0%,0%,0.0
Augusto,Mendes,Tanquinho,"5' 6""",135 lbs.,"65.0""",Orthodox,6,2,0,,2.42,34%,3.91,56%,N/A,1.75,33%,80%,0.0
Antonio,Mendes,Samurai,"6' 3""",205 lbs.,"77.0""",Southpaw,18,13,0,,1.34,47%,6.85,22%,N/A,2.51,50%,100%,0.0
Vanessa,Melo,,"5' 5""",135 lbs.,"65.0""",Orthodox,11,8,0,,3.48,30%,6.13,59%,N/A,0.00,0%,71%,0.0
Chad,Mendes,Money,"5' 6""",145 lbs.,"66.0""",Orthodox,18,5,0,,2.78,49%,2.35,67%,N/A,4.13,55%,100%,0.3
Fabio,Mello,,"5' 5""",155 lbs.,--,Southpaw,11,8,0,,0.86,35%,3.94,50%,N/A,0.00,0%,0%,0.0
Marcelo,Mello,,"5' 7""",170 lbs.,--,Southpaw,1,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Brandon,Polcare,,--,125 lbs.,--,,1,1,0,,0.43,50%,0.00,0%,N/A,0.00,0%,0%,0.0
Julia,Polastri,Psycho,"5' 2""",115 lbs.,"63.0""",Orthodox,12,4,0,,5.45,52%,6.32,57%,N/A,1.54,100%,42%,0.8
John,Polakowski,Buckets of Blood,"5' 10""",155 lbs.,--,Orthodox,2,2,0,,2.60,26%,2.83,50%,N/A,0.00,0%,87%,0.7
Mike,Polchlopek,Mike Barton,"6' 4""",285 lbs.,--,Orthodox,1,1,0,,2.00,38%,1.33,57%,N/A,0.00,0%,0%,0.0
Igor,Pokrajac,The Duke,"6' 0""",205 lbs.,"74.0""",Orthodox,28,13,0,,2.25,45%,4.26,40%,N/A,0.87,29%,51%,0.2
Jamal,Pogues,,"6' 3""",205 lbs.,"77.0""",Orthodox,11,4,0,,3.36,44%,4.17,50%,N/A,2.40,48%,77%,0.0
Dmitry,Poberezhets,,"6' 3""",237 lbs.,--,,24,5,1,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Ross,Pointon,The Gladiator,"5' 8""",170 lbs.,--,Orthodox,6,17,0,,2.62,23%,2.77,58%,N/A,1.19,100%,0%,0.0
Dustin,Poirier,The Diamond,"5' 9""",155 lbs.,"72.0""",Southpaw,30,9,0,,5.30,50%,4.33,52%,N/A,1.24,36%,64%,1.3
Maki,Pitolo,Coconut Bombz,"5' 10""",185 lbs.,"75.0""",Orthodox,13,9,0,,4.10,44%,3.93,55%,N/A,2.24,52%,50%,0.8
Nair,Melikyan,Ahalkalakski,"5' 6""",155 lbs.,--,,11,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Brian,Melancon,,"5' 8""",170 lbs.,--,Orthodox,7,3,0,,4.18,49%,3.64,64%,N/A,2.02,100%,66%,0.0
Brandon,Melendez,The Murderer,"5' 11""",155 lbs.,--,Southpaw,25,25,0,,0.84,26%,0.56,63%,N/A,0.00,0%,25%,0.0
Bryce,Mejia,,"6' 1""",170 lbs.,--,,3,1,0,,3.49,62%,6.98,50%,N/A,0.00,0%,0%,0.0
Gilbert,Melendez,El Nino,"5' 9""",145 lbs.,"73.0""",Orthodox,22,8,0,,3.44,33%,2.53,63%,N/A,1.64,41%,71%,0.2
Miika,Mehmet,,--,205 lbs.,--,Orthodox,3,5,0,,0.33,12%,7.29,24%,N/A,0.00,0%,0%,0.0
Derrick,Mehmen,Caveman,"6' 4""",205 lbs.,--,,19,9,0,,1.93,14%,4.53,48%,N/A,1.00,16%,0%,0.0
Jordan,Mein,Young Gun,"6' 0""",170 lbs.,"73.0""",Orthodox,31,12,0,,3.35,44%,2.55,69%,N/A,1.56,58%,66%,0.2
Frank,Megallon,,"5' 10""",185 lbs.,--,Southpaw,2,3,0,,1.14,21%,5.32,54%,N/A,0.00,0%,0%,0.0
Gaetano,Pirrello,El Tigre,"5' 7""",135 lbs.,"65.0""",Orthodox,15,7,1,,0.99,55%,2.44,42%,N/A,0.00,0%,30%,0.0
Gerald,Meerschaert,GM3,"6' 1""",185 lbs.,"77.0""",Southpaw,36,17,0,,3.18,45%,3.37,53%,N/A,2.17,38%,34%,1.6
Luana,Pinheiro,,"5' 2""",115 lbs.,"62.0""",Orthodox,11,3,0,,3.57,40%,4.17,63%,N/A,2.24,33%,66%,0.2
Mario,Pinto,,--,265 lbs.,--,,8,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Paddy,Pimblett,The Baddy,"5' 10""",155 lbs.,"73.0""",Orthodox,21,3,0,,5.13,52%,3.70,41%,N/A,0.98,25%,56%,1.6
Daniel,Pineda,The Pit,"5' 7""",145 lbs.,"69.0""",Orthodox,28,15,0,,3.09,49%,3.18,46%,N/A,1.71,25%,48%,1.7
Domingo,Pilarte,Son of Fire,"6' 0""",135 lbs.,"73.0""",Southpaw,8,3,0,,1.31,47%,2.96,40%,N/A,1.20,42%,54%,0.8
Pingyuan,Liu,,"5' 6""",135 lbs.,"72.0""",Orthodox,13,7,0,,2.36,33%,2.99,54%,N/A,0.25,20%,56%,1.0
Jesus,Pinedo,El Mudo,"5' 10""",155 lbs.,--,Southpaw,16,5,1,,3.23,38%,4.37,52%,N/A,2.50,100%,100%,0.0
Sean,Pierson,The Punisher,"6' 0""",170 lbs.,"76.0""",Southpaw,14,6,0,,3.84,39%,3.73,64%,N/A,0.39,18%,66%,0.4
Sanford Alton,Meeks,,"6' 5""",265 lbs.,"75.0""",Orthodox,1,1,0,,0.71,42%,4.47,38%,N/A,7.06,25%,0%,0.0
Jose,Medina,Chicho,"6' 0""",205 lbs.,"74.0""",Orthodox,11,3,0,,1.60,26%,4.87,53%,N/A,0.00,0%,14%,0.0
Joao,Pierini,,"6' 1""",155 lbs.,--,Switch,4,1,0,,0.76,14%,4.56,33%,N/A,0.00,0%,0%,0.0
Jason,Medina,,"5' 9""",180 lbs.,--,,21,15,1,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Emil,Meek,Valhalla,"5' 11""",170 lbs.,"74.0""",Switch,9,5,1,,2.52,39%,2.53,38%,N/A,0.25,33%,47%,1.0
Uros,Medic,The Doctor,"6' 1""",170 lbs.,"71.0""",Southpaw,10,2,0,,5.51,60%,3.18,58%,N/A,0.38,50%,55%,0.0
Todd,Medina,El Tiburon,"5' 10""",193 lbs.,--,Southpaw,11,9,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Kaline,Medeiros,The Dark Angel,"5' 3""",115 lbs.,--,,8,5,0,,2.06,70%,0.29,83%,N/A,4.41,100%,0%,4.4
Anistavio,Medeiros,Gasparzinho,"5' 6""",145 lbs.,--,Orthodox,19,10,0,,3.64,44%,5.00,47%,N/A,0.00,0%,0%,0.0
MarQuel,Mederos,,"5' 10""",155 lbs.,"69.0""",Orthodox,9,1,0,,4.39,45%,3.29,63%,N/A,0.00,0%,90%,0.0
Nick,Piedmont,No Limit,"5' 10""",145 lbs.,--,,12,7,1,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Fabiola,Pidroni,The Queen,--,115 lbs.,--,,5,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Yancy,Medeiros,,"5' 10""",155 lbs.,"75.0""",Orthodox,15,8,0,,4.36,37%,5.67,47%,N/A,0.33,50%,73%,0.7
Mike,Pierce,,"5' 8""",170 lbs.,"71.0""",Orthodox,17,7,0,,2.62,42%,2.36,62%,N/A,3.08,42%,71%,0.2
Jamie,Pickett,The Night Wolf,"6' 2""",185 lbs.,"80.0""",Orthodox,13,11,0,,2.65,47%,3.62,50%,N/A,1.26,40%,67%,0.1
Adam,Piccolotti,,"5' 11""",155 lbs.,--,,9,0,0,,4.61,50%,2.83,71%,N/A,2.96,60%,100%,3.0
Vinc,Pichel,From Hell,"5' 10""",155 lbs.,"72.0""",Orthodox,14,4,0,,3.62,46%,3.05,55%,N/A,2.78,54%,25%,0.2
Nick,Pica,The Silverback,"5' 10""",185 lbs.,--,,5,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Daniel,McWilliams,The Animal,"6' 1""",185 lbs.,--,,15,37,0,,3.36,77%,0.00,0%,N/A,0.00,0%,100%,21.6
Oskar,Piechota,Imadlo,"6' 0""",185 lbs.,"76.0""",Southpaw,11,3,1,,3.30,52%,3.93,51%,N/A,0.61,40%,38%,1.5
Mario,Piazzon,,"5' 9""",265 lbs.,"73.0""",Orthodox,8,0,0,,1.35,73%,1.16,40%,N/A,18.87,50%,50%,0.0
Charles,McTorry,,--,--,--,,3,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Brad,Pickett,One Punch,"5' 6""",135 lbs.,"68.0""",Orthodox,25,14,0,,3.02,31%,4.63,55%,N/A,2.47,44%,58%,0.4
Tim,Means,The Dirty Bird,"6' 2""",170 lbs.,"75.0""",Orthodox,33,16,1,,5.08,49%,3.64,60%,N/A,1.16,40%,65%,0.2
James,McSweeney,The Hammer,"6' 4""",230 lbs.,"77.0""",Switch,15,15,0,,3.94,55%,4.33,42%,N/A,0.52,33%,100%,1.1
Tommy,McMillen,Gun,--,145 lbs.,--,,6,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Jason,McLean,,"5' 5""",145 lbs.,--,,6,7,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Brian,McLaughlin,,"5' 9""",155 lbs.,--,,6,2,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Sara,McMann,,"5' 6""",135 lbs.,"66.0""",Orthodox,13,6,0,,2.26,46%,1.92,47%,N/A,4.38,65%,50%,0.5
Kyler,Phillips,The Matrix,"5' 8""",135 lbs.,"72.0""",Orthodox,12,2,0,,5.72,45%,3.38,61%,N/A,2.41,46%,75%,0.5
Elizabeth,Phillips,,"5' 6""",135 lbs.,"65.0""",Orthodox,6,6,0,,2.60,33%,3.07,58%,N/A,0.75,25%,53%,0.2
Aaron,Phillips,The Dragon,"5' 9""",135 lbs.,"71.0""",Southpaw,12,5,0,,1.51,53%,3.66,43%,N/A,0.86,50%,44%,0.6
John,Phillips,The Welsh Wrecking Machine,"5' 11""",185 lbs.,"75.0""",Southpaw,22,11,0,,1.72,34%,4.03,49%,N/A,0.00,0%,7%,0.0
Wayne,Phillips,,--,185 lbs.,--,,7,7,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Dave,Phillips,The Rockstar,"6' 0""",185 lbs.,--,Orthodox,13,7,0,,0.00,0%,2.00,25%,N/A,0.00,0%,0%,10.0
Constantinos,Philippou,,"5' 11""",185 lbs.,"73.0""",Orthodox,13,5,0,,2.19,35%,2.73,54%,N/A,0.40,42%,65%,0.3
Garreth,McLellan,Soldier Boy,"6' 1""",185 lbs.,"72.0""",Southpaw,13,6,0,,3.56,54%,2.94,45%,N/A,1.15,22%,34%,0.9
Cody,Pfister,The Fist,"5' 10""",155 lbs.,"73.0""",Orthodox,13,6,1,,1.41,25%,2.80,51%,N/A,2.82,30%,0%,0.0
Dino,Pezao,,--,205 lbs.,--,Orthodox,1,3,0,,0.66,30%,3.28,31%,N/A,0.00,0%,0%,0.0
Tim,McKenzie,,"6' 0""",185 lbs.,"74.0""",Orthodox,14,9,0,,1.37,54%,2.96,44%,N/A,0.00,0%,28%,2.1
Terrance,McKinney,T. Wrecks,"5' 10""",155 lbs.,"73.0""",Switch,15,7,0,,4.53,50%,2.63,45%,N/A,3.45,36%,85%,1.0
Cody,McKenzie,,"6' 0""",155 lbs.,"72.0""",Switch,16,10,0,,1.74,34%,2.50,67%,N/A,2.50,25%,14%,2.5
Rhys,McKee,Skeletor,"6' 2""",170 lbs.,"78.0""",Orthodox,13,6,1,,4.80,45%,7.85,42%,N/A,0.00,0%,41%,0.0
Cory,McKenna,Poppins,"5' 3""",115 lbs.,"58.0""",Orthodox,8,3,0,,3.00,40%,3.19,48%,N/A,2.22,58%,71%,0.4
Antonio,McKee,Mandingo,"5' 8""",155 lbs.,--,Southpaw,29,6,2,,1.37,45%,0.74,74%,N/A,1.47,33%,57%,0.0
Conor,McGregor,The Notorious,"5' 9""",155 lbs.,"74.0""",Southpaw,22,6,0,,5.32,49%,4.66,54%,N/A,0.67,55%,66%,0.1
Nam,Phan,,"5' 6""",135 lbs.,"70.0""",Orthodox,21,17,0,,4.52,37%,6.55,59%,N/A,0.18,18%,60%,0.2
