Event,Date,Location,W/L 1,W/L 2,Fighter 1,Fighter 2,Kd 1,Kd 2,Str 1,Str 2,Td 1,Td 2,Sub 1,Sub 2,Weight class,Method,Round,Time
UFC Fight Night: Tybura vs. Spivac 2,"August 10, 2024","Las Vegas, Nevada, USA",win,,Stephanie Luciano,Talita Alencar,1,0,72,41,0 of 0,1 of 10,0,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Tybura vs. Spivac 2,"August 10, 2024","Las Vegas, Nevada, USA",win,,Chris Gutierrez,Quang Le,0,0,59,16,0 of 0,2 of 11,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Tybura vs. Spivac 2,"August 10, 2024","Las Vegas, Nevada, USA",win,,Chepe Mariscal,Damon Jackson,0,0,73,32,1 of 5,5 of 7,0,0,Featherweight,U-DEC,3,5:00
UFC 305: Du Plessis vs. Adesanya,"August 17, 2024","Perth, Western Australia, Australia",win,,Jack Jenkins,Herbert Burns,2,0,73,24,0 of 0,2 of 9,0,0,Featherweight,KO/TKO,3,0:48
UFC Fight Night: Tybura vs. Spivac 2,"August 10, 2024","Las Vegas, Nevada, USA",win,,Serghei Spivac,Marcin Tybura,0,0,3,0,0 of 0,1 of 1,1,0,Heavyweight,SUB,1,1:44
UFC 305: Du Plessis vs. Adesanya,"August 17, 2024","Perth, Western Australia, Australia",win,,Song Kenan,Ricky Glenn,0,0,87,40,1 of 5,2 of 15,0,0,Welterweight,U-DEC,3,5:00
UFC 305: Du Plessis vs. Adesanya,"August 17, 2024","Perth, Western Australia, Australia",win,,Casey O'Neill,Luana Santos,0,0,83,41,0 of 2,1 of 5,1,0,Women's Flyweight,U-DEC,3,5:00
UFC 305: Du Plessis vs. Adesanya,"August 17, 2024","Perth, Western Australia, Australia",win,,Jesus Aguilar,Stewart Nicoll,0,0,3,8,1 of 1,0 of 0,1,0,Flyweight,SUB,1,2:39
UFC 305: Du Plessis vs. Adesanya,"August 17, 2024","Perth, Western Australia, Australia",win,,Tom Nolan,Alex Reyes,0,0,84,69,0 of 0,2 of 5,1,0,Lightweight,U-DEC,3,5:00
UFC 305: Du Plessis vs. Adesanya,"August 17, 2024","Perth, Western Australia, Australia",win,,Ricardo Ramos,Josh Culibao,0,1,27,70,0 of 0,1 of 1,1,0,Featherweight,S-DEC,3,5:00
UFC 305: Du Plessis vs. Adesanya,"August 17, 2024","Perth, Western Australia, Australia",win,,Valter Walker,Junior Tafa,0,0,4,5,0 of 0,2 of 3,1,0,Heavyweight,SUB,1,4:56
UFC 305: Du Plessis vs. Adesanya,"August 17, 2024","Perth, Western Australia, Australia",win,,Carlos Prates,Li Jingliang,3,0,55,41,0 of 0,0 of 0,0,0,Welterweight,KO/TKO,2,4:02
UFC 305: Du Plessis vs. Adesanya,"August 17, 2024","Perth, Western Australia, Australia",win,,Dan Hooker,Mateusz Gamrot,0,0,65,64,5 of 15,0 of 0,0,0,Lightweight,S-DEC,3,5:00
UFC 305: Du Plessis vs. Adesanya,"August 17, 2024","Perth, Western Australia, Australia",win,,Kai Kara-France,Steve Erceg,2,0,18,9,0 of 0,0 of 0,0,0,Flyweight,KO/TKO,1,4:04
UFC 305: Du Plessis vs. Adesanya,"August 17, 2024","Perth, Western Australia, Australia",win,,Dricus Du Plessis,Israel Adesanya,0,0,90,97,4 of 9,0 of 1,2,0,Middleweight,SUB,4,3:38
UFC Fight Night: Cannonier vs. Imavov,"June 08, 2024","Louisville, Kentucky, USA",win,,Denise Gomes,Eduarda Moura,0,0,50,18,5 of 26,0 of 1,1,0,Women's Strawweight,S-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,"June 08, 2024","Louisville, Kentucky, USA",win,,Brad Katona,Jesse Butler,0,0,68,30,3 of 3,0 of 0,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,"June 08, 2024","Louisville, Kentucky, USA",win,,Taylor Lapilus,Cody Stamann,0,0,100,59,1 of 6,0 of 0,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,"June 08, 2024","Louisville, Kentucky, USA",win,,Daniel Marcos,John Castaneda,1,0,98,60,1 of 5,0 of 0,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,"June 08, 2024","Louisville, Kentucky, USA",win,,Montana De La Rosa,Andrea Lee,0,0,70,75,0 of 2,3 of 6,1,0,Women's Flyweight,S-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,"June 08, 2024","Louisville, Kentucky, USA",win,,Carlos Prates,Charles Radtke,1,0,15,14,0 of 2,0 of 0,0,0,Welterweight,KO/TKO,1,4:47
UFC Fight Night: Cannonier vs. Imavov,"June 08, 2024","Louisville, Kentucky, USA",win,,Punahele Soriano,Miguel Baeza,0,0,144,7,0 of 2,5 of 6,0,3,Welterweight,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,"June 08, 2024","Louisville, Kentucky, USA",win,,Zachary Reese,Julian Marquez,1,0,6,1,0 of 0,0 of 0,0,0,Middleweight,KO/TKO,1,0:20
UFC Fight Night: Cannonier vs. Imavov,"June 08, 2024","Louisville, Kentucky, USA",win,,Raul Rosas Jr.,Ricky Turcios,0,0,3,7,4 of 7,0 of 0,1,1,Bantamweight,SUB,2,2:22
UFC Fight Night: Cannonier vs. Imavov,"June 08, 2024","Louisville, Kentucky, USA",win,,Brunno Ferreira,Dustin Stoltzfus,1,0,24,18,0 of 0,1 of 2,0,2,Middleweight,KO/TKO,1,4:51
UFC Fight Night: Cannonier vs. Imavov,"June 08, 2024","Louisville, Kentucky, USA",win,,Ludovit Klein,Thiago Moises,2,0,56,24,0 of 8,1 of 1,0,1,Lightweight,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,"June 08, 2024","Louisville, Kentucky, USA",win,,Dominick Reyes,Dustin Jacoby,2,0,20,6,0 of 0,0 of 0,0,0,Light Heavyweight,KO/TKO,1,2:00
UFC Fight Night: Cannonier vs. Imavov,"June 08, 2024","Louisville, Kentucky, USA",win,,Nassourdine Imavov,Jared Cannonier,0,0,82,64,1 of 1,2 of 3,0,0,Middleweight,KO/TKO,4,1:34
UFC Fight Night: Whittaker vs. Aliskerov,"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",win,,Muin Gafurov,Kyung Ho Kang,0,0,47,12,3 of 11,1 of 3,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",win,,Nasrat Haqparast,Jared Gordon,0,0,146,141,0 of 0,0 of 13,0,0,Lightweight,S-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",win,,Volkan Oezdemir,Johnny Walker,2,0,37,15,0 of 0,0 of 0,0,0,Light Heavyweight,KO/TKO,1,2:28
UFC Fight Night: Whittaker vs. Aliskerov,"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",win,,Rinat Fakhretdinov,Nicolas Dalby,0,0,68,66,5 of 11,0 of 4,0,0,Welterweight,S-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",win,,Felipe Lima,Muhammad Naimov,0,0,37,30,1 of 5,1 of 2,1,0,Featherweight,SUB,3,1:15
UFC Fight Night: Whittaker vs. Aliskerov,"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",win,,Shara Magomedov,Antonio Trocoli,1,0,82,16,0 of 0,0 of 7,0,0,Middleweight,KO/TKO,3,2:27
UFC Fight Night: Whittaker vs. Aliskerov,"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",win,,Kelvin Gastelum,Daniel Rodriguez,0,0,112,127,4 of 4,0 of 0,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",win,,Robert Whittaker,Ikram Aliskerov,1,0,14,5,0 of 0,0 of 0,0,0,Middleweight,KO/TKO,1,1:49
UFC Fight Night: Namajunas vs. Cortez,"July 13, 2024","Denver, Colorado, USA",win,,Andre Petroski,Josh Fremd,0,0,12,16,0 of 0,3 of 4,1,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Namajunas vs. Cortez,"July 13, 2024","Denver, Colorado, USA",win,,Evan Elder,Darrius Flowers,0,0,45,24,0 of 1,1 of 2,1,0,Welterweight,SUB,2,1:46
UFC Fight Night: Namajunas vs. Cortez,"July 13, 2024","Denver, Colorado, USA",win,,Montel Jackson,Da'Mon Blackshear,1,0,4,1,0 of 0,0 of 0,0,0,Bantamweight,KO/TKO,1,0:18
UFC Fight Night: Whittaker vs. Aliskerov,"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",win,,Alexander Volkov,Sergei Pavlovich,0,0,83,46,0 of 1,0 of 0,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Namajunas vs. Cortez,"July 13, 2024","Denver, Colorado, USA",win,,Jasmine Jasudavicius,Fatima Kline,0,0,40,39,4 of 6,1 of 1,1,0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Namajunas vs. Cortez,"July 13, 2024","Denver, Colorado, USA",win,,Charles Johnson,Joshua Van,1,0,88,67,1 of 1,0 of 2,0,0,Flyweight,KO/TKO,3,0:20
UFC Fight Night: Namajunas vs. Cortez,"July 13, 2024","Denver, Colorado, USA",win,,Jean Silva,Drew Dober,0,0,53,59,0 of 4,0 of 0,0,0,Lightweight,KO/TKO,3,1:28
UFC Fight Night: Namajunas vs. Cortez,"July 13, 2024","Denver, Colorado, USA",win,,Julian Erosa,Christian Rodriguez,0,0,35,33,1 of 1,0 of 0,1,0,Featherweight,SUB,1,4:49
UFC Fight Night: Namajunas vs. Cortez,"July 13, 2024","Denver, Colorado, USA",nc,nc,Abdul Razak Alhassan,Cody Brundage,0,0,23,1,0 of 0,0 of 1,0,0,Middleweight,CNC,1,0:37
UFC Fight Night: Namajunas vs. Cortez,"July 13, 2024","Denver, Colorado, USA",win,,Gabriel Bonfim,Ange Loosa,0,0,101,52,1 of 1,4 of 13,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Namajunas vs. Cortez,"July 13, 2024","Denver, Colorado, USA",win,,Muslim Salikhov,Santiago Ponzinibbio,0,0,46,41,2 of 5,0 of 5,0,0,Welterweight,S-DEC,3,5:00
UFC 304: Edwards vs. Muhammad 2,"July 27, 2024","Manchester, England, United Kingdom",win,,Shauna Bannon,Alice Ardelean,0,0,77,57,0 of 2,2 of 4,0,0,Women's Strawweight,S-DEC,3,5:00
UFC Fight Night: Namajunas vs. Cortez,"July 13, 2024","Denver, Colorado, USA",win,,Rose Namajunas,Tracy Cortez,1,0,96,58,5 of 5,2 of 5,0,0,Women's Flyweight,U-DEC,5,5:00
UFC 304: Edwards vs. Muhammad 2,"July 27, 2024","Manchester, England, United Kingdom",win,,Modestas Bukauskas,Marcin Prachnio,0,0,38,70,2 of 2,0 of 0,1,0,Light Heavyweight,SUB,3,3:12
UFC 304: Edwards vs. Muhammad 2,"July 27, 2024","Manchester, England, United Kingdom",win,,Oban Elliott,Preston Parsons,0,0,44,36,1 of 2,1 of 9,0,0,Welterweight,U-DEC,3,5:00
UFC 304: Edwards vs. Muhammad 2,"July 27, 2024","Manchester, England, United Kingdom",win,,Nathaniel Wood,Daniel Pineda,1,0,66,32,0 of 0,1 of 6,1,0,Featherweight,U-DEC,3,5:00
UFC 304: Edwards vs. Muhammad 2,"July 27, 2024","Manchester, England, United Kingdom",win,,Mick Parkin,Lukasz Brzeski,1,0,34,24,0 of 0,0 of 0,0,0,Heavyweight,KO/TKO,1,3:23
UFC 304: Edwards vs. Muhammad 2,"July 27, 2024","Manchester, England, United Kingdom",win,,Muhammad Mokaev,Manel Kape,0,0,30,20,3 of 8,0 of 1,0,0,Flyweight,U-DEC,3,5:00
UFC 304: Edwards vs. Muhammad 2,"July 27, 2024","Manchester, England, United Kingdom",win,,Sam Patterson,Kiefer Crosbie,0,0,9,9,1 of 1,0 of 0,1,0,Welterweight,SUB,1,2:50
UFC 304: Edwards vs. Muhammad 2,"July 27, 2024","Manchester, England, United Kingdom",win,,Arnold Allen,Giga Chikadze,0,0,61,38,0 of 1,0 of 0,0,0,Featherweight,U-DEC,3,5:00
UFC 304: Edwards vs. Muhammad 2,"July 27, 2024","Manchester, England, United Kingdom",win,,Jake Hadley,Caolan Loughran,0,0,81,66,0 of 1,1 of 8,0,0,Bantamweight,U-DEC,3,5:00
UFC 304: Edwards vs. Muhammad 2,"July 27, 2024","Manchester, England, United Kingdom",win,,Paddy Pimblett,King Green,0,0,8,15,1 of 1,0 of 0,2,0,Lightweight,SUB,1,3:22
UFC 304: Edwards vs. Muhammad 2,"July 27, 2024","Manchester, England, United Kingdom",win,,Bruna Brasil,Molly McCann,0,0,44,32,2 of 7,3 of 3,0,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Lemos vs. Jandiroba,"July 20, 2024","Las Vegas, Nevada, USA",win,,Trey Ogden,Loik Radzhabov,0,0,24,42,0 of 0,4 of 5,2,0,Lightweight,U-DEC,3,5:00
UFC 304: Edwards vs. Muhammad 2,"July 27, 2024","Manchester, England, United Kingdom",win,,Belal Muhammad,Leon Edwards,0,0,68,47,2 of 2,9 of 13,0,0,Welterweight,U-DEC,5,5:00
UFC 304: Edwards vs. Muhammad 2,"July 27, 2024","Manchester, England, United Kingdom",win,,Gregory Rodrigues,Christian Leroy Duncan,0,0,45,29,0 of 0,4 of 12,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Lemos vs. Jandiroba,"July 20, 2024","Las Vegas, Nevada, USA",win,,Thomas Petersen,Mohammed Usman,0,0,76,63,0 of 1,2 of 5,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Lemos vs. Jandiroba,"July 20, 2024","Las Vegas, Nevada, USA",win,,Luana Carolina,Lucie Pudilova,0,0,94,43,0 of 1,2 of 4,0,0,Women's Flyweight,U-DEC,3,5:00
UFC 304: Edwards vs. Muhammad 2,"July 27, 2024","Manchester, England, United Kingdom",win,,Tom Aspinall,Curtis Blaydes,1,0,14,5,0 of 0,0 of 0,0,0,Heavyweight,KO/TKO,1,1:00
UFC Fight Night: Lemos vs. Jandiroba,"July 20, 2024","Las Vegas, Nevada, USA",win,,Bruno Silva,Cody Durden,1,0,42,28,1 of 1,0 of 2,0,3,Flyweight,KO/TKO,2,2:58
UFC Fight Night: Lemos vs. Jandiroba,"July 20, 2024","Las Vegas, Nevada, USA",win,,Miranda Maverick,Dione Barbosa,0,0,30,21,2 of 5,1 of 2,0,1,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Lemos vs. Jandiroba,"July 20, 2024","Las Vegas, Nevada, USA",win,,Cody Gibson,Brian Kelleher,0,0,13,2,0 of 0,2 of 5,1,0,Bantamweight,SUB,1,3:58
UFC Fight Night: Lemos vs. Jandiroba,"July 20, 2024","Las Vegas, Nevada, USA",win,,Steve Garcia,SeungWoo Choi,1,0,15,9,0 of 1,0 of 0,0,0,Featherweight,KO/TKO,1,1:36
UFC Fight Night: Lemos vs. Jandiroba,"July 20, 2024","Las Vegas, Nevada, USA",win,,Dooho Choi,Bill Algeo,0,0,21,17,2 of 3,2 of 3,3,0,Featherweight,KO/TKO,2,3:38
UFC Fight Night: Lemos vs. Jandiroba,"July 20, 2024","Las Vegas, Nevada, USA",win,,Kurt Holobaugh,Kaynan Kruschewsky,0,0,92,89,1 of 4,3 of 3,0,2,Lightweight,U-DEC,3,5:00
UFC Fight Night: Lemos vs. Jandiroba,"July 20, 2024","Las Vegas, Nevada, USA",win,,Hyder Amil,JeongYeong Lee,0,0,42,4,0 of 0,0 of 0,0,0,Featherweight,KO/TKO,1,1:05
UFC Fight Night: Lemos vs. Jandiroba,"July 20, 2024","Las Vegas, Nevada, USA",win,,Virna Jandiroba,Amanda Lemos,0,0,2,2,0 of 0,1 of 5,4,1,Women's Strawweight,SUB,2,4:48
UFC 2: No Way Out,"March 11, 1994","Denver, Colorado, USA",win,,Patrick Smith,Ray Wizard,0,0,1,1,0 of 1,0 of 0,1,0,Open Weight,SUB,1,0:58
UFC 3: The American Dream,"September 09, 1994","Charlotte, North Carolina, USA",win,,Keith Hackney,Emmanuel Yarborough,1,0,34,1,0 of 0,0 of 1,0,0,Open Weight,KO/TKO,1,1:59
UFC 2: No Way Out,"March 11, 1994","Denver, Colorado, USA",win,,Scott Morris,Sean Daugherty,0,0,1,0,1 of 1,0 of 0,1,0,Open Weight,SUB,1,0:20
UFC 4: Revenge of the Warriors,"December 16, 1994","Tulsa, Oklahoma, USA",win,,Keith Hackney,Joe Son,0,0,8,0,0 of 0,1 of 1,1,1,Open Weight,SUB,1,2:44
UFC 2: No Way Out,"March 11, 1994","Denver, Colorado, USA",win,,Johnny Rhodes,David Levicki,0,0,11,4,1 of 1,0 of 0,0,0,Open Weight,KO/TKO,1,12:13
UFC 7: The Brawl in Buffalo,"September 08, 1995","Buffalo, New York, USA",win,,Scott Bessac,David Hood,0,0,1,2,0 of 0,0 of 0,2,0,Open Weight,SUB,1,0:31
UFC 8: David vs Goliath,"February 16, 1996","San Juan, Puerto Rico",win,,Don Frye,Sam Adkins,0,0,5,0,1 of 1,0 of 0,0,0,Open Weight,KO/TKO,1,0:48
UFC 10: The Tournament,"July 12, 1996","Birmingham, Alabama, USA",win,,Geza Kalman,Dieusel Berto,0,0,21,3,0 of 2,0 of 1,1,0,Open Weight,KO/TKO,1,5:57
UFC 10: The Tournament,"July 12, 1996","Birmingham, Alabama, USA",win,,Don Frye,Mark Hall,0,0,27,2,1 of 1,0 of 0,0,0,Open Weight,KO/TKO,1,10:21
UFC 13: The Ultimate Force,"May 30, 1997","Augusta, Georgia, USA",win,,Tito Ortiz,Wes Albritton,0,0,21,0,1 of 1,0 of 0,0,0,Lightweight,KO/TKO,1,0:31
UFC 15: Collision Course,"October 17, 1997","Bay St. Louis, Mississippi, USA",win,,Dwayne Cason,Houston Dorr,0,0,11,1,1 of 1,0 of 0,0,0,Heavyweight,KO/TKO,1,3:43
UFC 15: Collision Course,"October 17, 1997","Bay St. Louis, Mississippi, USA",win,,Mark Kerr,Greg Stott,1,0,1,0,0 of 0,0 of 0,0,0,Heavyweight,KO/TKO,1,0:17
UFC 14: Showdown,"July 27, 1997","Birmingham, Alabama, USA",win,,Tony Fryklund,Donnie Chappell,0,0,5,0,1 of 1,0 of 0,1,0,Lightweight,SUB,1,1:31
UFC 15: Collision Course,"October 17, 1997","Bay St. Louis, Mississippi, USA",win,,Dave Beneteau,Carlos Barreto,0,0,13,11,3 of 3,2 of 4,0,0,Heavyweight,U-DEC,2,3:00
UFC 15: Collision Course,"October 17, 1997","Bay St. Louis, Mississippi, USA",win,,Alex Hunter,Harry Moskowitz,0,0,11,12,1 of 5,1 of 1,0,4,Heavyweight,S-DEC,1,12:00
UFC 15: Collision Course,"October 17, 1997","Bay St. Louis, Mississippi, USA",win,,Mark Kerr,Dwayne Cason,0,0,5,0,1 of 1,0 of 0,1,0,Heavyweight,SUB,1,0:53
UFC 14: Showdown,"July 27, 1997","Birmingham, Alabama, USA",win,,Alex Hunter,Sam Fulton,0,0,7,1,1 of 1,0 of 0,0,0,Heavyweight,SUB,1,2:30
UFC 15: Collision Course,"October 17, 1997","Bay St. Louis, Mississippi, USA",win,,Randy Couture,Vitor Belfort,0,0,34,6,1 of 1,0 of 1,1,0,Heavyweight,KO/TKO,1,8:16
UFC 14: Showdown,"July 27, 1997","Birmingham, Alabama, USA",win,,Kevin Jackson,Todd Butler,0,0,3,1,1 of 1,0 of 0,0,0,Lightweight,KO/TKO,1,1:27
UFC 15: Collision Course,"October 17, 1997","Bay St. Louis, Mississippi, USA",win,,Maurice Smith,David Abbott,0,1,12,5,0 of 0,0 of 0,1,0,Heavyweight,SUB,1,8:08
UFC 14: Showdown,"July 27, 1997","Birmingham, Alabama, USA",win,,Mark Kerr,Moti Horenstein,0,0,14,1,1 of 1,0 of 0,0,0,Heavyweight,KO/TKO,1,2:22
UFC 14: Showdown,"July 27, 1997","Birmingham, Alabama, USA",win,,Kevin Jackson,Tony Fryklund,0,0,2,0,1 of 1,0 of 0,1,0,Lightweight,SUB,1,0:44
UFC 14: Showdown,"July 27, 1997","Birmingham, Alabama, USA",win,,Joe Moreira,Yuri Vaulin,0,0,7,1,3 of 3,0 of 0,0,0,Lightweight,U-DEC,2,3:00
UFC 14: Showdown,"July 27, 1997","Birmingham, Alabama, USA",win,,Mark Kerr,Dan Bobish,0,0,3,0,1 of 1,0 of 0,0,0,Heavyweight,SUB,1,1:38
UFC 14: Showdown,"July 27, 1997","Birmingham, Alabama, USA",win,,Dan Bobish,Brian Johnston,0,0,9,6,1 of 1,0 of 0,1,0,Heavyweight,SUB,1,2:10
UFC 14: Showdown,"July 27, 1997","Birmingham, Alabama, USA",win,,Maurice Smith,Mark Coleman,0,0,55,19,0 of 0,2 of 7,0,2,Heavyweight,U-DEC,3,3:00
UFC 13: The Ultimate Force,"May 30, 1997","Augusta, Georgia, USA",win,,Jack Nilson,Saeed Hosseini,0,0,11,1,0 of 0,0 of 0,0,1,Lightweight,KO/TKO,1,1:23
UFC 13: The Ultimate Force,"May 30, 1997","Augusta, Georgia, USA",win,,Guy Mezger,Tito Ortiz,0,0,0,5,0 of 1,1 of 1,1,0,Lightweight,SUB,1,2:00
UFC 13: The Ultimate Force,"May 30, 1997","Augusta, Georgia, USA",win,,Guy Mezger,Christophe Leninger,0,0,35,3,0 of 0,0 of 2,0,1,Lightweight,U-DEC,2,3:00
UFC 13: The Ultimate Force,"May 30, 1997","Augusta, Georgia, USA",win,,Enson Inoue,Royce Alger,0,0,0,3,0 of 0,0 of 1,1,0,Lightweight,SUB,1,1:36
UFC 13: The Ultimate Force,"May 30, 1997","Augusta, Georgia, USA",win,,Randy Couture,Tony Halme,0,0,1,0,1 of 1,0 of 0,1,0,Heavyweight,SUB,1,0:56
UFC 13: The Ultimate Force,"May 30, 1997","Augusta, Georgia, USA",win,,Randy Couture,Steven Graham,0,0,16,0,1 of 1,0 of 0,0,0,Heavyweight,KO/TKO,1,3:13
UFC 13: The Ultimate Force,"May 30, 1997","Augusta, Georgia, USA",win,,Steven Graham,Dmitri Stepanov,0,0,0,1,1 of 1,0 of 0,1,0,Heavyweight,SUB,1,1:30
UFC 13: The Ultimate Force,"May 30, 1997","Augusta, Georgia, USA",win,,Vitor Belfort,David Abbott,0,0,15,2,1 of 1,0 of 1,0,0,Heavyweight,KO/TKO,1,0:52
UFC - Ultimate Japan,"December 21, 1997","Yokohama, Kanagawa, Japan",win,,Frank Shamrock,Kevin Jackson,0,0,1,2,0 of 0,1 of 1,1,0,Lightweight,SUB,1,0:16
UFC - Ultimate Japan,"December 21, 1997","Yokohama, Kanagawa, Japan",win,,Vitor Belfort,Joe Charles,0,0,0,1,2 of 2,0 of 0,3,0,Heavyweight,SUB,1,4:03
UFC - Ultimate Japan,"December 21, 1997","Yokohama, Kanagawa, Japan",win,,David Abbott,Yoji Anjo,0,0,13,9,3 of 4,0 of 1,0,1,Heavyweight,U-DEC,2,3:00
UFC - Ultimate Japan,"December 21, 1997","Yokohama, Kanagawa, Japan",win,,Tra Telligman,Brad Kohler,0,0,6,12,0 of 0,3 of 6,1,0,Heavyweight,SUB,1,10:05
UFC - Ultimate Japan,"December 21, 1997","Yokohama, Kanagawa, Japan",win,,Randy Couture,Maurice Smith,0,0,19,9,3 of 3,0 of 0,1,0,Heavyweight,M-DEC,3,3:00
UFC 12: Judgement Day,"February 07, 1997","Dothan, Alabama, USA",win,,Scott Ferrozzo,Jim Mullen,0,0,30,3,2 of 2,0 of 0,1,0,Heavyweight,KO/TKO,1,8:02
UFC - Ultimate Japan,"December 21, 1997","Yokohama, Kanagawa, Japan",win,,Kazushi Sakuraba,Marcus Silveira,0,0,1,1,1 of 1,1 of 1,2,1,Heavyweight,SUB,1,3:44
UFC - Ultimate Japan,"December 21, 1997","Yokohama, Kanagawa, Japan",nc,nc,Kazushi Sakuraba,Marcus Silveira,0,0,0,4,0 of 1,1 of 1,0,1,Heavyweight,Overturned,1,1:51
UFC 12: Judgement Day,"February 07, 1997","Dothan, Alabama, USA",win,,Vitor Belfort,Tra Telligman,1,0,17,1,0 of 0,0 of 0,0,0,Heavyweight,KO/TKO,1,1:17
UFC 12: Judgement Day,"February 07, 1997","Dothan, Alabama, USA",win,,Yoshiki Takahashi,Wallid Ismail,0,0,20,1,1 of 1,1 of 10,0,0,Lightweight,U-DEC,2,3:00
UFC 12: Judgement Day,"February 07, 1997","Dothan, Alabama, USA",win,,Jerry Bohlander,Nick Sanzo,0,0,2,0,1 of 1,0 of 1,1,0,Lightweight,SUB,1,0:39
UFC 12: Judgement Day,"February 07, 1997","Dothan, Alabama, USA",win,,Vitor Belfort,Scott Ferrozzo,1,0,9,0,0 of 0,0 of 0,0,0,Heavyweight,KO/TKO,1,0:43
UFC - Ultimate Ultimate '96,"December 07, 1996","Birmingham, Alabama, USA",win,,Don Frye,Gary Goodridge,0,0,16,14,0 of 0,1 of 1,0,0,Open Weight,SUB,1,11:19
UFC 12: Judgement Day,"February 07, 1997","Dothan, Alabama, USA",win,,Jerry Bohlander,Rainy Martinez,0,0,0,0,1 of 1,0 of 0,1,0,Lightweight,SUB,1,1:24
UFC 12: Judgement Day,"February 07, 1997","Dothan, Alabama, USA",win,,Mark Coleman,Dan Severn,0,0,4,2,0 of 0,0 of 3,2,0,Heavyweight,SUB,1,2:57
UFC - Ultimate Ultimate '96,"December 07, 1996","Birmingham, Alabama, USA",win,,David Abbott,Cal Worsham,0,0,4,5,0 of 1,0 of 0,1,0,Open Weight,KO/TKO,1,2:51
UFC - Ultimate Ultimate '96,"December 07, 1996","Birmingham, Alabama, USA",win,,Don Frye,Mark Hall,0,0,0,0,0 of 0,0 of 0,1,0,Open Weight,SUB,1,0:20
UFC - Ultimate Ultimate '96,"December 07, 1996","Birmingham, Alabama, USA",win,,Ken Shamrock,Brian Johnston,0,0,22,1,1 of 1,0 of 0,1,0,Open Weight,SUB,1,5:48
UFC - Ultimate Ultimate '96,"December 07, 1996","Birmingham, Alabama, USA",win,,Don Frye,David Abbott,0,0,6,13,0 of 0,0 of 0,2,0,Open Weight,SUB,1,1:22
UFC - Ultimate Ultimate '96,"December 07, 1996","Birmingham, Alabama, USA",win,,David Abbott,Steve Nelmark,1,0,9,2,1 of 1,0 of 0,0,0,Open Weight,KO/TKO,1,1:03
UFC - Ultimate Ultimate '96,"December 07, 1996","Birmingham, Alabama, USA",win,,Kimo Leopoldo,Paul Varelans,0,0,9,21,0 of 3,0 of 0,0,0,Open Weight,KO/TKO,1,9:08
UFC 11: The Proving Ground,"September 20, 1996","Augusta, Georgia, USA",win,,David Abbott,Sam Adkins,0,0,8,0,1 of 1,0 of 0,1,0,Open Weight,SUB,1,2:06
UFC 11: The Proving Ground,"September 20, 1996","Augusta, Georgia, USA",win,,Mark Coleman,Julian Sanchez,0,0,7,0,1 of 1,0 of 0,2,0,Open Weight,SUB,1,0:45
UFC 11: The Proving Ground,"September 20, 1996","Augusta, Georgia, USA",win,,Brian Johnston,Reza Nasri,0,0,6,0,1 of 1,0 of 1,0,0,Open Weight,KO/TKO,1,0:28
UFC 11: The Proving Ground,"September 20, 1996","Augusta, Georgia, USA",win,,Mark Coleman,Brian Johnston,0,0,9,3,1 of 1,0 of 0,0,0,Open Weight,KO/TKO,1,2:20
