SLpM:,Str. Acc.:,SApM:,Str. Def:,,TD Avg.:,TD Acc.:,TD Def.:,Sub. Avg.:
5.02,45%,4.84,60%,N/A,0.00,0%,50%,0.0
5.99,44%,5.25,53%,N/A,0.00,0%,58%,0.0
4.10,48%,1.75,65%,N/A,5.32,48%,84%,0.8
2.69,43%,3.13,51%,N/A,2.53,36%,72%,0.3
4.55,51%,2.62,57%,N/A,2.73,54%,82%,0.7
4.39,45%,3.47,55%,N/A,0.24,33%,73%,0.5
1.95,45%,2.64,50%,N/A,3.30,35%,28%,0.2
11.01,48%,7.39,58%,N/A,0.00,0%,0%,0.0
2.72,43%,2.59,58%,N/A,1.18,44%,65%,0.6
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.79,35%,2.48,56%,N/A,0.99,28%,44%,0.7
1.52,37%,2.17,52%,N/A,2.23,17%,14%,3.6
1.73,24%,3.55,66%,N/A,0.70,33%,100%,0.0
3.32,51%,4.50,32%,N/A,0.00,0%,66%,2.9
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.67,30%,0.34,60%,N/A,2.52,25%,0%,0.0
3.58,52%,1.96,58%,N/A,1.81,34%,41%,0.6
0.00,0%,1.55,55%,N/A,0.00,0%,50%,0.0
5.25,54%,8.72,41%,N/A,3.15,33%,0%,0.0
0.71,14%,0.00,100%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.01,59%,5.00,52%,N/A,0.64,29%,66%,1.5
7.40,52%,6.78,56%,N/A,0.43,44%,91%,0.4
3.29,45%,3.83,52%,N/A,0.19,33%,39%,0.4
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.68,35%,3.78,65%,N/A,0.08,20%,68%,0.0
0.65,52%,0.95,53%,N/A,0.00,0%,0%,3.4
1.04,60%,1.80,34%,N/A,3.38,38%,100%,0.7
3.28,41%,3.87,50%,N/A,0.00,0%,71%,0.0
2.42,74%,1.18,47%,N/A,3.60,57%,83%,0.0
4.25,36%,3.12,58%,N/A,1.69,44%,69%,0.0
1.49,28%,3.24,54%,N/A,0.00,0%,33%,0.0
4.84,53%,5.54,52%,N/A,0.21,25%,100%,0.2
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.35,26%,4.14,51%,N/A,0.00,0%,33%,0.8
3.23,50%,2.09,64%,N/A,1.53,54%,66%,0.8
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.95,42%,2.40,55%,N/A,1.30,29%,36%,2.4
9.26,53%,6.54,41%,N/A,0.00,0%,100%,0.0
0.60,20%,4.18,57%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.43,35%,2.34,59%,N/A,0.64,44%,62%,0.8
4.09,61%,2.94,55%,N/A,0.00,0%,74%,0.2
1.37,30%,9.16,35%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
6.21,40%,3.79,59%,N/A,0.00,0%,0%,0.0
1.59,57%,1.26,57%,N/A,0.00,0%,52%,0.3
1.72,37%,5.59,56%,N/A,0.00,0%,0%,0.0
2.66,41%,1.91,61%,N/A,1.09,50%,62%,0.3
3.94,46%,2.41,65%,N/A,0.50,45%,53%,0.2
2.13,24%,4.47,60%,N/A,0.00,0%,100%,0.0
2.99,39%,5.62,63%,N/A,3.87,83%,44%,2.3
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.78,49%,3.15,56%,N/A,0.48,50%,36%,0.5
1.10,20%,6.10,43%,N/A,0.00,0%,0%,0.0
10.56,59%,10.56,13%,N/A,0.00,0%,0%,0.0
1.75,39%,1.78,48%,N/A,2.02,22%,56%,0.5
0.69,50%,5.52,46%,N/A,0.00,0%,0%,0.0
0.96,52%,3.38,36%,N/A,1.94,25%,46%,0.4
2.93,41%,4.31,42%,N/A,1.21,68%,75%,0.2
3.51,47%,3.05,51%,N/A,3.14,33%,85%,0.6
0.59,66%,5.91,16%,N/A,0.00,0%,33%,0.0
3.37,44%,2.89,49%,N/A,3.41,57%,36%,1.3
3.66,38%,4.86,50%,N/A,0.68,27%,53%,0.7
1.62,54%,2.63,41%,N/A,2.31,50%,68%,0.9
1.71,50%,2.19,62%,N/A,1.43,25%,0%,0.0
3.76,48%,1.76,66%,N/A,3.53,66%,0%,3.5
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.05,44%,1.62,62%,N/A,5.32,62%,55%,1.1
4.38,47%,3.20,54%,N/A,0.72,39%,70%,0.6
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.91,54%,2.31,58%,N/A,2.97,46%,33%,0.5
0.00,0%,5.73,44%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.67,53%,8.73,33%,N/A,1.79,16%,0%,0.0
3.62,52%,3.19,66%,N/A,1.38,45%,93%,0.8
4.44,52%,1.11,64%,N/A,11.11,80%,0%,2.8
4.12,43%,4.65,47%,N/A,0.00,0%,50%,0.5
7.15,40%,7.36,60%,N/A,0.28,100%,84%,0.0
1.64,62%,0.50,70%,N/A,7.46,50%,0%,7.5
3.51,40%,3.01,59%,N/A,0.25,33%,63%,1.0
1.92,49%,1.35,51%,N/A,2.02,100%,0%,0.0
2.33,41%,2.16,41%,N/A,0.76,62%,71%,0.3
0.65,41%,1.55,44%,N/A,2.47,70%,43%,0.9
0.28,20%,1.41,52%,N/A,0.00,0%,0%,8.5
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.83,60%,2.54,51%,N/A,0.00,0%,26%,3.2
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.15,45%,3.85,48%,N/A,0.00,0%,50%,0.0
2.12,46%,1.66,62%,N/A,4.54,57%,69%,0.6
2.98,44%,2.45,60%,N/A,3.23,40%,66%,0.6
3.76,55%,2.92,55%,N/A,1.68,46%,63%,1.3
4.26,59%,2.54,56%,N/A,2.08,51%,82%,0.3
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.80,38%,3.87,55%,N/A,0.00,0%,55%,2.0
2.69,39%,3.63,56%,N/A,1.94,17%,80%,0.3
1.13,34%,2.54,37%,N/A,0.00,0%,33%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.46,39%,2.81,44%,N/A,1.56,40%,50%,0.0
3.35,51%,2.65,46%,N/A,3.11,76%,62%,0.6
3.53,46%,4.07,36%,N/A,0.00,0%,33%,0.0
0.60,20%,3.53,55%,N/A,0.00,0%,50%,0.0
3.47,42%,4.68,53%,N/A,0.00,0%,52%,0.6
1.36,33%,3.92,45%,N/A,3.07,37%,0%,0.5
1.98,35%,4.81,51%,N/A,1.06,25%,76%,0.0
1.89,50%,1.89,70%,N/A,2.84,100%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
7.69,65%,6.15,55%,N/A,5.77,66%,0%,0.0
1.38,31%,2.84,61%,N/A,1.31,18%,54%,1.6
1.84,61%,3.00,49%,N/A,1.90,59%,66%,1.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.18,36%,4.79,46%,N/A,1.14,27%,65%,0.1
3.58,41%,5.56,39%,N/A,1.02,28%,62%,0.0
4.97,50%,5.47,57%,N/A,0.46,44%,87%,0.1
3.29,46%,3.63,58%,N/A,1.09,34%,46%,1.3
3.65,45%,4.69,52%,N/A,1.10,20%,73%,0.6
1.87,19%,3.80,66%,N/A,0.00,0%,0%,0.0
3.81,32%,5.72,59%,N/A,4.21,58%,75%,0.0
0.64,25%,1.96,57%,N/A,1.07,57%,62%,0.5
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.67,64%,2.44,57%,N/A,1.42,55%,73%,0.8
1.20,35%,1.07,55%,N/A,0.00,0%,36%,0.0
3.33,43%,5.39,43%,N/A,2.77,41%,0%,0.0
0.93,34%,1.49,58%,N/A,1.86,50%,0%,4.7
1.20,33%,1.67,82%,N/A,3.00,75%,33%,0.0
0.13,33%,0.80,71%,N/A,3.00,75%,0%,3.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.29,27%,2.12,67%,N/A,1.64,27%,65%,0.0
2.63,36%,2.73,58%,N/A,0.97,29%,57%,0.4
0.90,55%,1.16,51%,N/A,1.51,43%,53%,0.8
2.54,43%,3.97,57%,N/A,2.03,83%,66%,0.8
3.15,58%,2.90,41%,N/A,0.63,12%,42%,1.3
2.83,50%,3.77,50%,N/A,1.20,45%,71%,1.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.49,42%,5.71,57%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.46,38%,4.44,44%,N/A,1.27,27%,64%,0.2
3.97,35%,3.64,56%,N/A,0.56,100%,80%,0.0
2.66,40%,1.78,65%,N/A,2.37,25%,25%,1.3
1.52,56%,1.55,46%,N/A,4.23,42%,72%,0.0
3.07,43%,3.27,25%,N/A,0.00,0%,36%,0.0
0.00,0%,6.67,36%,N/A,0.00,0%,0%,0.0
2.21,46%,3.50,66%,N/A,1.38,100%,50%,0.0
4.19,47%,4.82,52%,N/A,1.59,31%,75%,0.0
5.75,45%,7.28,42%,N/A,0.98,30%,67%,0.0
0.60,40%,0.97,50%,N/A,0.00,0%,25%,2.1
7.66,39%,5.72,51%,N/A,2.60,35%,85%,0.0
2.94,62%,3.92,51%,N/A,1.59,62%,53%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.34,50%,2.81,60%,N/A,0.00,0%,70%,1.1
1.66,39%,1.91,56%,N/A,2.55,32%,43%,0.0
2.99,52%,8.28,59%,N/A,0.00,0%,0%,0.0
4.44,43%,3.43,47%,N/A,4.17,57%,76%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
5.76,51%,6.16,52%,N/A,0.00,0%,82%,0.0
4.70,58%,4.40,63%,N/A,2.50,62%,66%,0.0
2.94,47%,3.38,62%,N/A,3.21,68%,80%,0.6
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.89,43%,4.75,53%,N/A,2.00,57%,61%,0.6
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
5.57,52%,4.11,54%,N/A,0.76,57%,64%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.83,32%,4.62,57%,N/A,2.17,25%,100%,0.0
1.54,31%,2.48,60%,N/A,0.35,12%,35%,1.2
2.68,34%,4.29,47%,N/A,3.66,50%,83%,0.0
3.17,52%,1.30,68%,N/A,1.25,71%,70%,0.2
2.08,32%,2.66,56%,N/A,0.00,0%,0%,1.7
1.30,43%,1.73,50%,N/A,3.00,60%,0%,1.5
1.03,87%,0.29,75%,N/A,2.20,50%,40%,0.0
4.05,49%,4.62,43%,N/A,1.23,37%,76%,0.6
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.21,61%,2.28,50%,N/A,1.55,26%,16%,0.9
3.10,47%,2.48,57%,N/A,2.55,34%,77%,0.5
3.42,37%,3.95,51%,N/A,2.37,33%,100%,1.6
3.33,42%,3.00,58%,N/A,1.92,41%,70%,0.0
2.94,38%,4.63,55%,N/A,0.00,0%,55%,0.8
2.12,37%,3.32,64%,N/A,0.00,0%,50%,0.9
0.14,50%,3.65,38%,N/A,2.11,25%,0%,4.2
3.70,42%,3.38,64%,N/A,1.55,53%,59%,0.4
3.53,58%,2.80,73%,N/A,0.00,0%,0%,0.0
2.34,35%,2.14,63%,N/A,0.91,58%,68%,0.7
7.68,56%,1.44,70%,N/A,3.60,33%,100%,0.0
3.02,52%,2.56,47%,N/A,7.44,44%,50%,0.6
2.59,46%,2.88,60%,N/A,2.47,35%,54%,0.6
5.60,55%,3.40,52%,N/A,0.00,0%,100%,0.0
5.04,48%,5.10,52%,N/A,0.67,17%,52%,0.5
4.07,38%,6.54,49%,N/A,1.17,27%,57%,1.2
1.89,41%,5.86,31%,N/A,0.00,0%,30%,0.0
2.94,44%,2.17,56%,N/A,3.01,36%,52%,0.1
3.49,55%,2.21,64%,N/A,1.69,42%,66%,0.0
3.09,57%,3.29,47%,N/A,0.56,26%,68%,0.1
1.80,39%,2.20,39%,N/A,1.35,30%,60%,0.5
3.13,47%,2.20,57%,N/A,3.00,42%,100%,1.0
1.02,42%,5.27,38%,N/A,2.77,40%,0%,0.0
2.01,39%,3.06,64%,N/A,1.19,36%,49%,1.5
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.48,60%,0.00,100%,N/A,3.54,57%,100%,1.8
2.15,31%,2.80,56%,N/A,0.81,50%,50%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.42,50%,0.42,71%,N/A,0.00,0%,90%,0.6
3.77,53%,3.55,61%,N/A,3.29,57%,87%,1.2
1.74,41%,3.69,45%,N/A,1.61,35%,44%,1.6
1.99,40%,3.45,58%,N/A,0.65,50%,40%,0.0
2.43,42%,4.86,57%,N/A,0.00,0%,0%,0.0
2.26,32%,4.13,56%,N/A,1.12,16%,100%,0.0
0.43,25%,1.73,50%,N/A,19.42,50%,100%,0.0
0.00,0%,7.83,29%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.36,26%,2.98,64%,N/A,1.39,70%,54%,1.4
2.73,57%,2.05,40%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.90,47%,3.86,51%,N/A,3.09,43%,27%,0.9
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.40,39%,6.07,34%,N/A,2.00,33%,100%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
7.66,29%,11.90,48%,N/A,0.00,0%,33%,0.0
3.33,75%,4.94,20%,N/A,1.67,10%,100%,0.0
0.43,60%,4.34,45%,N/A,0.00,0%,0%,2.2
4.26,50%,3.35,55%,N/A,4.49,41%,28%,0.1
2.96,35%,2.91,55%,N/A,0.62,28%,66%,0.6
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.82,40%,1.23,46%,N/A,4.01,52%,0%,2.8
0.93,21%,4.73,36%,N/A,0.00,0%,71%,0.0
1.74,43%,1.50,59%,N/A,0.89,55%,42%,1.4
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
7.58,39%,8.88,58%,N/A,0.00,0%,0%,0.0
3.20,42%,3.24,56%,N/A,0.00,0%,67%,0.3
3.91,33%,2.61,70%,N/A,2.82,42%,83%,0.1
3.53,51%,2.00,48%,N/A,1.33,16%,57%,0.3
3.00,40%,4.38,60%,N/A,1.00,27%,71%,0.0
3.68,54%,3.04,44%,N/A,4.84,57%,60%,2.0
3.87,33%,4.97,65%,N/A,0.00,0%,87%,0.0
2.92,46%,1.51,68%,N/A,0.53,7%,37%,1.6
1.73,35%,2.06,64%,N/A,2.69,46%,0%,0.5
0.87,30%,1.53,46%,N/A,4.00,66%,0%,0.0
0.53,38%,1.06,44%,N/A,0.38,50%,56%,0.0
1.72,45%,3.67,55%,N/A,0.00,0%,83%,0.0
3.53,54%,1.38,67%,N/A,3.72,90%,100%,1.6
0.94,30%,1.38,61%,N/A,0.46,40%,30%,3.6
1.56,37%,1.83,59%,N/A,1.73,36%,42%,0.6
2.68,44%,1.90,57%,N/A,0.00,0%,72%,0.4
2.23,36%,3.20,58%,N/A,1.65,48%,63%,0.3
1.57,33%,3.90,60%,N/A,3.00,18%,75%,0.5
3.18,43%,4.28,42%,N/A,1.80,30%,57%,0.0
1.54,33%,5.13,60%,N/A,0.00,0%,0%,0.0
1.93,51%,2.27,39%,N/A,0.00,0%,37%,0.0
1.00,48%,1.20,48%,N/A,2.00,66%,62%,0.0
1.45,40%,14.46,4%,N/A,0.00,0%,0%,0.0
0.41,50%,2.69,37%,N/A,0.00,0%,0%,1.2
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.36,57%,0.32,85%,N/A,0.68,100%,80%,0.0
5.87,43%,2.87,53%,N/A,1.38,60%,68%,0.0
6.68,58%,4.60,57%,N/A,0.00,0%,71%,0.0
3.77,47%,4.40,47%,N/A,0.00,0%,100%,0.0
3.44,33%,4.92,54%,N/A,0.00,0%,0%,0.0
5.03,38%,5.76,44%,N/A,0.95,44%,47%,0.0
3.39,53%,3.20,51%,N/A,2.17,40%,55%,2.8
1.03,22%,1.80,52%,N/A,0.00,0%,42%,0.0
2.82,41%,3.91,48%,N/A,1.21,25%,35%,1.6
2.19,33%,3.38,59%,N/A,2.49,36%,11%,1.6
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.99,51%,2.55,46%,N/A,2.35,38%,63%,0.6
0.00,0%,4.27,34%,N/A,0.00,0%,0%,4.3
5.07,50%,4.27,61%,N/A,0.73,44%,48%,0.0
5.18,43%,2.53,64%,N/A,0.84,100%,83%,0.0
3.29,48%,3.80,44%,N/A,1.82,46%,37%,1.9
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.53,38%,1.97,46%,N/A,0.51,25%,36%,2.0
6.93,55%,5.27,50%,N/A,0.00,0%,100%,0.0
0.27,21%,1.53,36%,N/A,0.00,0%,50%,0.0
0.00,0%,1.05,77%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.90,58%,2.80,54%,N/A,0.85,57%,76%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
5.99,52%,5.38,50%,N/A,0.92,33%,100%,0.0
5.18,58%,4.49,54%,N/A,0.00,0%,35%,0.0
2.91,60%,2.06,60%,N/A,1.99,63%,76%,0.5
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,1.94,33%,N/A,0.00,0%,0%,0.0
4.92,40%,6.70,49%,N/A,0.00,0%,61%,0.0
4.70,52%,2.75,58%,N/A,0.00,0%,63%,0.0
2.63,52%,3.27,50%,N/A,2.90,60%,51%,1.0
1.52,52%,1.93,48%,N/A,3.89,50%,46%,1.0
2.76,38%,3.01,52%,N/A,1.32,40%,60%,1.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.72,41%,1.45,58%,N/A,4.08,61%,65%,1.3
0.47,12%,0.47,94%,N/A,0.00,0%,0%,0.0
0.93,35%,3.33,54%,N/A,5.00,38%,0%,1.0
2.20,57%,1.40,55%,N/A,1.00,12%,66%,0.0
2.95,51%,2.95,56%,N/A,1.85,33%,100%,1.2
8.10,66%,6.02,50%,N/A,0.00,0%,0%,0.0
2.88,38%,2.98,57%,N/A,2.04,41%,60%,0.2
2.65,34%,3.10,41%,N/A,0.48,5%,30%,0.5
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.59,30%,3.13,57%,N/A,0.41,100%,50%,3.3
0.72,75%,4.65,30%,N/A,5.37,37%,0%,0.0
0.43,25%,2.61,57%,N/A,0.00,0%,50%,4.0
3.88,52%,2.40,61%,N/A,3.17,47%,50%,0.0
2.39,40%,3.01,50%,N/A,0.53,37%,72%,0.0
2.45,46%,2.97,44%,N/A,1.68,20%,37%,1.6
0.56,25%,1.69,33%,N/A,4.23,50%,80%,0.0
0.97,30%,2.10,31%,N/A,0.00,0%,66%,0.5
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.06,38%,2.25,60%,N/A,1.98,39%,84%,0.5
0.28,29%,3.13,48%,N/A,0.00,0%,33%,0.0
1.43,9%,17.86,43%,N/A,0.00,0%,0%,0.0
1.05,19%,1.50,63%,N/A,0.98,28%,28%,0.0
3.38,47%,3.59,58%,N/A,1.64,23%,100%,0.6
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.24,44%,2.23,50%,N/A,1.44,26%,58%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.41,42%,1.66,47%,N/A,1.25,100%,66%,1.2
1.73,53%,5.27,34%,N/A,0.00,0%,63%,0.0
0.63,28%,2.53,55%,N/A,0.50,50%,41%,0.5
4.79,48%,3.96,55%,N/A,0.56,33%,80%,0.1
0.23,25%,1.82,69%,N/A,0.00,0%,0%,0.0
1.90,47%,2.77,39%,N/A,2.22,43%,36%,0.6
8.41,54%,6.30,56%,N/A,1.77,38%,66%,0.7
1.15,40%,7.50,23%,N/A,0.00,0%,0%,0.0
3.13,37%,4.40,72%,N/A,0.00,0%,0%,0.0
2.91,62%,1.01,50%,N/A,1.51,33%,33%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
5.80,54%,3.16,70%,N/A,1.07,33%,76%,0.0
3.35,51%,2.04,62%,N/A,0.00,0%,0%,1.8
7.27,52%,7.27,45%,N/A,0.00,0%,0%,0.0
0.62,33%,12.62,10%,N/A,0.00,0%,0%,0.0
2.51,45%,3.24,60%,N/A,0.72,18%,75%,0.7
3.88,43%,3.49,49%,N/A,0.00,0%,50%,0.0
4.59,50%,5.16,56%,N/A,3.99,58%,62%,0.0
2.47,42%,2.80,53%,N/A,0.00,0%,0%,0.0
5.78,42%,4.38,62%,N/A,2.92,75%,73%,1.9
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.63,45%,3.63,54%,N/A,2.37,100%,50%,0.0
3.33,42%,4.40,44%,N/A,1.00,9%,50%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.88,38%,2.98,55%,N/A,3.79,44%,67%,0.2
0.65,26%,3.64,21%,N/A,0.00,0%,0%,0.0
2.93,50%,2.90,57%,N/A,1.45,34%,59%,0.8
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.54,45%,2.87,54%,N/A,1.55,29%,46%,1.3
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.85,57%,1.53,59%,N/A,2.78,46%,58%,0.5
12.12,80%,2.31,69%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.97,42%,3.17,34%,N/A,1.50,33%,80%,0.0
4.82,56%,6.68,50%,N/A,0.00,0%,62%,0.0
0.79,25%,2.75,45%,N/A,0.79,100%,50%,0.0
12.29,57%,6.80,45%,N/A,0.00,0%,75%,0.0
0.33,41%,2.47,41%,N/A,0.00,0%,60%,1.0
4.14,47%,3.50,57%,N/A,0.27,12%,90%,0.0
3.46,46%,2.29,58%,N/A,2.50,35%,52%,1.1
6.53,46%,7.58,58%,N/A,0.00,0%,50%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
6.22,58%,6.56,49%,N/A,0.36,75%,80%,0.0
2.81,48%,3.21,48%,N/A,0.68,20%,43%,0.2
7.63,61%,3.52,62%,N/A,0.35,42%,62%,0.3
8.28,57%,22.76,21%,N/A,0.00,0%,0%,0.0
4.00,56%,5.10,54%,N/A,0.00,0%,100%,0.0
5.46,48%,6.77,45%,N/A,0.00,0%,30%,0.5
3.77,46%,4.78,57%,N/A,0.94,100%,0%,0.0
2.63,31%,5.11,58%,N/A,1.14,15%,62%,0.0
1.31,31%,1.92,69%,N/A,6.39,54%,25%,0.2
0.00,0%,52.50,12%,N/A,0.00,0%,0%,0.0
2.34,43%,2.32,60%,N/A,3.65,36%,31%,1.3
1.82,28%,5.18,50%,N/A,0.00,0%,0%,0.0
2.06,44%,1.74,34%,N/A,2.44,42%,0%,1.6
2.31,43%,2.10,43%,N/A,0.00,0%,55%,0.6
3.53,50%,1.83,59%,N/A,5.72,53%,31%,0.0
3.02,53%,1.86,46%,N/A,1.81,27%,83%,0.7
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.11,44%,3.19,66%,N/A,1.85,36%,63%,0.3
5.47,45%,4.34,58%,N/A,2.05,33%,81%,1.0
4.28,47%,4.14,48%,N/A,2.33,37%,66%,0.8
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.70,49%,3.13,55%,N/A,4.00,33%,42%,0.0
2.91,61%,2.55,46%,N/A,0.00,0%,75%,0.0
1.06,47%,2.60,45%,N/A,0.48,33%,28%,6.2
4.55,35%,3.59,65%,N/A,0.93,50%,76%,0.7
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.77,53%,4.02,44%,N/A,1.92,40%,61%,0.0
4.31,45%,5.35,47%,N/A,1.04,20%,50%,0.5
0.20,50%,3.05,50%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.41,50%,2.91,53%,N/A,1.09,50%,68%,0.3
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.10,45%,7.43,52%,N/A,1.50,11%,100%,0.0
3.72,47%,3.02,57%,N/A,2.09,45%,62%,0.3
2.60,36%,8.80,40%,N/A,0.00,0%,90%,0.0
4.37,43%,4.93,56%,N/A,0.39,18%,85%,0.0
5.64,48%,3.60,52%,N/A,0.55,60%,60%,0.2
4.12,41%,5.84,55%,N/A,0.00,0%,69%,0.0
4.93,32%,5.60,66%,N/A,0.00,0%,66%,0.0
3.29,59%,1.26,56%,N/A,0.00,0%,50%,0.0
3.25,45%,4.91,50%,N/A,0.70,28%,86%,0.0
2.02,34%,5.41,53%,N/A,0.00,0%,80%,0.4
4.25,52%,2.92,54%,N/A,1.83,44%,80%,0.4
0.80,28%,0.13,66%,N/A,0.00,0%,25%,0.0
1.03,31%,3.01,55%,N/A,0.00,0%,57%,0.0
0.29,16%,0.57,33%,N/A,0.00,0%,0%,0.0
4.15,66%,1.51,46%,N/A,14.15,33%,0%,0.0
3.96,26%,4.82,50%,N/A,0.00,0%,80%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
5.75,72%,1.92,58%,N/A,4.11,100%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.33,38%,2.71,65%,N/A,1.05,43%,63%,0.3
3.93,36%,3.67,56%,N/A,0.48,14%,61%,0.5
3.71,60%,3.36,57%,N/A,0.00,0%,100%,0.0
9.35,46%,14.83,35%,N/A,0.00,0%,0%,0.0
1.60,62%,7.06,35%,N/A,0.00,0%,50%,0.0
3.60,51%,1.83,52%,N/A,2.85,40%,75%,0.0
1.11,57%,1.64,54%,N/A,2.65,63%,14%,0.0
3.81,48%,4.15,53%,N/A,0.31,7%,71%,0.6
4.31,49%,5.39,45%,N/A,0.00,0%,0%,0.0
2.33,56%,3.25,59%,N/A,1.73,75%,100%,0.0
6.15,29%,10.00,43%,N/A,0.00,0%,0%,0.0
4.36,41%,4.45,58%,N/A,0.64,28%,61%,0.3
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.18,52%,2.12,35%,N/A,0.00,0%,50%,3.5
2.87,25%,3.40,59%,N/A,0.00,0%,40%,1.0
3.55,44%,3.20,51%,N/A,1.53,38%,28%,1.8
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
