SLpM:,Str. Acc.:,SApM:,Str. Def:,,TD Avg.:,TD Acc.:,TD Def.:,Sub. Avg.:
2.92,36%,3.66,54%,N/A,2.45,31%,33%,0.3
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.37,50%,1.77,54%,N/A,1.22,50%,32%,0.7
3.84,37%,5.19,48%,N/A,1.08,28%,75%,0.8
1.89,38%,3.40,55%,N/A,0.00,0%,33%,1.1
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.36,42%,3.44,56%,N/A,1.02,35%,60%,0.0
3.47,57%,3.50,57%,N/A,5.20,44%,61%,1.4
1.51,31%,5.07,52%,N/A,0.83,37%,38%,0.6
2.04,37%,3.35,48%,N/A,1.80,100%,100%,0.0
3.69,35%,4.23,59%,N/A,0.63,11%,33%,0.3
1.32,34%,2.63,52%,N/A,0.71,50%,37%,0.0
4.36,43%,5.20,61%,N/A,0.33,12%,88%,0.0
1.27,41%,1.40,43%,N/A,0.00,0%,31%,0.0
5.40,51%,3.94,43%,N/A,0.00,0%,100%,0.0
1.09,33%,8.73,41%,N/A,0.00,0%,33%,0.0
2.70,25%,5.37,49%,N/A,0.98,14%,66%,0.7
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.48,47%,3.21,60%,N/A,1.95,35%,55%,0.6
4.49,47%,3.33,56%,N/A,0.30,50%,81%,0.1
5.61,59%,5.44,45%,N/A,1.67,28%,0%,1.7
3.20,59%,1.33,83%,N/A,4.00,44%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.21,23%,4.22,51%,N/A,0.00,0%,0%,0.0
5.04,38%,2.94,61%,N/A,0.00,0%,0%,0.0
3.31,62%,2.06,44%,N/A,2.43,24%,66%,0.7
4.53,34%,5.07,40%,N/A,0.00,0%,16%,0.5
1.27,43%,3.20,36%,N/A,2.00,50%,66%,1.0
4.11,46%,3.80,46%,N/A,1.08,17%,64%,0.2
6.83,45%,4.53,64%,N/A,0.00,0%,100%,0.0
2.65,47%,2.58,54%,N/A,3.55,54%,62%,1.2
7.72,66%,2.77,66%,N/A,3.46,100%,100%,1.7
2.00,26%,4.13,56%,N/A,0.00,0%,66%,0.0
3.35,39%,5.82,35%,N/A,4.41,62%,100%,0.9
3.05,54%,2.80,57%,N/A,2.60,24%,66%,0.4
3.64,49%,5.66,36%,N/A,4.33,55%,0%,0.9
3.03,46%,3.52,52%,N/A,0.44,18%,65%,0.7
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.08,42%,5.35,59%,N/A,0.92,50%,50%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
7.27,61%,6.80,28%,N/A,0.00,0%,100%,0.0
5.37,45%,5.20,56%,N/A,7.32,75%,0%,2.4
3.20,36%,1.92,65%,N/A,0.00,0%,40%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.06,10%,2.45,32%,N/A,0.00,0%,0%,0.0
4.33,41%,4.66,55%,N/A,1.06,31%,59%,0.1
2.72,28%,5.51,64%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.98,60%,3.78,48%,N/A,1.49,100%,58%,0.0
2.69,41%,3.15,45%,N/A,0.20,10%,57%,0.0
5.09,44%,3.69,56%,N/A,1.53,30%,80%,0.4
8.34,54%,5.62,47%,N/A,0.00,0%,83%,0.5
3.45,43%,5.79,38%,N/A,0.00,0%,0%,0.0
0.73,37%,0.13,81%,N/A,2.00,40%,60%,0.0
2.53,57%,3.27,30%,N/A,0.00,0%,63%,0.0
1.81,43%,2.22,47%,N/A,3.09,36%,50%,1.0
3.13,39%,4.07,42%,N/A,0.00,0%,100%,0.0
3.31,48%,3.71,42%,N/A,1.96,47%,59%,1.0
5.20,51%,4.16,45%,N/A,0.74,33%,50%,2.2
0.98,20%,11.80,29%,N/A,0.00,0%,0%,0.0
3.49,45%,3.99,53%,N/A,3.83,46%,63%,0.3
3.13,42%,3.37,50%,N/A,1.26,40%,33%,1.1
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.43,42%,2.79,50%,N/A,2.02,33%,33%,2.3
3.34,37%,5.20,50%,N/A,0.84,50%,14%,0.0
4.29,46%,5.31,46%,N/A,1.67,75%,65%,0.3
3.20,40%,3.58,61%,N/A,0.71,28%,82%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.39,40%,4.25,51%,N/A,0.67,17%,56%,0.1
1.75,40%,1.68,53%,N/A,2.11,45%,52%,0.8
1.97,43%,4.56,37%,N/A,3.06,30%,0%,0.0
1.71,33%,4.41,56%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.60,25%,1.80,62%,N/A,0.00,0%,50%,0.0
4.31,48%,3.92,45%,N/A,0.00,0%,80%,0.0
0.34,14%,0.69,60%,N/A,0.00,0%,0%,0.0
3.70,73%,3.17,20%,N/A,0.00,0%,0%,0.0
1.08,32%,2.36,33%,N/A,0.00,0%,50%,1.8
1.62,47%,2.01,58%,N/A,2.12,36%,100%,5.3
5.09,41%,3.47,62%,N/A,1.56,30%,77%,0.8
2.82,66%,2.02,50%,N/A,1.14,41%,41%,0.2
1.56,34%,1.63,56%,N/A,3.05,75%,37%,1.0
2.32,45%,4.01,56%,N/A,1.07,100%,33%,0.4
8.92,68%,6.49,38%,N/A,12.16,100%,0%,0.0
1.66,48%,1.15,57%,N/A,2.41,48%,58%,1.2
4.52,41%,6.38,62%,N/A,0.44,18%,57%,0.2
5.59,55%,3.30,57%,N/A,0.00,0%,60%,0.4
1.84,44%,8.97,43%,N/A,0.00,0%,50%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.18,45%,1.90,51%,N/A,4.45,48%,57%,1.6
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.53,46%,2.73,51%,N/A,0.00,0%,50%,1.0
2.53,25%,3.60,48%,N/A,1.00,20%,0%,0.0
4.36,36%,3.05,68%,N/A,0.46,28%,96%,0.3
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.93,45%,1.79,63%,N/A,2.40,45%,63%,0.8
0.69,75%,4.83,19%,N/A,0.00,0%,0%,0.0
1.41,34%,2.02,47%,N/A,2.46,46%,37%,1.3
2.44,47%,2.70,51%,N/A,1.52,52%,57%,0.3
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.25,50%,2.98,59%,N/A,1.02,17%,59%,0.7
3.82,45%,3.22,57%,N/A,0.37,35%,76%,0.2
3.26,47%,2.76,56%,N/A,2.04,37%,40%,0.0
1.08,45%,2.67,52%,N/A,3.39,50%,100%,0.7
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.65,35%,3.61,59%,N/A,0.86,33%,83%,0.0
1.67,35%,3.00,38%,N/A,3.00,50%,40%,1.0
1.48,30%,5.16,49%,N/A,0.33,50%,57%,1.0
2.75,48%,3.11,49%,N/A,0.41,100%,66%,0.8
2.24,40%,3.51,46%,N/A,0.55,50%,25%,4.1
2.57,36%,2.57,50%,N/A,3.08,37%,55%,1.1
1.45,26%,2.18,55%,N/A,0.00,0%,45%,0.9
1.25,22%,4.03,52%,N/A,0.94,18%,42%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.28,5%,8.17,25%,N/A,0.00,0%,0%,0.0
1.82,45%,2.08,62%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.57,45%,3.77,52%,N/A,1.05,30%,41%,1.3
1.65,32%,3.91,44%,N/A,0.00,0%,0%,0.0
0.48,42%,3.84,51%,N/A,2.40,50%,0%,0.0
5.71,42%,3.84,59%,N/A,1.28,32%,60%,1.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.87,44%,5.80,55%,N/A,5.00,41%,0%,0.0
1.13,27%,2.19,60%,N/A,3.17,47%,100%,1.2
2.08,41%,3.31,55%,N/A,2.50,39%,76%,0.5
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.40,47%,2.53,44%,N/A,3.00,75%,70%,0.0
3.12,55%,2.17,48%,N/A,0.00,0%,73%,0.0
2.54,40%,2.64,52%,N/A,3.29,43%,66%,0.0
1.80,35%,2.83,50%,N/A,2.50,62%,83%,0.0
4.06,71%,1.78,60%,N/A,1.17,83%,53%,0.2
1.52,42%,2.86,49%,N/A,0.86,15%,22%,0.6
4.53,48%,4.53,63%,N/A,2.00,100%,66%,0.0
0.00,0%,0.54,81%,N/A,0.00,0%,0%,8.1
4.11,47%,4.96,56%,N/A,1.76,40%,78%,0.6
8.79,27%,10.29,39%,N/A,0.00,0%,0%,0.0
5.31,50%,6.03,47%,N/A,1.45,46%,58%,0.0
0.97,58%,1.25,58%,N/A,2.54,41%,60%,4.0
1.35,40%,11.50,32%,N/A,0.00,0%,33%,0.0
2.47,42%,2.47,69%,N/A,0.65,100%,0%,0.0
2.37,45%,2.66,64%,N/A,0.93,47%,41%,0.7
3.23,58%,3.75,45%,N/A,1.83,16%,75%,0.0
1.09,50%,7.64,50%,N/A,0.00,0%,0%,0.0
5.73,52%,5.00,69%,N/A,0.00,0%,100%,0.0
2.08,55%,4.21,40%,N/A,5.08,36%,0%,1.4
4.59,48%,5.54,51%,N/A,2.28,66%,100%,0.0
0.00,0%,3.13,25%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.64,53%,2.25,59%,N/A,1.02,31%,86%,0.0
3.60,45%,3.11,53%,N/A,0.82,30%,42%,0.6
4.87,55%,1.47,77%,N/A,0.00,0%,75%,4.0
1.48,27%,2.05,55%,N/A,3.42,33%,66%,0.0
0.00,0%,3.41,37%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.15,27%,2.01,46%,N/A,0.00,0%,0%,0.0
5.33,59%,3.72,55%,N/A,2.11,34%,90%,0.2
1.44,39%,1.42,55%,N/A,0.67,100%,35%,0.7
2.59,34%,4.42,40%,N/A,2.50,22%,0%,0.0
3.40,40%,1.80,62%,N/A,2.61,43%,60%,0.9
2.11,46%,3.16,48%,N/A,0.00,0%,25%,0.0
2.84,26%,6.56,61%,N/A,0.00,0%,0%,0.0
0.00,0%,11.67,30%,N/A,0.00,0%,0%,0.0
1.51,33%,2.65,54%,N/A,1.62,40%,52%,0.8
0.93,70%,4.67,28%,N/A,0.00,0%,40%,2.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.29,48%,3.91,58%,N/A,0.66,100%,68%,1.3
7.47,40%,5.87,33%,N/A,0.00,0%,37%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.16,54%,3.53,49%,N/A,0.00,0%,25%,0.0
1.53,33%,6.19,39%,N/A,2.18,66%,0%,3.3
1.52,18%,2.28,57%,N/A,0.00,0%,0%,0.0
3.32,39%,3.44,61%,N/A,1.46,39%,83%,0.0
4.07,41%,4.00,47%,N/A,1.07,12%,62%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.12,52%,1.57,41%,N/A,2.25,42%,40%,1.5
3.31,40%,4.09,51%,N/A,0.79,15%,28%,1.3
2.01,39%,3.70,62%,N/A,0.00,0%,26%,1.4
1.81,47%,0.40,60%,N/A,0.00,0%,50%,0.0
2.36,45%,4.69,40%,N/A,1.48,17%,42%,1.5
6.54,53%,5.42,36%,N/A,2.80,100%,80%,0.0
3.98,41%,5.69,41%,N/A,0.42,11%,30%,0.6
2.25,32%,2.82,65%,N/A,2.64,23%,16%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.99,38%,4.14,51%,N/A,3.20,83%,55%,1.9
4.62,78%,1.86,50%,N/A,4.47,50%,60%,1.1
3.56,38%,3.77,53%,N/A,0.00,0%,33%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.21,50%,2.72,46%,N/A,2.83,50%,57%,0.4
2.87,50%,3.50,58%,N/A,0.67,20%,40%,0.0
3.27,31%,3.00,65%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.20,36%,2.60,53%,N/A,0.00,0%,25%,0.8
6.62,50%,5.37,55%,N/A,2.37,55%,72%,0.3
0.93,19%,4.93,50%,N/A,0.00,0%,0%,0.0
1.76,46%,3.35,37%,N/A,0.52,25%,53%,0.5
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.97,37%,3.08,61%,N/A,0.34,14%,60%,0.0
4.43,46%,2.22,59%,N/A,4.89,50%,83%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
6.33,44%,7.53,51%,N/A,2.00,16%,50%,0.0
7.52,71%,0.29,83%,N/A,4.42,40%,100%,2.2
1.14,35%,1.55,66%,N/A,1.22,100%,25%,2.5
3.18,49%,2.66,52%,N/A,1.97,29%,55%,0.8
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.73,50%,0.43,75%,N/A,0.00,0%,50%,6.5
2.34,26%,3.16,68%,N/A,1.76,21%,60%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.05,39%,3.33,54%,N/A,0.29,28%,70%,0.1
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.26,42%,2.77,63%,N/A,1.93,50%,66%,0.3
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.41,29%,1.58,62%,N/A,2.96,54%,72%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.13,45%,3.75,47%,N/A,1.08,41%,60%,0.3
4.79,50%,3.31,55%,N/A,0.20,33%,64%,0.0
2.46,35%,3.44,51%,N/A,0.73,35%,35%,0.4
2.28,44%,4.32,40%,N/A,2.51,34%,42%,1.6
3.60,38%,4.60,71%,N/A,0.00,0%,83%,0.0
6.74,53%,4.27,66%,N/A,0.21,16%,70%,0.2
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.56,40%,1.83,62%,N/A,1.17,22%,0%,3.5
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.40,32%,4.73,40%,N/A,1.00,16%,100%,0.0
5.58,40%,0.00,0%,N/A,20.93,100%,100%,0.0
1.50,35%,4.43,37%,N/A,1.00,50%,28%,0.5
3.93,60%,2.97,54%,N/A,1.20,40%,16%,2.4
2.57,46%,2.00,65%,N/A,0.00,0%,65%,0.4
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.53,31%,1.85,61%,N/A,0.00,0%,50%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.26,31%,4.84,48%,N/A,0.00,0%,22%,0.0
4.89,53%,3.77,66%,N/A,0.74,37%,65%,0.5
0.51,34%,0.73,58%,N/A,1.10,50%,44%,0.6
1.00,35%,2.07,50%,N/A,2.00,66%,0%,1.0
1.47,34%,2.67,54%,N/A,0.00,0%,25%,1.0
4.12,32%,6.79,61%,N/A,0.00,0%,0%,0.0
4.73,54%,2.16,61%,N/A,0.68,33%,78%,2.0
3.41,47%,4.17,50%,N/A,1.79,26%,79%,0.1
1.30,54%,4.98,47%,N/A,3.25,100%,0%,0.0
3.33,52%,1.85,62%,N/A,1.48,23%,0%,5.4
6.75,39%,2.01,83%,N/A,0.00,0%,0%,0.0
0.99,30%,3.85,46%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.16,69%,6.32,33%,N/A,0.00,0%,50%,0.0
1.33,44%,2.98,46%,N/A,3.96,43%,35%,1.1
5.53,35%,24.47,33%,N/A,0.00,0%,100%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.83,29%,3.76,40%,N/A,3.13,57%,100%,0.8
2.27,24%,5.91,63%,N/A,0.00,0%,20%,0.0
3.04,48%,3.95,50%,N/A,1.22,50%,62%,0.8
3.28,44%,3.63,52%,N/A,0.06,14%,82%,0.1
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.50,46%,2.02,30%,N/A,0.00,0%,53%,0.0
3.29,47%,0.82,78%,N/A,5.84,56%,100%,0.0
3.40,61%,3.07,46%,N/A,0.00,0%,40%,0.9
2.28,64%,1.78,47%,N/A,11.21,53%,0%,0.0
1.85,48%,3.30,58%,N/A,0.29,25%,44%,1.5
3.01,50%,3.19,51%,N/A,1.83,22%,37%,0.8
0.73,47%,1.47,33%,N/A,0.00,0%,71%,1.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
6.15,44%,5.65,62%,N/A,0.28,20%,84%,0.0
2.01,43%,2.04,58%,N/A,2.21,58%,34%,1.9
1.93,30%,4.13,44%,N/A,2.00,50%,100%,1.0
7.97,63%,1.94,67%,N/A,1.71,33%,75%,1.7
2.47,31%,3.93,58%,N/A,0.00,0%,62%,0.0
5.15,42%,3.93,55%,N/A,1.57,46%,30%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.91,65%,3.02,45%,N/A,2.62,42%,78%,0.0
4.20,39%,5.15,61%,N/A,0.00,0%,66%,0.2
3.69,42%,3.80,61%,N/A,3.00,34%,91%,0.0
1.70,37%,0.91,60%,N/A,0.00,0%,50%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.21,39%,4.75,51%,N/A,0.36,16%,83%,0.0
3.13,35%,5.00,48%,N/A,0.54,13%,40%,0.2
1.29,33%,5.50,32%,N/A,2.66,36%,0%,1.3
2.90,37%,3.39,45%,N/A,1.85,33%,68%,0.8
4.08,45%,6.37,43%,N/A,2.02,30%,33%,1.0
3.67,52%,2.62,50%,N/A,3.00,45%,59%,0.0
2.46,43%,3.85,53%,N/A,0.00,0%,77%,0.0
2.30,47%,3.00,37%,N/A,3.29,42%,100%,0.6
5.68,46%,6.32,47%,N/A,0.00,0%,0%,0.0
5.45,50%,3.37,56%,N/A,0.00,0%,65%,0.0
3.61,54%,3.46,47%,N/A,1.13,100%,0%,0.0
3.97,45%,3.79,53%,N/A,0.72,60%,65%,0.5
2.98,52%,2.11,45%,N/A,3.61,38%,57%,1.3
5.35,52%,5.76,55%,N/A,2.77,53%,64%,0.4
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.68,35%,4.62,58%,N/A,0.74,42%,57%,0.1
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.63,49%,4.45,54%,N/A,0.95,44%,34%,0.7
2.73,40%,4.53,56%,N/A,1.00,33%,50%,0.0
3.65,46%,3.37,50%,N/A,0.00,0%,11%,1.3
4.32,41%,4.39,55%,N/A,2.92,36%,92%,0.5
3.73,41%,3.42,62%,N/A,0.71,60%,63%,0.3
5.83,31%,9.25,44%,N/A,0.00,0%,0%,0.0
0.89,37%,3.25,47%,N/A,0.00,0%,0%,0.0
1.56,20%,2.08,75%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.36,44%,6.06,38%,N/A,1.61,26%,20%,0.4
4.55,57%,3.70,54%,N/A,3.43,39%,63%,0.0
2.43,42%,1.97,56%,N/A,3.50,29%,60%,1.0
5.74,34%,1.91,67%,N/A,0.00,0%,0%,0.0
4.25,61%,1.88,46%,N/A,0.00,0%,56%,0.0
4.94,43%,4.92,46%,N/A,0.00,0%,50%,0.0
3.13,37%,6.07,42%,N/A,0.00,0%,0%,0.0
2.46,64%,0.72,40%,N/A,6.85,59%,75%,2.6
1.07,39%,3.33,43%,N/A,0.50,33%,37%,0.0
1.74,47%,0.87,65%,N/A,4.98,53%,100%,1.2
3.23,48%,3.85,54%,N/A,0.54,38%,64%,0.1
4.84,43%,4.93,61%,N/A,0.17,14%,75%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.98,45%,3.17,58%,N/A,2.55,44%,70%,0.4
1.12,44%,1.96,43%,N/A,1.79,30%,25%,2.1
0.87,59%,0.87,64%,N/A,3.00,100%,0%,2.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.38,50%,1.33,65%,N/A,0.22,9%,0%,2.2
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.54,25%,17.44,44%,N/A,0.00,0%,100%,0.0
4.23,39%,5.53,40%,N/A,3.00,24%,50%,0.0
3.36,48%,3.26,62%,N/A,0.78,55%,34%,0.2
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.79,47%,4.14,46%,N/A,1.72,33%,85%,0.9
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.36,42%,3.56,60%,N/A,0.24,6%,35%,1.7
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.87,54%,1.27,55%,N/A,1.00,50%,0%,1.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.85,34%,1.33,72%,N/A,2.99,38%,72%,0.6
3.09,50%,6.19,64%,N/A,0.00,0%,0%,0.0
2.94,43%,5.29,47%,N/A,0.00,0%,66%,2.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.04,30%,2.10,59%,N/A,2.27,46%,66%,0.2
2.72,39%,2.79,65%,N/A,1.60,48%,47%,1.4
6.05,50%,4.64,55%,N/A,0.00,0%,100%,0.0
3.22,52%,2.94,42%,N/A,2.12,25%,82%,1.9
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.43,51%,2.62,67%,N/A,2.14,75%,0%,0.0
3.39,48%,3.44,57%,N/A,1.20,37%,46%,0.6
3.33,60%,3.00,60%,N/A,4.00,23%,100%,0.0
3.78,48%,2.65,57%,N/A,1.90,34%,80%,0.9
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.21,25%,1.87,60%,N/A,0.00,0%,0%,3.1
0.00,0%,2.61,38%,N/A,0.00,0%,33%,3.0
1.67,36%,2.60,41%,N/A,0.00,0%,40%,5.0
2.02,49%,1.20,61%,N/A,3.74,38%,31%,1.2
0.20,18%,4.53,30%,N/A,0.00,0%,0%,0.0
1.92,41%,5.75,27%,N/A,0.00,0%,0%,0.0
1.28,49%,1.90,59%,N/A,0.62,50%,26%,0.0
2.36,61%,1.00,58%,N/A,6.68,56%,0%,2.4
7.60,51%,5.87,53%,N/A,2.00,66%,100%,0.0
3.39,40%,2.91,61%,N/A,1.02,50%,75%,0.4
6.32,50%,10.11,38%,N/A,0.00,0%,0%,0.0
0.80,38%,3.10,43%,N/A,0.00,0%,50%,0.0
3.56,42%,5.74,52%,N/A,1.40,71%,50%,0.8
3.98,53%,3.83,47%,N/A,1.74,47%,58%,1.4
2.50,51%,0.46,59%,N/A,3.06,44%,0%,0.0
7.03,60%,7.27,36%,N/A,1.82,33%,0%,1.8
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.41,45%,2.20,56%,N/A,1.76,38%,100%,0.0
2.58,51%,4.85,46%,N/A,0.00,0%,57%,0.0
3.38,50%,5.25,49%,N/A,0.51,16%,100%,0.0
4.98,54%,7.02,37%,N/A,0.00,0%,62%,0.0
3.13,32%,3.40,58%,N/A,5.00,55%,0%,0.0
5.38,36%,4.21,47%,N/A,0.52,50%,62%,0.0
6.16,52%,4.52,47%,N/A,0.86,46%,56%,0.1
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.92,52%,1.40,55%,N/A,2.15,41%,33%,0.9
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.67,23%,4.17,37%,N/A,0.00,0%,50%,0.0
0.00,0%,1.85,50%,N/A,0.00,0%,0%,0.0
3.50,36%,5.61,57%,N/A,0.44,16%,80%,0.3
1.20,69%,3.27,25%,N/A,1.00,11%,0%,0.0
3.14,47%,2.37,60%,N/A,0.91,40%,64%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.06,43%,3.52,52%,N/A,1.01,27%,58%,0.1
2.14,46%,2.52,56%,N/A,1.97,43%,76%,0.3
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.10,41%,3.96,53%,N/A,0.56,55%,71%,0.3
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.89,60%,5.28,40%,N/A,0.25,14%,22%,0.2
1.65,38%,4.77,53%,N/A,0.37,7%,22%,0.7
1.61,45%,2.89,42%,N/A,0.35,20%,66%,0.7
5.23,55%,1.83,71%,N/A,0.00,0%,57%,0.0
0.88,19%,2.20,66%,N/A,4.71,26%,0%,0.0
2.90,40%,4.38,56%,N/A,2.26,41%,80%,0.3
2.37,28%,4.80,48%,N/A,2.50,15%,50%,0.0
3.84,43%,3.55,48%,N/A,0.87,20%,100%,0.9
3.06,54%,3.20,52%,N/A,1.19,57%,33%,0.0
2.10,39%,2.91,54%,N/A,1.85,38%,70%,1.2
3.13,44%,3.13,58%,N/A,0.00,0%,57%,0.0
3.59,38%,5.08,59%,N/A,0.93,100%,0%,0.0
3.88,46%,4.38,60%,N/A,0.66,23%,66%,0.0
2.91,54%,6.26,26%,N/A,2.57,40%,33%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
5.24,40%,6.33,57%,N/A,0.16,50%,76%,0.2
3.63,46%,3.73,60%,N/A,0.51,53%,91%,0.1
2.61,65%,3.57,40%,N/A,1.24,18%,60%,0.0
0.27,10%,2.67,39%,N/A,0.00,0%,0%,3.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.82,68%,2.92,35%,N/A,0.00,0%,0%,5.5
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.46,32%,3.50,54%,N/A,0.47,33%,69%,0.0
0.73,44%,1.20,47%,N/A,0.00,0%,23%,2.5
4.24,43%,3.71,64%,N/A,2.17,43%,70%,0.0
4.00,50%,4.43,64%,N/A,2.14,25%,50%,2.1
2.40,42%,0.00,100%,N/A,0.00,0%,0%,12.0
1.03,33%,4.91,38%,N/A,0.00,0%,25%,0.0
1.05,49%,1.99,52%,N/A,2.78,36%,85%,0.6
3.49,39%,6.50,43%,N/A,0.00,0%,66%,0.5
4.72,45%,4.48,51%,N/A,2.04,29%,50%,0.0
2.40,33%,0.00,100%,N/A,0.00,0%,100%,0.0
1.93,38%,2.63,50%,N/A,2.00,68%,81%,0.9
2.87,64%,3.57,37%,N/A,0.91,57%,45%,0.7
0.32,13%,3.34,25%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.72,45%,2.79,49%,N/A,1.44,62%,60%,0.8
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.83,47%,5.56,38%,N/A,2.27,50%,77%,0.4
