Event,Date,Location,W/L,Fighter 1,Fighter 2,Kd 1,Kd 2,Str 1,Str 2,Td 1,Td 2,Sub 1,Sub 2,Weight class,Method,Round,Time
UFC on FOX: Johnson vs Dodson,"January 26, 2013","Chicago, Illinois, USA",,Ryan Bader,Vladimir Matyushenko,1,0,3,0,0,0,1,0,Light Heavyweight,SUB,1,0:50
UFC on FOX: Johnson vs Dodson,"January 26, 2013","Chicago, Illinois, USA",,Shawn Jordan,Mike Russow,0,0,42,25,2,1,0,0,Heavyweight,KO/TKO,2,3:48
UFC on FOX: Johnson vs Dodson,"January 26, 2013","Chicago, Illinois, USA",,Rafael Natal,Sean Spencer,0,0,64,12,4,0,4,0,Middleweight,SUB,3,2:13
UFC on FOX: Johnson vs Dodson,"January 26, 2013","Chicago, Illinois, USA",,David Mitchell,Simeon Thoresen,0,0,60,49,1,1,2,0,Welterweight,U-DEC,3,5:00
UFC 161: Evans vs Henderson,"June 15, 2013","Winnipeg, Manitoba, Canada",,Rashad Evans,Dan Henderson,0,0,39,40,0,0,0,0,Light Heavyweight,S-DEC,3,5:00
UFC 161: Evans vs Henderson,"June 15, 2013","Winnipeg, Manitoba, Canada",,Stipe Miocic,Roy Nelson,0,0,106,23,1,0,0,0,Heavyweight,U-DEC,3,5:00
UFC 161: Evans vs Henderson,"June 15, 2013","Winnipeg, Manitoba, Canada",,Ryan Jimmo,Igor Pokrajac,1,0,65,12,1,0,0,1,Light Heavyweight,U-DEC,3,5:00
UFC 161: Evans vs Henderson,"June 15, 2013","Winnipeg, Manitoba, Canada",,Alexis Davis,Rosi Sexton,0,0,44,34,0,1,3,0,Women's Bantamweight,U-DEC,3,5:00
UFC 161: Evans vs Henderson,"June 15, 2013","Winnipeg, Manitoba, Canada",,Shawn Jordan,Pat Barry,1,0,10,2,0,0,0,0,Heavyweight,KO/TKO,1,0:59
UFC 161: Evans vs Henderson,"June 15, 2013","Winnipeg, Manitoba, Canada",,Jake Shields,Tyron Woodley,0,0,82,60,0,0,0,0,Welterweight,S-DEC,3,5:00
UFC 161: Evans vs Henderson,"June 15, 2013","Winnipeg, Manitoba, Canada",,James Krause,Sam Stout,0,0,96,73,1,2,1,0,Lightweight,SUB,3,4:47
UFC 161: Evans vs Henderson,"June 15, 2013","Winnipeg, Manitoba, Canada",,Sean Pierson,Kenny Robertson,0,0,36,65,0,1,0,0,Welterweight,M-DEC,3,5:00
UFC 161: Evans vs Henderson,"June 15, 2013","Winnipeg, Manitoba, Canada",,Roland Delorme,Edwin Figueroa,0,0,22,42,6,0,2,2,Bantamweight,U-DEC,3,5:00
UFC 161: Evans vs Henderson,"June 15, 2013","Winnipeg, Manitoba, Canada",,Mitch Clarke,John Maguire,0,0,41,15,0,3,0,0,Lightweight,U-DEC,3,5:00
UFC 161: Evans vs Henderson,"June 15, 2013","Winnipeg, Manitoba, Canada",,Yves Jabouin,Dustin Pague,0,0,20,15,1,1,0,7,Bantamweight,S-DEC,3,5:00
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,"April 13, 2013","Las Vegas, Nevada, USA",,Urijah Faber,Scott Jorgensen,0,0,93,73,4,1,3,0,Bantamweight,SUB,4,3:16
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,"April 13, 2013","Las Vegas, Nevada, USA",,Kelvin Gastelum,Uriah Hall,0,0,31,44,3,2,0,0,Middleweight,S-DEC,3,5:00
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,"April 13, 2013","Las Vegas, Nevada, USA",,Cat Zingano,Miesha Tate,0,0,35,23,1,3,1,3,Women's Bantamweight,KO/TKO,3,2:55
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,"April 13, 2013","Las Vegas, Nevada, USA",,Travis Browne,Gabriel Gonzaga,1,0,9,1,0,0,0,0,Heavyweight,KO/TKO,1,1:11
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,"April 13, 2013","Las Vegas, Nevada, USA",,Robert McDaniel,Gilbert Smith,0,0,35,14,0,3,3,1,Middleweight,SUB,3,2:49
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,"April 13, 2013","Las Vegas, Nevada, USA",,Josh Samman,Kevin Casey,1,0,36,14,0,0,0,2,Middleweight,KO/TKO,2,2:17
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,"April 13, 2013","Las Vegas, Nevada, USA",,Luke Barnatt,Collin Hart,0,0,113,95,1,2,1,0,Middleweight,U-DEC,3,5:00
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,"April 13, 2013","Las Vegas, Nevada, USA",,Dylan Andrews,Jimmy Quinlan,1,0,20,7,0,1,0,0,Middleweight,KO/TKO,1,3:22
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,"April 13, 2013","Las Vegas, Nevada, USA",,Clint Hester,Bristol Marunde,2,0,66,21,0,3,0,0,Middleweight,KO/TKO,3,3:53
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,"April 13, 2013","Las Vegas, Nevada, USA",,Cole Miller,Bart Palaszewski,0,0,5,18,1,0,1,0,Featherweight,SUB,1,4:23
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,"April 13, 2013","Las Vegas, Nevada, USA",,Maximo Blanco,Sam Sicilia,0,0,52,26,2,1,1,1,Featherweight,U-DEC,3,5:00
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,"April 13, 2013","Las Vegas, Nevada, USA",,Daniel Pineda,Justin Lawrence,0,0,1,0,2,0,1,0,Featherweight,SUB,1,1:35
UFC on FOX: Johnson vs Moraga,"July 27, 2013","Seattle, Washington, USA",,Demetrious Johnson,John Moraga,0,0,67,32,12,1,3,0,Flyweight,SUB,5,3:43
UFC on FOX: Johnson vs Moraga,"July 27, 2013","Seattle, Washington, USA",,Rory MacDonald,Jake Ellenberger,0,0,46,19,0,1,0,0,Welterweight,U-DEC,3,5:00
UFC on FOX: Johnson vs Moraga,"July 27, 2013","Seattle, Washington, USA",,Robbie Lawler,Bobby Voelker,1,0,28,10,1,0,0,0,Welterweight,KO/TKO,2,0:24
UFC on FOX: Johnson vs Moraga,"July 27, 2013","Seattle, Washington, USA",,Liz Carmouche,Jessica Andrade,0,0,50,10,3,1,1,1,Women's Bantamweight,KO/TKO,2,3:57
UFC on FOX: Johnson vs Moraga,"July 27, 2013","Seattle, Washington, USA",,Jorge Masvidal,Michael Chiesa,0,1,24,24,0,2,2,0,Lightweight,SUB,2,4:59
UFC on FOX: Johnson vs Moraga,"July 27, 2013","Seattle, Washington, USA",,Danny Castillo,Tim Means,0,0,25,38,6,0,0,0,Lightweight,U-DEC,3,5:00
UFC on FOX: Johnson vs Moraga,"July 27, 2013","Seattle, Washington, USA",,Melvin Guillard,Mac Danzig,1,0,39,23,0,0,0,0,Lightweight,KO/TKO,2,2:47
UFC on FOX: Johnson vs Moraga,"July 27, 2013","Seattle, Washington, USA",,Daron Cruickshank,Yves Edwards,0,0,44,48,0,0,0,0,Lightweight,S-DEC,3,5:00
UFC on FOX: Johnson vs Moraga,"July 27, 2013","Seattle, Washington, USA",,Ed Herman,Trevor Smith,0,0,73,87,2,1,1,1,Middleweight,S-DEC,3,5:00
UFC on FOX: Johnson vs Moraga,"July 27, 2013","Seattle, Washington, USA",,Germaine de Randamie,Julie Kedzie,0,0,50,28,0,2,0,0,Women's Bantamweight,S-DEC,3,5:00
UFC on FOX: Johnson vs Moraga,"July 27, 2013","Seattle, Washington, USA",,Justin Salas,Aaron Riley,0,0,54,26,3,0,0,0,Lightweight,S-DEC,3,5:00
UFC on FOX: Johnson vs Moraga,"July 27, 2013","Seattle, Washington, USA",,Yaotzin Meza,John Albert,0,0,4,4,1,0,4,3,Bantamweight,SUB,2,2:49
UFC 163: Aldo vs Jung,"August 03, 2013","Rio de Janeiro, Brazil",,Jose Aldo,Chan Sung Jung,0,0,32,17,5,0,0,0,Featherweight,KO/TKO,4,2:00
UFC 163: Aldo vs Jung,"August 03, 2013","Rio de Janeiro, Brazil",,Phil Davis,Lyoto Machida,0,0,21,27,2,0,0,0,Light Heavyweight,U-DEC,3,5:00
UFC 163: Aldo vs Jung,"August 03, 2013","Rio de Janeiro, Brazil",,Cezar Ferreira,Thiago Santos,0,0,3,0,0,0,1,0,Middleweight,SUB,1,0:47
UFC 163: Aldo vs Jung,"August 03, 2013","Rio de Janeiro, Brazil",,Thales Leites,Tom Watson,0,0,51,33,5,0,3,0,Middleweight,U-DEC,3,5:00
UFC 163: Aldo vs Jung,"August 03, 2013","Rio de Janeiro, Brazil",,John Lineker,Jose Maria,0,0,22,19,2,1,0,1,Flyweight,KO/TKO,2,1:03
UFC 163: Aldo vs Jung,"August 03, 2013","Rio de Janeiro, Brazil",,Anthony Perosh,Vinny Magalhaes,1,0,8,1,0,0,0,0,Light Heavyweight,KO/TKO,1,0:14
UFC 163: Aldo vs Jung,"August 03, 2013","Rio de Janeiro, Brazil",,Amanda Nunes,Sheila Gaff,0,0,10,3,2,0,0,0,Women's Bantamweight,KO/TKO,1,2:08
UFC 163: Aldo vs Jung,"August 03, 2013","Rio de Janeiro, Brazil",,Sergio Moraes,Neil Magny,0,0,13,7,1,0,1,0,Welterweight,SUB,1,3:13
UFC 163: Aldo vs Jung,"August 03, 2013","Rio de Janeiro, Brazil",,Ian McCall,Iliarde Santos,0,0,92,43,1,1,0,0,Flyweight,U-DEC,3,5:00
UFC 163: Aldo vs Jung,"August 03, 2013","Rio de Janeiro, Brazil",,Rani Yahya,Josh Clopton,0,0,14,5,2,0,1,0,Featherweight,U-DEC,3,5:00
UFC 163: Aldo vs Jung,"August 03, 2013","Rio de Janeiro, Brazil",,Francimar Barroso,Ednaldo Oliveira,0,0,31,19,2,0,0,0,Light Heavyweight,U-DEC,3,5:00
UFC 163: Aldo vs Jung,"August 03, 2013","Rio de Janeiro, Brazil",,Viscardi Andrade,Bristol Marunde,1,0,12,0,0,0,0,0,Welterweight,KO/TKO,1,1:36
UFC Fight Night: Teixeira vs Bader,"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",,Glover Teixeira,Ryan Bader,1,0,14,11,1,0,0,1,Light Heavyweight,KO/TKO,1,2:55
UFC Fight Night: Teixeira vs Bader,"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",,Jacare Souza,Yushin Okami,1,0,28,1,0,0,0,0,Middleweight,KO/TKO,1,2:47
UFC Fight Night: Teixeira vs Bader,"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",,Joseph Benavidez,Jussier Formiga,1,0,20,6,0,0,0,0,Flyweight,KO/TKO,1,3:07
UFC Fight Night: Teixeira vs Bader,"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",,Piotr Hallmann,Francisco Trinaldo,0,1,42,22,2,1,1,0,Lightweight,SUB,2,3:50
UFC Fight Night: Teixeira vs Bader,"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",,Rafael Natal,Tor Troeng,2,0,39,9,0,0,1,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Teixeira vs Bader,"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",,Ali Bagautinov,Marcos Vinicius,2,0,38,27,3,0,1,0,Flyweight,KO/TKO,3,3:28
UFC Fight Night: Teixeira vs Bader,"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",,Edimilson Souza,Felipe Arantes,0,0,52,35,0,3,0,1,Featherweight,S-DEC,3,5:00
UFC Fight Night: Teixeira vs Bader,"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",,Lucas Martins,Ramiro Hernandez,1,0,10,4,0,0,1,0,Bantamweight,SUB,1,1:10
UFC Fight Night: Teixeira vs Bader,"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",,Elias Silverio,Joao Zeferino,0,0,49,11,1,1,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Teixeira vs Bader,"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",,Ivan Jorge,Keith Wisniewski,0,0,69,42,2,0,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Teixeira vs Bader,"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",,Sean Spencer,Yuri Villefort,0,0,99,69,0,1,0,0,Welterweight,S-DEC,3,5:00
UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",,Jon Jones,Alexander Gustafsson,0,0,134,110,1,1,0,0,Light Heavyweight,U-DEC,5,5:00
UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",,Renan Barao,Eddie Wineland,1,0,28,11,0,0,0,0,Bantamweight,KO/TKO,2,0:35
UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",,Brendan Schaub,Matt Mitrione,0,0,14,7,1,0,1,0,Heavyweight,SUB,1,4:06
UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",,Francis Carmont,Constantinos Philippou,0,0,29,7,5,0,0,0,Middleweight,U-DEC,3,5:00
UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",,Khabib Nurmagomedov,Pat Healy,0,0,54,44,5,0,0,0,Lightweight,U-DEC,3,5:00
UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",,Myles Jury,Mike Ricci,0,0,22,25,4,0,0,0,Lightweight,S-DEC,3,5:00
UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",,Wilson Reis,Ivan Menjivar,0,0,33,29,4,0,0,0,Bantamweight,U-DEC,3,5:00
UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",,Stephen Thompson,Chris Clements,2,0,23,17,2,0,0,0,Welterweight,KO/TKO,2,1:27
UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",,Mitch Gagnon,Dustin Kimura,0,0,27,15,1,0,1,1,Bantamweight,SUB,1,4:05
UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",,John Makdessi,Renee Forte,1,0,20,7,0,0,0,0,Lightweight,KO/TKO,1,2:01
UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",,Michel Prazeres,Jesse Ronson,0,0,19,38,7,1,0,0,Lightweight,S-DEC,3,5:00
UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",,Alex Caceres,Roland Delorme,0,1,106,47,0,1,0,1,Bantamweight,S-DEC,3,5:00
UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",,Daniel Omielanczuk,Nandor Guelmino,1,0,49,56,2,0,1,0,Heavyweight,KO/TKO,3,3:18
UFC on FUEL TV: Nogueira vs. Werdum,"June 08, 2013","Fortaleza, Ceara, Brazil",,Fabricio Werdum,Antonio Rodrigo Nogueira,0,0,32,14,1,0,1,0,Heavyweight,SUB,2,2:41
UFC on FUEL TV: Nogueira vs. Werdum,"June 08, 2013","Fortaleza, Ceara, Brazil",,Leonardo Santos,William Macario,0,0,22,35,1,2,1,0,Welterweight,SUB,2,4:43
UFC on FUEL TV: Nogueira vs. Werdum,"June 08, 2013","Fortaleza, Ceara, Brazil",,Thiago Silva,Rafael Cavalcante,1,0,37,24,0,0,0,0,Light Heavyweight,KO/TKO,1,4:29
UFC on FUEL TV: Nogueira vs. Werdum,"June 08, 2013","Fortaleza, Ceara, Brazil",,Erick Silva,Jason High,0,0,0,0,0,0,1,0,Welterweight,SUB,1,1:11
UFC on FUEL TV: Nogueira vs. Werdum,"June 08, 2013","Fortaleza, Ceara, Brazil",,Daniel Sarafian,Eddie Mendez,0,0,8,4,1,0,1,0,Middleweight,SUB,1,2:20
UFC Fight Night: Shogun vs Sonnen,"August 17, 2013","Boston, Massachusetts, USA",,Chael Sonnen,Mauricio Rua,0,0,5,0,2,0,2,0,Light Heavyweight,SUB,1,4:47
UFC Fight Night: Shogun vs Sonnen,"August 17, 2013","Boston, Massachusetts, USA",,Travis Browne,Alistair Overeem,1,2,14,41,0,0,0,0,Heavyweight,KO/TKO,1,4:08
UFC Fight Night: Shogun vs Sonnen,"August 17, 2013","Boston, Massachusetts, USA",,Urijah Faber,Iuri Alcantara,0,0,54,8,4,1,0,1,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Shogun vs Sonnen,"August 17, 2013","Boston, Massachusetts, USA",,Matt Brown,Mike Pyle,1,0,10,0,0,0,0,0,Welterweight,KO/TKO,1,0:29
UFC Fight Night: Shogun vs Sonnen,"August 17, 2013","Boston, Massachusetts, USA",,John Howard,Uriah Hall,0,0,33,41,2,2,1,0,Middleweight,S-DEC,3,5:00
UFC Fight Night: Shogun vs Sonnen,"August 17, 2013","Boston, Massachusetts, USA",,Michael Johnson,Joe Lauzon,2,0,116,25,2,0,0,0,Lightweight,U-DEC,3,5:00
UFC on FUEL TV: Nogueira vs. Werdum,"June 08, 2013","Fortaleza, Ceara, Brazil",,Rony Jason,Mike Wilkinson,0,0,7,4,0,1,1,0,Featherweight,SUB,1,1:24
UFC on FUEL TV: Nogueira vs. Werdum,"June 08, 2013","Fortaleza, Ceara, Brazil",,Raphael Assuncao,Vaughan Lee,0,0,17,14,3,0,1,0,Bantamweight,SUB,2,1:51
UFC on FUEL TV: Nogueira vs. Werdum,"June 08, 2013","Fortaleza, Ceara, Brazil",,Felipe Arantes,Godofredo Pepey,0,0,27,4,0,1,0,0,Featherweight,KO/TKO,1,3:32
UFC on FUEL TV: Nogueira vs. Werdum,"June 08, 2013","Fortaleza, Ceara, Brazil",,Ildemar Alcantara,Leandro Silva,0,0,33,50,3,0,0,0,Welterweight,U-DEC,3,5:00
UFC on FUEL TV: Nogueira vs. Werdum,"June 08, 2013","Fortaleza, Ceara, Brazil",,Rodrigo Damm,Mizuto Hirota,0,0,76,102,2,0,0,0,Featherweight,S-DEC,3,5:00
UFC on FUEL TV: Nogueira vs. Werdum,"June 08, 2013","Fortaleza, Ceara, Brazil",,Caio Magalhaes,Karlos Vemola,0,0,21,30,1,2,5,0,Middleweight,SUB,2,2:49
UFC on FUEL TV: Nogueira vs. Werdum,"June 08, 2013","Fortaleza, Ceara, Brazil",,Antonio Braga Neto,Anthony Smith,0,0,6,5,1,0,1,0,Middleweight,SUB,1,1:52
UFC Fight Night: Shogun vs Sonnen,"August 17, 2013","Boston, Massachusetts, USA",,Michael McDonald,Brad Pickett,2,0,51,17,0,1,2,0,Bantamweight,SUB,2,3:43
UFC Fight Night: Shogun vs Sonnen,"August 17, 2013","Boston, Massachusetts, USA",,Conor McGregor,Max Holloway,0,0,53,23,4,0,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Shogun vs Sonnen,"August 17, 2013","Boston, Massachusetts, USA",,Steven Siler,Mike Brown,1,0,6,3,0,0,0,0,Featherweight,KO/TKO,1,0:50
UFC Fight Night: Shogun vs Sonnen,"August 17, 2013","Boston, Massachusetts, USA",,Diego Brandao,Daniel Pineda,0,0,42,61,8,0,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Shogun vs Sonnen,"August 17, 2013","Boston, Massachusetts, USA",,Manvel Gamburyan,Cole Miller,0,0,23,32,5,0,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Shogun vs Sonnen,"August 17, 2013","Boston, Massachusetts, USA",,Ovince Saint Preux,Cody Donovan,0,0,6,10,0,0,0,0,Light Heavyweight,KO/TKO,1,2:07
UFC Fight Night: Shogun vs Sonnen,"August 17, 2013","Boston, Massachusetts, USA",,James Vick,Ramsey Nijem,0,0,0,0,0,1,1,0,Lightweight,SUB,1,0:58
UFC Fight Night: Condit vs Kampmann 2,"August 28, 2013","Indianapolis, Indiana, USA",,Carlos Condit,Martin Kampmann,1,0,100,35,0,6,2,0,Welterweight,KO/TKO,4,0:54
UFC Fight Night: Condit vs Kampmann 2,"August 28, 2013","Indianapolis, Indiana, USA",,Rafael Dos Anjos,Donald Cerrone,1,0,39,40,2,1,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Condit vs Kampmann 2,"August 28, 2013","Indianapolis, Indiana, USA",,Kelvin Gastelum,Brian Melancon,1,0,14,7,1,0,1,0,Welterweight,SUB,1,2:26
UFC Fight Night: Condit vs Kampmann 2,"August 28, 2013","Indianapolis, Indiana, USA",,Court McGee,Robert Whittaker,0,0,88,48,1,0,0,0,Welterweight,S-DEC,3,5:00
UFC Fight Night: Condit vs Kampmann 2,"August 28, 2013","Indianapolis, Indiana, USA",,Takeya Mizugaki,Erik Perez,0,0,39,37,2,5,1,0,Bantamweight,S-DEC,3,5:00
UFC Fight Night: Condit vs Kampmann 2,"August 28, 2013","Indianapolis, Indiana, USA",,Brad Tavares,Robert McDaniel,0,0,30,14,0,1,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Condit vs Kampmann 2,"August 28, 2013","Indianapolis, Indiana, USA",,Dylan Andrews,Papy Abedi,0,0,20,19,2,3,0,3,Middleweight,KO/TKO,3,1:32
UFC Fight Night: Condit vs Kampmann 2,"August 28, 2013","Indianapolis, Indiana, USA",,Brandon Thatch,Justin Edwards,2,0,17,2,1,0,0,0,Welterweight,KO/TKO,1,1:23
UFC Fight Night: Condit vs Kampmann 2,"August 28, 2013","Indianapolis, Indiana, USA",,Darren Elkins,Hatsu Hioki,0,0,48,31,2,1,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Condit vs Kampmann 2,"August 28, 2013","Indianapolis, Indiana, USA",,Jason High,James Head,0,0,1,0,1,0,2,0,Welterweight,SUB,1,1:41
UFC Fight Night: Condit vs Kampmann 2,"August 28, 2013","Indianapolis, Indiana, USA",,Zak Cummings,Ben Alloway,0,0,5,6,2,0,1,0,Welterweight,SUB,1,4:19
UFC Fight Night: Condit vs Kampmann 2,"August 28, 2013","Indianapolis, Indiana, USA",,Roger Bowling,Abel Trujillo,0,0,43,50,4,1,3,0,Lightweight,CNC,2,4:57
UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",,Tim Kennedy,Rafael Natal,1,0,13,13,0,0,0,0,Middleweight,KO/TKO,1,4:40
UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",,Alexis Davis,Liz Carmouche,0,0,50,43,1,1,0,0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",,Yoel Romero,Ronny Markes,1,0,50,18,0,2,0,0,Middleweight,KO/TKO,3,1:39
UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",,Rustam Khabilov,Jorge Masvidal,1,0,32,38,2,1,1,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",,Michael Chiesa,Colton Smith,0,0,7,4,1,2,2,1,Lightweight,SUB,2,1:41
UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",,King Green,James Krause,1,0,20,22,0,0,0,0,Lightweight,KO/TKO,1,3:50
UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",,Francisco Rivera,George Roop,1,0,27,23,0,1,0,0,Bantamweight,KO/TKO,2,2:20
UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",,Dennis Bermudez,Steven Siler,0,0,44,23,6,0,4,3,Featherweight,U-DEC,3,5:00
UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",,Amanda Nunes,Germaine de Randamie,0,0,14,1,1,0,0,0,Women's Bantamweight,KO/TKO,1,3:56
UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",,Lorenz Larkin,Chris Camozzi,0,0,46,64,0,0,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",,Yves Edwards,Yancy Medeiros,0,1,19,25,0,0,0,0,Lightweight,Overturned,1,2:47
UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",,Seth Baczynski,Neil Magny,0,0,28,31,3,2,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",,Derek Brunson,Brian Houston,1,0,1,0,0,0,1,0,Middleweight,SUB,1,0:48
UFC Fight Night: Machida vs Munoz,"October 26, 2013","Manchester, England, United Kingdom",,Lyoto Machida,Mark Munoz,1,0,5,0,0,0,0,0,Middleweight,KO/TKO,1,3:10
UFC Fight Night: Machida vs Munoz,"October 26, 2013","Manchester, England, United Kingdom",,Ross Pearson,Melvin Guillard,0,0,3,9,0,0,0,0,Lightweight,CNC,1,1:57
UFC Fight Night: Machida vs Munoz,"October 26, 2013","Manchester, England, United Kingdom",,Jimi Manuwa,Ryan Jimmo,0,0,48,36,0,0,0,0,Light Heavyweight,KO/TKO,2,4:41
UFC Fight Night: Machida vs Munoz,"October 26, 2013","Manchester, England, United Kingdom",,Norman Parke,Jon Tuck,0,0,81,67,1,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Machida vs Munoz,"October 26, 2013","Manchester, England, United Kingdom",,Nicholas Musoke,Alessio Sakara,0,0,12,20,1,1,1,0,Middleweight,SUB,1,3:07
UFC Fight Night: Machida vs Munoz,"October 26, 2013","Manchester, England, United Kingdom",,John Lineker,Phil Harris,3,0,31,14,0,0,0,0,Flyweight,KO/TKO,1,2:51
UFC Fight Night: Machida vs Munoz,"October 26, 2013","Manchester, England, United Kingdom",,Al Iaquinta,Piotr Hallmann,0,0,85,66,2,3,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Machida vs Munoz,"October 26, 2013","Manchester, England, United Kingdom",,Luke Barnatt,Andrew Craig,2,0,39,26,1,0,1,0,Middleweight,SUB,2,2:12
UFC Fight Night: Machida vs Munoz,"October 26, 2013","Manchester, England, United Kingdom",,Jessica Andrade,Rosi Sexton,0,0,206,88,1,1,0,0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Machida vs Munoz,"October 26, 2013","Manchester, England, United Kingdom",,Cole Miller,Andy Ogle,0,0,21,27,0,2,1,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Machida vs Munoz,"October 26, 2013","Manchester, England, United Kingdom",,Jimy Hettes,Robert Whiteford,0,0,5,15,3,0,2,0,Featherweight,SUB,2,2:17
UFC Fight Night: Machida vs Munoz,"October 26, 2013","Manchester, England, United Kingdom",,Brad Scott,Michael Kuiper,0,0,14,7,0,1,2,0,Middleweight,SUB,1,4:17
UFC 164: Henderson vs Pettis 2,"August 31, 2013","Milwaukee, Wisconsin, USA",,Anthony Pettis,Benson Henderson,0,0,9,11,0,0,1,0,Lightweight,SUB,1,4:41
UFC 164: Henderson vs Pettis 2,"August 31, 2013","Milwaukee, Wisconsin, USA",,Josh Barnett,Frank Mir,1,0,26,9,0,0,0,0,Heavyweight,KO/TKO,1,1:56
UFC 164: Henderson vs Pettis 2,"August 31, 2013","Milwaukee, Wisconsin, USA",,Chad Mendes,Clay Guida,1,0,32,17,3,0,1,0,Featherweight,KO/TKO,3,0:30
UFC 164: Henderson vs Pettis 2,"August 31, 2013","Milwaukee, Wisconsin, USA",,Ben Rothwell,Brandon Vera,1,0,56,41,0,0,0,0,Heavyweight,KO/TKO,3,1:54
UFC 164: Henderson vs Pettis 2,"August 31, 2013","Milwaukee, Wisconsin, USA",,Dustin Poirier,Erik Koch,2,0,54,32,2,0,2,5,Featherweight,U-DEC,3,5:00
