Event,Date,Location,W/L,Fighter 1,Fighter 2,Kd 1,Kd 2,Str 1,Str 2,Td 1,Td 2,Sub 1,Sub 2,Weight class,Method,Round,Time
UFC 241: Cormier vs. Miocic 2,"August 17, 2019","Anaheim, California, USA",,Sabina Mazo,Shana Dobson,0,0,108,33,4,0,0,0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Shevchenko vs. Carmouche 2,"August 10, 2019","Montevideo, Uruguay",,Valentina Shevchenko,Liz Carmouche,0,0,42,18,1,0,0,0,Women's Flyweight,U-DEC,5,5:00
UFC Fight Night: Shevchenko vs. Carmouche 2,"August 10, 2019","Montevideo, Uruguay",,Vicente Luque,Mike Perry,0,0,84,87,0,0,1,0,Welterweight,S-DEC,3,5:00
UFC Fight Night: Shevchenko vs. Carmouche 2,"August 10, 2019","Montevideo, Uruguay",,Eduardo Garagorri,Humberto Bandenay,0,0,65,32,1,4,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Shevchenko vs. Carmouche 2,"August 10, 2019","Montevideo, Uruguay",,Volkan Oezdemir,Ilir Latifi,2,0,64,18,0,1,0,0,Light Heavyweight,KO/TKO,2,4:31
UFC Fight Night: Shevchenko vs. Carmouche 2,"August 10, 2019","Montevideo, Uruguay",,Rodolfo Vieira,Oskar Piechota,0,0,18,22,3,0,1,0,Middleweight,SUB,2,4:26
UFC Fight Night: Shevchenko vs. Carmouche 2,"August 10, 2019","Montevideo, Uruguay",,Enrique Barzola,Bobby Moffett,0,0,83,90,3,0,0,0,Featherweight,S-DEC,3,5:00
UFC Fight Night: Shevchenko vs. Carmouche 2,"August 10, 2019","Montevideo, Uruguay",,Gilbert Burns,Aleksei Kunchenko,0,0,42,47,3,0,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Shevchenko vs. Carmouche 2,"August 10, 2019","Montevideo, Uruguay",,Ciryl Gane,Raphael Pessoa,0,0,15,7,0,0,1,0,Heavyweight,SUB,1,4:12
UFC Fight Night: Shevchenko vs. Carmouche 2,"August 10, 2019","Montevideo, Uruguay",,Marina Rodriguez,Tecia Pennington,0,0,84,41,1,0,1,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Shevchenko vs. Carmouche 2,"August 10, 2019","Montevideo, Uruguay",,Rogerio Bontorin,Raulian Paiva,0,0,8,3,2,0,0,0,Flyweight,KO/TKO,1,2:56
UFC Fight Night: Shevchenko vs. Carmouche 2,"August 10, 2019","Montevideo, Uruguay",,Chris Gutierrez,Geraldo de Freitas,0,0,48,40,1,2,0,0,Bantamweight,S-DEC,3,5:00
UFC Fight Night: Shevchenko vs. Carmouche 2,"August 10, 2019","Montevideo, Uruguay",,Alex Da Silva,Kazula Vargas,0,0,17,20,3,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Andrade vs. Zhang,"August 31, 2019","Shenzhen, Guangdong, China",,Zhang Weili,Jessica Andrade,1,0,29,4,0,0,0,0,Women's Strawweight,KO/TKO,1,0:42
UFC Fight Night: Andrade vs. Zhang,"August 31, 2019","Shenzhen, Guangdong, China",,Li Jingliang,Elizeu Zaleski dos Santos,3,0,59,54,2,0,0,0,Welterweight,KO/TKO,3,4:51
UFC Fight Night: Andrade vs. Zhang,"August 31, 2019","Shenzhen, Guangdong, China",,Kai Kara-France,Mark De La Rosa,1,0,91,60,1,1,0,0,Flyweight,U-DEC,3,5:00
UFC Fight Night: Andrade vs. Zhang,"August 31, 2019","Shenzhen, Guangdong, China",,Song Kenan,Derrick Krantz,0,0,58,33,0,3,0,1,Welterweight,U-DEC,3,5:00
UFC Fight Night: Andrade vs. Zhang,"August 31, 2019","Shenzhen, Guangdong, China",,Mizuki,Wu Yanan,0,0,93,123,0,0,0,0,Women's Flyweight,S-DEC,3,5:00
UFC Fight Night: Andrade vs. Zhang,"August 31, 2019","Shenzhen, Guangdong, China",,Anthony Hernandez,JunYong Park,0,0,59,81,6,0,1,0,Middleweight,SUB,2,4:39
UFC Fight Night: Shevchenko vs. Carmouche 2,"August 10, 2019","Montevideo, Uruguay",,Veronica Hardy,Polyana Viana,0,0,1,1,0,1,1,0,Women's Flyweight,SUB,1,1:09
UFC Fight Night: Andrade vs. Zhang,"August 31, 2019","Shenzhen, Guangdong, China",,Sumudaerji,Andre Soukhamthath,0,0,93,23,1,0,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Andrade vs. Zhang,"August 31, 2019","Shenzhen, Guangdong, China",,Da Woon Jung,Khadis Ibragimov,0,0,81,88,0,1,1,0,Light Heavyweight,SUB,3,1:59
UFC Fight Night: Andrade vs. Zhang,"August 31, 2019","Shenzhen, Guangdong, China",,Damir Ismagulov,Thiago Moises,1,0,71,36,0,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Andrade vs. Zhang,"August 31, 2019","Shenzhen, Guangdong, China",,Alatengheili,Batgerel Danaa,0,0,36,85,3,0,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Andrade vs. Zhang,"August 31, 2019","Shenzhen, Guangdong, China",,Karol Rosa,Lara Procopio,1,0,171,165,0,0,0,0,Women's Bantamweight,S-DEC,3,5:00
UFC Fight Night: Cowboy vs. Gaethje,"September 14, 2019","Vancouver, British Columbia, Canada",,Justin Gaethje,Donald Cerrone,1,0,40,17,0,0,0,0,Lightweight,KO/TKO,1,4:18
UFC Fight Night: Cowboy vs. Gaethje,"September 14, 2019","Vancouver, British Columbia, Canada",,Glover Teixeira,Nikita Krylov,0,0,43,47,1,2,2,1,Light Heavyweight,S-DEC,3,5:00
UFC Fight Night: Cowboy vs. Gaethje,"September 14, 2019","Vancouver, British Columbia, Canada",,Todd Duffee,Jeff Hughes,1,0,30,16,1,0,0,0,Heavyweight,CNC,1,4:03
UFC Fight Night: Cowboy vs. Gaethje,"September 14, 2019","Vancouver, British Columbia, Canada",,Tristan Connelly,Michel Pereira,0,0,64,32,0,2,1,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Cowboy vs. Gaethje,"September 14, 2019","Vancouver, British Columbia, Canada",,Uriah Hall,Antonio Carlos Junior,1,0,34,22,0,3,0,0,Middleweight,S-DEC,3,5:00
UFC Fight Night: Cowboy vs. Gaethje,"September 14, 2019","Vancouver, British Columbia, Canada",,Misha Cirkunov,Jimmy Crute,0,0,6,21,1,0,1,0,Light Heavyweight,SUB,1,3:38
UFC Fight Night: Cowboy vs. Gaethje,"September 14, 2019","Vancouver, British Columbia, Canada",,Augusto Sakai,Marcin Tybura,1,0,15,6,0,0,0,0,Heavyweight,KO/TKO,1,0:59
UFC Fight Night: Cowboy vs. Gaethje,"September 14, 2019","Vancouver, British Columbia, Canada",,Miles Johns,Cole Smith,0,0,31,11,1,1,0,0,Bantamweight,S-DEC,3,5:00
UFC Fight Night: Cowboy vs. Gaethje,"September 14, 2019","Vancouver, British Columbia, Canada",,Hunter Azure,Brad Katona,0,0,41,21,0,3,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Cowboy vs. Gaethje,"September 14, 2019","Vancouver, British Columbia, Canada",,Chas Skelly,Jordan Griffin,0,0,21,37,1,1,3,2,Featherweight,U-DEC,3,5:00
UFC Fight Night: Cowboy vs. Gaethje,"September 14, 2019","Vancouver, British Columbia, Canada",,Louis Smolka,Ryan MacDonald,1,0,59,30,0,0,0,0,Bantamweight,KO/TKO,1,4:43
UFC Fight Night: Cowboy vs. Gaethje,"September 14, 2019","Vancouver, British Columbia, Canada",,Austin Hubbard,Kyle Prepolec,0,0,51,44,3,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Rodriguez vs. Stephens,"September 21, 2019","Mexico City, Distrito Federal, Mexico",,Yair Rodriguez,Jeremy Stephens,0,0,2,0,0,0,0,0,Featherweight,CNC,1,0:15
UFC Fight Night: Rodriguez vs. Stephens,"September 21, 2019","Mexico City, Distrito Federal, Mexico",,Carla Esparza,Alexa Grasso,0,0,44,45,4,0,0,1,Women's Strawweight,M-DEC,3,5:00
UFC Fight Night: Rodriguez vs. Stephens,"September 21, 2019","Mexico City, Distrito Federal, Mexico",,Brandon Moreno,Askar Askarov,1,0,34,30,1,4,0,0,Flyweight,S-DEC,3,5:00
UFC Fight Night: Rodriguez vs. Stephens,"September 21, 2019","Mexico City, Distrito Federal, Mexico",,Irene Aldana,Vanessa Melo,0,0,125,68,0,0,0,0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Rodriguez vs. Stephens,"September 21, 2019","Mexico City, Distrito Federal, Mexico",,Steven Peterson,Martin Bravo,1,0,49,86,0,2,0,0,Featherweight,KO/TKO,2,1:31
UFC Fight Night: Rodriguez vs. Stephens,"September 21, 2019","Mexico City, Distrito Federal, Mexico",,Jose Quinonez,Carlos Huachin,1,0,60,32,2,0,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Rodriguez vs. Stephens,"September 21, 2019","Mexico City, Distrito Federal, Mexico",,Kyle Nelson,Marco Polo Reyes,0,0,12,6,0,0,0,0,Featherweight,KO/TKO,1,1:36
UFC Fight Night: Rodriguez vs. Stephens,"September 21, 2019","Mexico City, Distrito Federal, Mexico",,Angela Hill,Ariane Carnelossi,0,0,92,72,0,0,0,0,Women's Strawweight,KO/TKO,3,1:56
UFC Fight Night: Rodriguez vs. Stephens,"September 21, 2019","Mexico City, Distrito Federal, Mexico",,Sergio Pettis,Tyson Nam,0,0,96,40,0,0,0,0,Flyweight,U-DEC,3,5:00
UFC Fight Night: Rodriguez vs. Stephens,"September 21, 2019","Mexico City, Distrito Federal, Mexico",,Paul Craig,Vinicius Moreira,1,0,18,1,1,0,1,0,Light Heavyweight,SUB,1,3:19
UFC Fight Night: Hermansson vs. Cannonier,"September 28, 2019","Copenhagen, Denmark",,Jared Cannonier,Jack Hermansson,1,0,28,20,0,1,0,0,Middleweight,KO/TKO,2,0:27
UFC Fight Night: Hermansson vs. Cannonier,"September 28, 2019","Copenhagen, Denmark",,Mark Madsen,Danilo Belluardo,0,0,22,0,1,0,0,0,Lightweight,KO/TKO,1,1:12
UFC Fight Night: Hermansson vs. Cannonier,"September 28, 2019","Copenhagen, Denmark",,Gilbert Burns,Gunnar Nelson,0,0,30,20,1,0,1,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Hermansson vs. Cannonier,"September 28, 2019","Copenhagen, Denmark",,Ion Cutelaba,Khalil Rountree Jr.,0,0,15,5,4,0,0,0,Light Heavyweight,KO/TKO,1,2:35
UFC Fight Night: Hermansson vs. Cannonier,"September 28, 2019","Copenhagen, Denmark",,Ovince Saint Preux,Michal Oleksiejczuk,0,0,14,37,1,0,1,0,Light Heavyweight,SUB,2,2:46
UFC Fight Night: Rodriguez vs. Stephens,"September 21, 2019","Mexico City, Distrito Federal, Mexico",,Bethe Correia,Sijara Eubanks,0,0,59,77,0,1,0,0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Rodriguez vs. Stephens,"September 21, 2019","Mexico City, Distrito Federal, Mexico",,Claudio Puelles,Marcos Mariano,0,0,22,2,4,0,2,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Hermansson vs. Cannonier,"September 28, 2019","Copenhagen, Denmark",,Nicolas Dalby,Alex Oliveira,0,0,31,18,1,3,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Hermansson vs. Cannonier,"September 28, 2019","Copenhagen, Denmark",,John Phillips,Alen Amedovski,1,0,5,2,0,0,0,0,Middleweight,KO/TKO,1,0:17
UFC Fight Night: Hermansson vs. Cannonier,"September 28, 2019","Copenhagen, Denmark",,Makhmud Muradov,Alessio Di Chirico,0,0,54,36,0,0,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Hermansson vs. Cannonier,"September 28, 2019","Copenhagen, Denmark",,Ismail Naurdiev,Siyar Bahadurzada,0,0,69,12,3,0,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Hermansson vs. Cannonier,"September 28, 2019","Copenhagen, Denmark",,Giga Chikadze,Brandon Davis,0,0,59,34,1,3,0,0,Featherweight,S-DEC,3,5:00
UFC Fight Night: Hermansson vs. Cannonier,"September 28, 2019","Copenhagen, Denmark",,Lina Lansberg,Macy Chiasson,0,0,21,26,2,0,0,0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Hermansson vs. Cannonier,"September 28, 2019","Copenhagen, Denmark",,Marc Diakiese,Lando Vannata,0,0,40,25,4,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Hermansson vs. Cannonier,"September 28, 2019","Copenhagen, Denmark",,Jack Shore,Nohelin Hernandez,0,0,46,6,4,0,1,0,Bantamweight,SUB,3,2:51
UFC 243: Whittaker vs. Adesanya,"October 05, 2019","Melbourne, Victoria, Australia",,Israel Adesanya,Robert Whittaker,2,0,40,32,0,0,0,0,Middleweight,KO/TKO,2,3:33
UFC 243: Whittaker vs. Adesanya,"October 05, 2019","Melbourne, Victoria, Australia",,Dan Hooker,Al Iaquinta,1,0,98,37,0,0,0,0,Lightweight,U-DEC,3,5:00
UFC 243: Whittaker vs. Adesanya,"October 05, 2019","Melbourne, Victoria, Australia",,Serghei Spivac,Tai Tuivasa,0,0,23,21,6,0,1,0,Heavyweight,SUB,2,3:14
UFC 243: Whittaker vs. Adesanya,"October 05, 2019","Melbourne, Victoria, Australia",,Dhiego Lima,Luke Jumeau,0,0,32,24,2,0,0,0,Welterweight,S-DEC,3,5:00
UFC 243: Whittaker vs. Adesanya,"October 05, 2019","Melbourne, Victoria, Australia",,Yorgan De Castro,Justin Tafa,1,0,4,6,0,0,0,0,Heavyweight,KO/TKO,1,2:10
UFC 243: Whittaker vs. Adesanya,"October 05, 2019","Melbourne, Victoria, Australia",,Jake Matthews,Rostem Akman,0,0,59,15,0,0,0,0,Welterweight,U-DEC,3,5:00
UFC 242: Khabib vs. Poirier,"September 07, 2019","Abu Dhabi, Abu Dhabi, United Arab Emirates",,Khabib Nurmagomedov,Dustin Poirier,0,0,22,12,7,0,2,1,Lightweight,SUB,3,2:06
UFC 242: Khabib vs. Poirier,"September 07, 2019","Abu Dhabi, Abu Dhabi, United Arab Emirates",,Paul Felder,Edson Barboza,0,0,56,60,0,1,0,0,Lightweight,S-DEC,3,5:00
UFC 242: Khabib vs. Poirier,"September 07, 2019","Abu Dhabi, Abu Dhabi, United Arab Emirates",,Islam Makhachev,Davi Ramos,1,0,43,7,0,0,0,0,Lightweight,U-DEC,3,5:00
UFC 242: Khabib vs. Poirier,"September 07, 2019","Abu Dhabi, Abu Dhabi, United Arab Emirates",,Curtis Blaydes,Shamil Abdurakhimov,0,0,25,3,5,0,0,0,Heavyweight,KO/TKO,2,2:22
UFC 242: Khabib vs. Poirier,"September 07, 2019","Abu Dhabi, Abu Dhabi, United Arab Emirates",,Diego Ferreira,Mairbek Taisumov,0,0,109,51,0,0,0,0,Lightweight,U-DEC,3,5:00
UFC 243: Whittaker vs. Adesanya,"October 05, 2019","Melbourne, Victoria, Australia",,Callan Potter,Maki Pitolo,0,0,48,60,3,0,0,1,Welterweight,U-DEC,3,5:00
UFC 243: Whittaker vs. Adesanya,"October 05, 2019","Melbourne, Victoria, Australia",,Brad Riddell,Jamie Mullarkey,0,0,91,36,1,3,0,1,Lightweight,U-DEC,3,5:00
UFC 243: Whittaker vs. Adesanya,"October 05, 2019","Melbourne, Victoria, Australia",,Megan Anderson,Zarah Fairn,0,0,10,2,1,0,1,0,Women's Featherweight,SUB,1,3:57
UFC 243: Whittaker vs. Adesanya,"October 05, 2019","Melbourne, Victoria, Australia",,Ji Yeon Kim,Nadia Kassem,1,0,80,45,0,1,0,0,Women's Flyweight,KO/TKO,2,4:59
UFC 243: Whittaker vs. Adesanya,"October 05, 2019","Melbourne, Victoria, Australia",,Khalid Taha,Bruno Silva,1,0,38,20,0,2,1,0,Bantamweight,Overturned,3,3:00
UFC 242: Khabib vs. Poirier,"September 07, 2019","Abu Dhabi, Abu Dhabi, United Arab Emirates",,Joanne Wood,Andrea Lee,0,0,101,61,2,3,0,0,Women's Flyweight,S-DEC,3,5:00
UFC 242: Khabib vs. Poirier,"September 07, 2019","Abu Dhabi, Abu Dhabi, United Arab Emirates",,Zubaira Tukhugov,Lerone Murphy,1,0,22,28,6,0,0,2,Featherweight,S-DEC,3,5:00
UFC 242: Khabib vs. Poirier,"September 07, 2019","Abu Dhabi, Abu Dhabi, United Arab Emirates",,Sarah Moras,Liana Jojua,0,0,44,19,0,2,1,0,Women's Bantamweight,KO/TKO,3,2:26
UFC 242: Khabib vs. Poirier,"September 07, 2019","Abu Dhabi, Abu Dhabi, United Arab Emirates",,Ottman Azaitar,Teemu Packalen,1,0,27,8,0,0,0,0,Lightweight,KO/TKO,1,3:33
UFC 242: Khabib vs. Poirier,"September 07, 2019","Abu Dhabi, Abu Dhabi, United Arab Emirates",,Belal Muhammad,Takashi Sato,0,0,49,29,2,1,1,0,Welterweight,SUB,3,1:55
UFC 242: Khabib vs. Poirier,"September 07, 2019","Abu Dhabi, Abu Dhabi, United Arab Emirates",,Muslim Salikhov,Nordine Taleb,1,0,10,6,0,0,0,0,Welterweight,KO/TKO,1,4:26
UFC 242: Khabib vs. Poirier,"September 07, 2019","Abu Dhabi, Abu Dhabi, United Arab Emirates",,Omari Akhmedov,Zak Cummings,0,0,26,17,2,0,0,0,Middleweight,U-DEC,3,5:00
UFC 242: Khabib vs. Poirier,"September 07, 2019","Abu Dhabi, Abu Dhabi, United Arab Emirates",,Don Madge,Fares Ziam,0,0,21,10,3,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Reyes vs. Weidman,"October 18, 2019","Boston, Massachusetts, USA",,Dominick Reyes,Chris Weidman,1,0,8,3,0,1,0,0,Light Heavyweight,KO/TKO,1,1:43
UFC Fight Night: Reyes vs. Weidman,"October 18, 2019","Boston, Massachusetts, USA",,Yair Rodriguez,Jeremy Stephens,0,0,96,50,0,3,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Reyes vs. Weidman,"October 18, 2019","Boston, Massachusetts, USA",,Greg Hardy,Ben Sosoli,0,0,54,26,0,0,0,0,Heavyweight,Overturned,3,5:00
UFC Fight Night: Reyes vs. Weidman,"October 18, 2019","Boston, Massachusetts, USA",,Joe Lauzon,Jonathan Pearce,0,0,25,8,1,0,0,0,Lightweight,KO/TKO,1,1:33
UFC Fight Night: Reyes vs. Weidman,"October 18, 2019","Boston, Massachusetts, USA",,Maycee Barber,Gillian Robertson,0,0,34,12,0,0,0,0,Women's Flyweight,KO/TKO,1,3:04
UFC Fight Night: Reyes vs. Weidman,"October 18, 2019","Boston, Massachusetts, USA",,Darren Stewart,Deron Winn,0,0,57,29,1,6,0,0,Middleweight,S-DEC,3,5:00
UFC Fight Night: Reyes vs. Weidman,"October 18, 2019","Boston, Massachusetts, USA",,Charles Rosa,Manny Bermudez,0,0,6,27,0,1,1,0,Featherweight,SUB,1,2:46
UFC Fight Night: Reyes vs. Weidman,"October 18, 2019","Boston, Massachusetts, USA",,Molly McCann,Diana Belbita,0,0,113,98,5,1,1,0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Reyes vs. Weidman,"October 18, 2019","Boston, Massachusetts, USA",,Sean Woodson,Kyle Bochniak,0,0,111,42,0,1,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Reyes vs. Weidman,"October 18, 2019","Boston, Massachusetts, USA",,Randy Costa,Boston Salmon,2,0,22,12,0,0,0,0,Bantamweight,KO/TKO,1,2:15
UFC Fight Night: Reyes vs. Weidman,"October 18, 2019","Boston, Massachusetts, USA",,Sean Brady,Court McGee,1,0,119,107,2,0,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Reyes vs. Weidman,"October 18, 2019","Boston, Massachusetts, USA",,Brendan Allen,Kevin Holland,0,0,10,22,2,1,4,1,Middleweight,SUB,2,3:38
UFC Fight Night: Reyes vs. Weidman,"October 18, 2019","Boston, Massachusetts, USA",,Tanner Boser,Daniel Spitz,0,0,93,32,0,0,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Maia vs. Askren,"October 26, 2019","Kallang, Singapore",,Demian Maia,Ben Askren,0,0,69,63,0,4,1,0,Welterweight,SUB,3,3:54
UFC Fight Night: Maia vs. Askren,"October 26, 2019","Kallang, Singapore",,Stevie Ray,Michael Johnson,0,0,85,78,1,0,0,0,Lightweight,M-DEC,3,5:00
UFC Fight Night: Maia vs. Askren,"October 26, 2019","Kallang, Singapore",,Beneil Dariush,Frank Camacho,0,0,13,3,2,0,1,0,Lightweight,SUB,1,2:02
UFC Fight Night: Maia vs. Askren,"October 26, 2019","Kallang, Singapore",,Ciryl Gane,Don'Tale Mayes,1,0,94,32,3,0,1,0,Heavyweight,SUB,3,4:46
UFC Fight Night: Maia vs. Askren,"October 26, 2019","Kallang, Singapore",,Muslim Salikhov,Laureano Staropoli,0,0,63,42,3,0,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Maia vs. Askren,"October 26, 2019","Kallang, Singapore",,Randa Markos,Ashley Yoder,0,0,78,44,0,2,0,0,Women's Strawweight,S-DEC,3,5:00
UFC Fight Night: Maia vs. Askren,"October 26, 2019","Kallang, Singapore",,Rafael Fiziev,Alex White,0,0,66,55,1,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Maia vs. Askren,"October 26, 2019","Kallang, Singapore",,Movsar Evloev,Enrique Barzola,0,0,71,78,4,1,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Maia vs. Askren,"October 26, 2019","Kallang, Singapore",,Sergei Pavlovich,Maurice Greene,1,0,20,8,0,0,0,0,Heavyweight,KO/TKO,1,2:11
UFC Fight Night: Maia vs. Askren,"October 26, 2019","Kallang, Singapore",,Loma Lookboonmee,Aleksandra Albu,0,0,99,65,1,1,0,0,Women's Strawweight,S-DEC,3,5:00
UFC Fight Night: Maia vs. Askren,"October 26, 2019","Kallang, Singapore",,Raphael Pessoa,Jeff Hughes,1,0,39,34,0,0,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Joanna vs. Waterson,"October 12, 2019","Tampa, Florida, USA",,Joanna Jedrzejczyk,Michelle Waterson-Gomez,0,0,180,58,3,1,1,1,Women's Strawweight,U-DEC,5,5:00
UFC Fight Night: Joanna vs. Waterson,"October 12, 2019","Tampa, Florida, USA",,Cub Swanson,Kron Gracie,0,0,135,86,0,0,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Joanna vs. Waterson,"October 12, 2019","Tampa, Florida, USA",,Niko Price,James Vick,1,0,11,9,0,0,0,0,Welterweight,KO/TKO,1,1:44
UFC Fight Night: Joanna vs. Waterson,"October 12, 2019","Tampa, Florida, USA",,Amanda Ribas,Mackenzie Dern,0,0,74,20,2,0,0,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Joanna vs. Waterson,"October 12, 2019","Tampa, Florida, USA",,Matt Frevola,Luis Pena,0,0,48,51,4,1,0,2,Lightweight,S-DEC,3,5:00
UFC Fight Night: Joanna vs. Waterson,"October 12, 2019","Tampa, Florida, USA",,Eryk Anders,Gerald Meerschaert,0,0,64,72,0,0,0,0,Middleweight,S-DEC,3,5:00
UFC Fight Night: Joanna vs. Waterson,"October 12, 2019","Tampa, Florida, USA",,Ryan Spann,Devin Clark,0,0,17,17,0,2,1,0,Light Heavyweight,SUB,2,2:01
UFC Fight Night: Joanna vs. Waterson,"October 12, 2019","Tampa, Florida, USA",,Mike Davis,Thomas Gifford,2,0,139,88,2,0,0,0,Lightweight,KO/TKO,3,4:45
UFC Fight Night: Joanna vs. Waterson,"October 12, 2019","Tampa, Florida, USA",,Alex Morono,Max Griffin,1,0,81,75,0,4,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Joanna vs. Waterson,"October 12, 2019","Tampa, Florida, USA",,Deiveson Figueiredo,Tim Elliott,0,0,8,26,0,1,1,0,Flyweight,SUB,1,3:08
UFC Fight Night: Joanna vs. Waterson,"October 12, 2019","Tampa, Florida, USA",,Marlon Vera,Andre Ewell,0,0,80,50,0,0,2,0,Bantamweight,KO/TKO,3,3:17
UFC Fight Night: Joanna vs. Waterson,"October 12, 2019","Tampa, Florida, USA",,Miguel Baeza,Hector Aldana,1,0,35,8,1,0,0,0,Welterweight,KO/TKO,2,2:32
UFC Fight Night: Joanna vs. Waterson,"October 12, 2019","Tampa, Florida, USA",,Marvin Vettori,Andrew Sanchez,0,0,85,39,0,0,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Joanna vs. Waterson,"October 12, 2019","Tampa, Florida, USA",,JJ Aldrich,Lauren Mueller,0,0,74,54,1,1,0,0,Women's Flyweight,U-DEC,3,5:00
UFC 244: Masvidal vs. Diaz,"November 02, 2019","New York City, New York, USA",,Jorge Masvidal,Nate Diaz,2,0,112,43,1,0,0,0,Welterweight,KO/TKO,3,5:00
UFC 244: Masvidal vs. Diaz,"November 02, 2019","New York City, New York, USA",,Darren Till,Kelvin Gastelum,0,0,36,40,1,1,0,0,Middleweight,S-DEC,3,5:00
UFC 244: Masvidal vs. Diaz,"November 02, 2019","New York City, New York, USA",,Stephen Thompson,Vicente Luque,1,0,138,77,0,0,0,0,Welterweight,U-DEC,3,5:00
UFC 244: Masvidal vs. Diaz,"November 02, 2019","New York City, New York, USA",,Derrick Lewis,Blagoy Ivanov,0,0,31,20,1,3,0,1,Heavyweight,S-DEC,3,5:00
UFC 244: Masvidal vs. Diaz,"November 02, 2019","New York City, New York, USA",,Kevin Lee,Gregor Gillespie,1,0,21,9,0,0,0,0,Lightweight,KO/TKO,1,2:47
UFC 244: Masvidal vs. Diaz,"November 02, 2019","New York City, New York, USA",,Corey Anderson,Johnny Walker,1,0,22,1,1,0,0,0,Light Heavyweight,KO/TKO,1,2:07
UFC 244: Masvidal vs. Diaz,"November 02, 2019","New York City, New York, USA",,Shane Burgos,Makwan Amirkhani,1,0,105,22,0,3,0,1,Featherweight,KO/TKO,3,4:32
UFC 244: Masvidal vs. Diaz,"November 02, 2019","New York City, New York, USA",,Edmen Shahbazyan,Brad Tavares,2,0,14,3,0,0,0,0,Middleweight,KO/TKO,1,2:27
UFC 244: Masvidal vs. Diaz,"November 02, 2019","New York City, New York, USA",,Jairzinho Rozenstruik,Andrei Arlovski,1,0,5,4,0,0,0,0,Heavyweight,KO/TKO,1,0:29
UFC 244: Masvidal vs. Diaz,"November 02, 2019","New York City, New York, USA",,Katlyn Cerminara,Jennifer Maia,0,0,73,58,0,1,0,0,Women's Flyweight,U-DEC,3,5:00
UFC 244: Masvidal vs. Diaz,"November 02, 2019","New York City, New York, USA",,Lyman Good,Chance Rencountre,1,0,68,23,0,0,0,0,Welterweight,KO/TKO,3,2:03
UFC 244: Masvidal vs. Diaz,"November 02, 2019","New York City, New York, USA",,Hakeem Dawodu,Julio Arce,0,0,55,32,0,1,0,0,Featherweight,S-DEC,3,5:00
UFC Fight Night: Blachowicz vs. Jacare,"November 16, 2019","Sao Paulo, Sao Paulo, Brazil",,Jan Blachowicz,Jacare Souza,0,0,71,20,0,0,0,0,Light Heavyweight,S-DEC,5,5:00
UFC Fight Night: Blachowicz vs. Jacare,"November 16, 2019","Sao Paulo, Sao Paulo, Brazil",,Mauricio Rua,Paul Craig,0,0,25,51,1,1,0,1,Light Heavyweight,S-DEC,3,5:00
UFC Fight Night: Blachowicz vs. Jacare,"November 16, 2019","Sao Paulo, Sao Paulo, Brazil",,Charles Oliveira,Jared Gordon,1,0,10,7,0,0,0,0,Lightweight,KO/TKO,1,1:26
UFC Fight Night: Blachowicz vs. Jacare,"November 16, 2019","Sao Paulo, Sao Paulo, Brazil",,Andre Muniz,Antonio Arroyo,0,0,22,29,3,1,2,0,Middleweight,U-DEC,3,5:00
