,Event,Date,Location,W/L 1,Fighter 1,Fighter 2,Weight class,Stance 1,Career W 1,Career L 1,born_year 1,W 1,L 1,Num Fights 1,W Perc 1,Sig Strikes 1,Sig Str % 1,Sig Strikes Opp 1,Sig Str % Opp 1,Strikes 1,Str % 1,Strikes Opp 1,Str % Opp 1,TD 1,TD % 1,TD Opp 1,TD % Opp 1,KD Total 1,KD Total Opp 1,DEC 1,KO 1,SUB 1,DEC Opp 1,KO Opp 1,SUB Opp 1,CTRL Total 1,CTRL Total Opp 1,Time Total 1,Streak 1,Ht Diff 1,Reach Diff 1,Age 1,Career Fights 1,Career W Perc 1,W 2,L 2,Num Fights 2,W Perc 2,Sig Strikes 2,Sig Str % 2,Sig Strikes Opp 2,Sig Str % Opp 2,Strikes 2,Str % 2,Strikes Opp 2,Str % Opp 2,TD 2,TD % 2,TD Opp 2,TD % Opp 2,KD Total 2,KD Total Opp 2,DEC 2,KO 2,SUB 2,DEC Opp 2,KO Opp 2,SUB Opp 2,CTRL Total 2,CTRL Total Opp 2,Time Total 2,Streak 2,Career W 2,Career L 2,Career Fights 2,Career W Perc 2,Ht Diff 2,Reach Diff 2,Age 2,Stance 2,born_year 2
5498,UFC 204: Bisping vs. Henderson,2016-10-08 00:00:00,"Manchester, England, United Kingdom",,Albert Tumenov,Leon Edwards,Welterweight,Orthodox,18,3,1991,5,2,7,71,218,21.456692913385826,261,22.3267750213858,248,23.134328358208954,287,23.67986798679868,3,15.0,4,36.36363636363637,2,3,2,3,0,1,0,1,486,353,3669,-1,-3,-1,25,21.0,85.71428571428571,3,2,5,60,119,24.843423799582464,112,15.864022662889518,206,37.591240875912405,331,43.55263157894737,2,28.57142857142857,13,34.21052631578947,1,1,2,1,0,2,0,0,751,1535,3608,1,11,3,14.0,78.57142857142857,3,1,25,Southpaw,1991
5499,UFC 174: Johnson vs Bagautinov,2014-06-14 00:00:00,"Vancouver, British Columbia, Canada",win,Jason Saggo,Josh Shockley,Lightweight,Orthodox,9,1,1985,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,29,10.0,90.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,13.0,84.61538461538461,2,0,25,Orthodox,1989
5500,UFC Fight Night: MacDonald vs Saffiedine,2014-10-04 00:00:00,"Halifax, Nova Scotia, Canada",,Jason Saggo,Paul Felder,Lightweight,Orthodox,10,1,1985,1,0,1,100,10,41.66666666666667,6,50.0,29,42.028985507246375,13,40.625,2,66.66666666666666,0,0.0,0,0,0,1,0,0,0,0,221,33,297,1,0,1,29,11.0,90.9090909090909,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8.0,100.0,0,-1,30,Orthodox,1984
5501,UFC Fight Night: MacDonald vs Thompson,2016-06-18 00:00:00,"Ottawa, Ontario, Canada",win,Jason Saggo,Leandro Silva,Lightweight,Orthodox,11,2,1985,2,1,3,66,81,27.27272727272727,36,22.22222222222222,132,37.39376770538244,60,36.144578313253014,3,75.0,7,41.17647058823529,0,1,0,2,0,1,0,0,583,513,1468,1,2,-1,31,13.0,84.61538461538461,3,2,5,60,132,25.631067961165048,129,20.093457943925234,249,40.42207792207792,232,31.140939597315437,10,33.33333333333333,8,42.10526315789473,0,0,2,0,1,2,0,0,1080,1045,3855,3,20,4,24.0,83.33333333333334,-2,1,31,Orthodox,1985
5502,UFC Fight Night: Rockhold vs. Branch,2017-09-16 00:00:00,"Pittsburgh, Pennsylvania, USA",,Jason Saggo,Gilbert Burns,Lightweight,Orthodox,12,3,1985,3,2,5,60,171,22.89156626506024,102,22.566371681415927,300,33.222591362126245,164,29.71014492753623,8,72.72727272727273,9,40.909090909090914,0,1,1,2,0,2,0,0,1132,586,3268,-1,1,0,32,15.0,80.0,4,2,6,66,225,23.834745762711865,165,20.245398773006134,304,27.142857142857142,183,19.530416221985057,11,52.38095238095239,5,25.0,2,0,1,0,3,2,0,0,857,596,4148,-1,11,2,13.0,84.61538461538461,-1,0,31,Orthodox,1986
5503,UFC 172: Jones vs Teixeira,2014-04-26 00:00:00,"Baltimore, Maryland, USA",win,Chris Beal,Patrick Williams,Bantamweight,Orthodox,8,2,1985,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-4,29,10.0,80.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10.0,70.0,1,4,33,Orthodox,1981
5504,UFC Fight Night: Jacare vs Mousasi,2014-09-05 00:00:00,"Ledyard, Connecticut, USA",win,Chris Beal,Tateki Matsuda,Bantamweight,Orthodox,9,2,1985,1,0,1,100,19,38.775510204081634,14,40.0,19,19.19191919191919,15,20.833333333333336,0,0.0,2,66.66666666666666,1,0,0,1,0,0,0,0,4,36,411,1,0,0,29,11.0,81.81818181818183,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,19.0,68.42105263157895,0,0,28,Orthodox,1986
5505,UFC on FOX: Gustafsson vs Johnson,2015-01-24 00:00:00,"Stockholm, Sweden",,Chris Beal,Neil Seery,Flyweight,Orthodox,10,2,1985,2,0,2,100,64,28.82882882882883,55,30.05464480874317,85,23.224043715846996,85,26.153846153846157,3,75.0,2,50.0,1,0,1,1,0,0,0,0,332,148,1311,2,3,5,30,12.0,83.33333333333334,1,1,2,50,107,27.864583333333332,89,19.646799116997794,117,21.869158878504674,140,23.64864864864865,2,66.66666666666666,6,24.0,1,0,1,0,0,1,0,0,144,543,1800,1,14,10,24.0,58.333333333333336,-3,-5,36,Orthodox,1979
5506,UFC Fight Night: Holloway vs Oliveira,2015-08-23 00:00:00,"Saskatoon, Saskatchewan, Canada",,Chris Beal,Chris Kelades,Flyweight,Orthodox,10,3,1985,2,1,3,66,103,20.55888223552894,111,23.270440251572328,146,22.087745839636913,191,28.046989720998532,5,62.5,3,42.857142857142854,1,0,1,1,0,1,0,0,615,195,2211,-1,0,1,30,13.0,76.92307692307693,1,1,2,50,30,22.55639097744361,69,28.63070539419087,83,49.112426035502956,133,43.89438943894389,3,42.857142857142854,7,63.63636363636363,0,0,1,0,0,0,0,1,426,1075,1676,-1,8,2,10.0,80.0,0,-1,34,Orthodox,1981
5507,UFC Fight Night: MacDonald vs Thompson,2016-06-18 00:00:00,"Ottawa, Ontario, Canada",,Chris Beal,Joe Soto,Bantamweight,Orthodox,10,4,1985,2,2,4,50,150,19.379844961240313,161,20.37974683544304,229,24.810400866738895,281,29.42408376963351,7,58.333333333333336,4,25.0,1,0,1,1,0,2,0,0,962,355,3111,-2,1,4,31,14.0,71.42857142857143,0,3,3,0,135,20.30075187969925,223,21.36015325670498,149,17.185697808535178,255,21.573604060913706,3,27.27272727272727,3,50.0,2,1,0,0,0,1,2,0,314,126,2337,-3,15,5,20.0,75.0,-1,-4,29,Orthodox,1987
5508,UFC Fight Night: Henderson vs Khabilov,2014-06-07 00:00:00,"Albuquerque, New Mexico, USA",win,Patrick Cummins,Roger Narvaez,Light Heavyweight,Orthodox,4,1,1980,0,1,1,0,8,36.36363636363637,18,48.64864864864865,8,18.181818181818183,20,26.31578947368421,0,0.0,0,0.0,0,1,0,0,0,0,1,0,0,9,79,-1,-1,0,34,5.0,80.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,8.0,87.5,1,0,31,Southpaw,1983
5509,UFC Fight Night: Machida vs Dollaway,2014-12-20 00:00:00,"Barueri, Sao Paulo, Brazil",win,Patrick Cummins,Antonio Carlos Junior,Light Heavyweight,Orthodox,6,1,1980,2,1,3,66,62,24.124513618677042,94,37.6,79,23.099415204678362,139,32.629107981220656,3,33.33333333333333,10,58.82352941176471,0,1,1,1,0,0,1,0,251,583,1427,2,0,-3,34,7.0,85.71428571428571,1,0,1,100,21,44.680851063829785,19,27.142857142857142,103,56.284153005464475,33,21.29032258064516,0,0.0,5,83.33333333333334,0,0,1,0,0,0,0,0,120,511,900,1,5,0,5.0,100.0,0,3,24,Orthodox,1990
5510,UFC 210: Cormier vs. Johnson 2,2017-04-08 00:00:00,"Buffalo, New York, USA",win,Patrick Cummins,Jan Blachowicz,Light Heavyweight,Orthodox,8,4,1980,4,4,8,50,156,20.365535248041773,307,23.891050583657588,184,22.885572139303484,476,35.25925925925926,9,40.909090909090914,22,53.65853658536586,0,3,2,2,0,0,4,0,433,1717,3930,-2,0,-2,37,12.0,66.66666666666666,2,3,5,40,193,21.734234234234233,224,27.151515151515156,332,32.77393879565646,415,40.448343079922026,4,44.44444444444444,9,75.0,0,0,1,1,0,3,0,0,866,1519,3718,-1,19,5,24.0,79.16666666666666,0,2,34,Orthodox,1983
5511,UFC Fight Night: Barboza vs. Lee,2018-04-21 00:00:00,"Atlantic City, New Jersey, USA",,Patrick Cummins,Corey Anderson,Light Heavyweight,Orthodox,10,4,1980,6,4,10,60,315,24.822695035460992,432,24.545454545454547,385,26.424159231297185,629,31.928934010152282,13,30.23255813953488,23,53.48837209302325,0,4,4,2,0,0,4,0,1078,1789,5730,2,-1,-3,38,14.0,71.42857142857143,6,4,10,60,397,21.016410799364742,402,20.3750633552965,620,31.376518218623485,549,27.057663873829473,24,52.17391304347826,11,44.0,0,4,4,2,0,1,3,0,1909,1183,6745,-2,10,4,14.0,71.42857142857143,1,3,29,Orthodox,1989
5512,UFC Fight Night: Oezdemir vs. Smith,2018-10-27 00:00:00,"Moncton, New Brunswick, Canada",,Patrick Cummins,Misha Cirkunov,Light Heavyweight,Orthodox,10,5,1980,6,5,11,54,346,22.236503856041132,496,23.743417903303015,429,25.704014379868184,728,32.34118169702354,13,29.545454545454547,35,62.5,0,4,4,2,0,1,4,0,1108,2271,6630,-1,-1,-1,38,15.0,66.66666666666666,4,2,6,66,146,23.28548644338118,72,16.179775280898877,241,35.809806835066865,82,17.558886509635975,8,53.333333333333336,3,60.0,0,1,0,1,3,0,2,0,480,124,1826,-2,13,4,17.0,76.47058823529412,1,1,31,Orthodox,1987
5513,UFC Fight Night: Bisping vs Leites,2015-07-18 00:00:00,"Glasgow, Scotland, United Kingdom",,Hans Stringer,Ilir Latifi,Light Heavyweight,Orthodox,22,7,1987,1,1,2,50,69,30.396475770925107,72,27.906976744186046,154,47.82608695652174,172,47.12328767123288,6,54.54545454545454,1,12.5,0,0,1,0,0,0,1,0,538,455,1446,-1,5,0,28,29.0,75.86206896551724,2,2,4,50,47,15.161290322580644,83,25.85669781931464,52,15.709969788519636,84,25.688073394495415,2,50.0,1,100.0,0,0,0,1,1,1,1,0,40,115,1327,-1,10,4,14.0,71.42857142857143,-5,0,33,Orthodox,1982
5514,UFC 183: Silva vs Diaz,2015-01-31 00:00:00,"Las Vegas, Nevada, USA",win,Thiago Santos,Andy Enz,Middleweight,Orthodox,9,3,1984,1,2,3,33,44,33.08270676691729,52,33.33333333333333,48,18.045112781954884,53,19.702602230483272,0,0.0,1,100.0,0,1,0,1,0,1,0,1,63,26,1000,-1,-1,-2,31,12.0,75.0,0,2,2,0,111,16.347569955817377,150,26.408450704225352,120,13.071895424836603,159,21.428571428571427,0,0.0,5,41.66666666666667,0,1,0,0,0,2,0,0,0,249,1800,-2,10,3,13.0,76.92307692307693,1,2,24,Orthodox,1991
5515,UFC Fight Night: Machida vs Romero,2015-06-27 00:00:00,"Hollywood, Florida, USA",win,Thiago Santos,Steve Bosse,Middleweight,Orthodox,10,3,1984,2,2,4,50,64,21.052631578947366,53,17.845117845117844,69,20.11661807580175,54,16.615384615384617,0,0.0,1,100.0,1,1,0,2,0,1,0,1,70,26,1116,1,3,4,31,13.0,76.92307692307693,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,11.0,90.9090909090909,-3,-4,34,Orthodox,1981
5516,UFC Fight Night: Namajunas vs. VanZant,2015-12-10 00:00:00,"Las Vegas, Nevada, USA",win,Thiago Santos,Elias Theodorou,Middleweight,Orthodox,11,3,1984,3,2,5,60,67,19.30835734870317,53,16.257668711656443,72,20.51282051282051,54,16.51376146788991,0,0.0,1,100.0,2,1,0,3,0,1,0,1,71,26,1145,2,1,1,31,14.0,78.57142857142857,3,0,3,100,95,20.43010752688172,105,27.77777777777778,177,29.5,144,33.64485981308411,7,46.666666666666664,7,77.77777777777779,0,0,1,2,0,0,0,0,728,394,2028,3,11,0,11.0,100.0,-1,-1,27,Orthodox,1988
5517,UFC Fight Night: Cyborg vs. Lansberg,2016-09-24 00:00:00,"Brasilia, Distrito Federal, Brazil",,Thiago Santos,Eric Spicely,Middleweight,Orthodox,13,4,1984,5,3,8,62,116,18.325434439178515,133,22.93103448275862,137,21.207430340557277,183,28.818897637795278,1,6.25,4,80.0,4,2,1,4,0,1,1,1,507,208,2536,-1,1,3,32,17.0,76.47058823529412,0,1,1,0,8,53.333333333333336,7,77.77777777777779,13,37.142857142857146,8,42.10526315789473,0,0.0,0,0.0,0,0,0,0,0,0,0,1,20,74,163,-1,10,2,12.0,83.33333333333334,-1,-3,30,Orthodox,1986
5518,UFC Fight Night: Lewis vs. Browne,2017-02-19 00:00:00,"Halifax, Nova Scotia, Canada",win,Thiago Santos,Jack Marshman,Middleweight,Orthodox,13,5,1984,5,4,9,55,121,18.501529051987767,135,20.96273291925466,144,21.686746987951807,187,28.549618320610687,2,11.11111111111111,4,80.0,4,2,1,4,0,1,1,2,589,273,2714,-2,2,3,33,18.0,72.22222222222221,1,0,1,100,36,43.373493975903614,42,46.15384615384615,78,35.61643835616438,50,25.252525252525253,3,100.0,0,0.0,0,2,0,1,0,0,0,0,270,13,520,1,21,5,26.0,80.76923076923077,-2,-3,28,Orthodox,1989
5519,UFC 213: Romero vs. Whittaker,2017-07-08 00:00:00,"Las Vegas, Nevada, USA",win,Thiago Santos,Gerald Meerschaert,Middleweight,Orthodox,14,5,1984,6,4,10,60,127,17.887323943661972,162,22.31404958677686,155,20.367936925098554,219,27.306733167082292,2,11.11111111111111,5,71.42857142857143,5,3,1,5,0,1,1,2,593,373,3155,1,1,-1,33,19.0,73.68421052631578,2,0,2,100,8,17.02127659574468,17,20.98765432098765,11,19.642857142857142,28,28.865979381443296,1,100.0,1,33.33333333333333,0,0,0,0,2,0,0,0,39,143,346,2,28,8,36.0,77.77777777777779,-1,1,30,Southpaw,1987
5520,UFC Fight Night: Brunson vs. Machida,2017-10-28 00:00:00,"Sao Paulo, Sao Paulo, Brazil",win,Thiago Santos,Jack Hermansson,Middleweight,Orthodox,15,5,1984,7,4,11,63,187,21.34703196347032,177,21.299638989169676,220,22.066198595787363,234,27.209302325581397,2,11.11111111111111,8,53.333333333333336,5,3,1,6,0,1,1,2,726,443,3579,2,1,-1,33,20.0,75.0,3,1,4,75,74,18.316831683168317,137,29.148936170212764,102,25.0,183,34.205607476635514,1,25.0,3,37.5,0,0,1,2,0,0,0,1,205,429,1681,2,16,3,19.0,84.21052631578947,-1,1,29,Orthodox,1988
5521,UFC Fight Night: Machida vs. Anders,2018-02-03 00:00:00,"Belem, Para, Brazil",win,Thiago Santos,Anthony Smith,Middleweight,Orthodox,16,5,1984,8,4,12,66,215,19.981412639405207,182,20.495495495495494,249,21.53979238754325,239,26.091703056768562,2,11.11111111111111,8,47.05882352941176,6,3,1,7,0,1,1,2,729,478,3878,3,-2,0,34,21.0,76.19047619047619,4,2,6,66,238,26.356589147286826,246,23.20754716981132,277,26.634615384615383,441,37.43633276740238,3,37.5,11,55.00000000000001,1,2,1,3,0,1,0,1,665,1042,4004,3,29,12,41.0,70.73170731707317,2,0,30,Orthodox,1988
5522,UFC Fight Night: Marreta vs. Anders,2018-09-22 00:00:00,"Sao Paulo, Sao Paulo, Brazil",win,Thiago Santos,Eryk Anders,Light Heavyweight,Orthodox,18,6,1984,10,5,15,66,356,22.893890675241156,228,21.734985700667302,424,24.62253193960511,338,29.163071613459877,5,19.230769230769234,9,40.909090909090914,8,4,2,8,0,1,2,2,1505,600,5291,1,1,1,34,24.0,75.0,3,1,4,75,167,26.80577849117175,158,29.75517890772128,211,29.305555555555557,182,27.701674277016743,5,29.411764705882355,5,41.66666666666667,2,1,1,2,0,1,0,0,770,323,3456,1,11,1,12.0,91.66666666666666,-1,-1,31,Southpaw,1987
5523,UFC Fight Night: Blachowicz vs. Santos,2019-02-23 00:00:00,"Prague, Czech Republic",win,Thiago Santos,Jan Blachowicz,Light Heavyweight,Orthodox,20,6,1984,12,5,17,70,483,23.187710033605377,302,22.05989773557341,569,26.73872180451128,437,29.80900409276944,6,20.689655172413794,16,45.714285714285715,8,6,2,10,0,1,2,2,1762,1033,6532,3,0,-2,35,26.0,76.92307692307693,6,4,10,60,352,19.977298524404084,463,21.901608325449384,552,30.75208913649025,765,35.515320334261844,7,46.666666666666664,18,50.0,1,2,3,1,2,4,0,0,1416,2445,7361,4,23,6,29.0,79.3103448275862,0,2,36,Orthodox,1983
5524,UFC 259: Blachowicz vs. Adesanya,2021-03-06 00:00:00,"Las Vegas, Nevada, USA",,Thiago Santos,Aleksandar Rakic,Light Heavyweight,Orthodox,21,8,1984,13,7,20,65,592,22.518067706352223,453,23.61835245046924,780,27.767888928444286,629,31.031080414405526,10,27.027027027027028,17,45.94594594594595,8,8,2,11,0,2,2,3,2310,1119,9380,-2,-2,-2,37,29.0,72.41379310344827,5,1,6,83,141,23.697478991596636,290,22.376543209876544,217,33.48765432098765,632,43.43642611683849,3,10.714285714285714,3,60.0,1,4,3,2,0,1,0,0,340,1586,3892,1,13,2,15.0,86.66666666666667,2,2,29,Orthodox,1992
5525,UFC Fight Night: Santos vs. Walker,2021-10-02 00:00:00,"Las Vegas, Nevada, USA",win,Thiago Santos,Johnny Walker,Light Heavyweight,Orthodox,21,9,1984,13,8,21,61,628,21.670117322291237,502,23.634651600753294,830,27.657447517494166,690,30.900134348410212,10,25.64102564102564,17,44.73684210526316,8,8,2,11,0,3,2,3,2462,1119,10280,-3,-4,-6,37,30.0,70.0,4,2,6,66,84,29.8932384341637,80,26.4026402640264,172,54.6031746031746,141,44.20062695924764,3,37.5,3,75.0,1,5,0,4,0,1,1,0,748,281,1358,1,18,5,23.0,78.26086956521739,4,6,29,Orthodox,1992
5526,UFC Fight Night: Santos vs. Hill,2022-08-06 00:00:00,"Las Vegas, Nevada, USA",,Thiago Santos,Jamahal Hill,Light Heavyweight,Orthodox,22,10,1984,14,9,23,60,750,22.281639928698752,610,23.185100722158875,988,27.776215912285636,819,29.34432103188821,11,26.190476190476193,17,44.73684210526316,8,9,3,11,0,4,2,3,2677,1136,13280,-1,-2,-3,38,32.0,68.75,4,1,5,80,156,22.90748898678414,132,25.384615384615383,160,22.6628895184136,154,28.51851851851852,0,0.0,6,60.0,0,2,1,3,0,0,1,0,77,161,1759,2,10,1,11.0,90.9090909090909,2,3,31,Southpaw,1991
5527,UFC 169: Barao vs Faber 2,2014-02-01 00:00:00,"Newark, New Jersey, USA",win,Rashid Magomedov,Anthony Rocco Martin,Lightweight,Orthodox,15,1,1984,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-3,30,16.0,93.75,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8.0,100.0,3,3,25,Orthodox,1989
5528,UFC Fight Night: Belfort vs Henderson 3,2015-11-07 00:00:00,"Sao Paulo, Sao Paulo, Brazil",win,Rashid Magomedov,Gilbert Burns,Lightweight,Orthodox,18,1,1984,3,0,3,100,111,25.754060324825982,200,30.349013657056144,123,22.363636363636363,240,28.880866425992778,1,8.333333333333332,1,50.0,0,3,2,1,0,0,0,0,470,231,2697,3,-1,-1,31,19.0,94.73684210526315,3,0,3,100,65,19.287833827893174,77,19.395465994962215,124,30.541871921182267,93,19.49685534591195,3,42.857142857142854,2,20.0,0,0,1,0,2,0,0,0,638,424,2051,3,10,0,10.0,100.0,1,1,29,Orthodox,1986
5529,UFC Fight Night: Miocic vs Maldonado,2014-05-31 00:00:00,"Sao Paulo, Brazil",win,Ricardo Abreu,Wagner Silva,Middleweight,Orthodox,4,0,1984,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,30,4.0,100.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7.0,85.71428571428571,1,0,27,Orthodox,1987
5530,UFC Fight Night: Boetsch vs Henderson,2015-06-06 00:00:00,"New Orleans, Louisiana, USA",,Ricardo Abreu,Jake Collier,Middleweight,Orthodox,5,0,1984,1,0,1,100,33,32.67326732673268,17,32.69230769230769,43,20.28301886792453,20,18.51851851851852,0,0.0,0,0.0,2,0,0,0,1,0,0,0,75,0,366,1,-4,0,31,5.0,100.0,0,1,1,0,15,42.857142857142854,14,66.66666666666666,22,27.848101265822784,19,40.42553191489361,2,66.66666666666666,0,0.0,0,0,0,0,0,0,1,0,184,1,299,-1,8,2,10.0,80.0,4,0,27,Orthodox,1988
5531,UFC Fight Night: Miocic vs Maldonado,2014-05-31 00:00:00,"Sao Paulo, Brazil",win,Pedro Munhoz,Matt Hobar,Bantamweight,Orthodox,10,1,1986,0,1,1,0,33,33.0,100,48.54368932038835,41,19.617224880382775,116,26.91415313225058,0,0.0,3,100.0,0,0,0,0,0,1,0,0,0,124,900,-1,-4,-5,28,11.0,90.9090909090909,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,9.0,88.88888888888889,4,5,27,Southpaw,1987
5532,UFC Fight Night: Belfort vs Henderson 3,2015-11-07 00:00:00,"Sao Paulo, Sao Paulo, Brazil",,Pedro Munhoz,Jimmie Rivera,Bantamweight,Orthodox,11,1,1986,1,1,2,50,57,22.61904761904762,107,23.362445414847162,68,22.818791946308725,123,25.36082474226804,2,66.66666666666666,3,100.0,0,0,0,1,0,1,0,0,31,140,1067,1,2,-3,29,12.0,91.66666666666666,1,0,1,100,9,52.94117647058824,15,55.55555555555556,9,26.47058823529412,15,27.77777777777778,0,0.0,0,0.0,0,1,0,1,0,0,0,0,0,1,89,1,17,1,18.0,94.44444444444444,-2,3,26,Orthodox,1989
5533,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28 00:00:00,"Stockholm, Sweden",win,Pedro Munhoz,Damian Stasiak,Bantamweight,Orthodox,13,2,1986,3,2,5,60,199,21.467098166127293,231,23.007968127490038,212,21.07355864811133,248,22.423146473779383,2,20.0,5,38.46153846153847,0,0,0,1,2,2,0,0,56,176,2510,2,1,-5,31,15.0,86.66666666666667,2,1,3,66,53,26.903553299492383,26,27.368421052631582,116,40.0,37,26.056338028169012,4,100.0,7,53.84615384615385,0,0,0,0,2,1,0,0,722,520,1812,2,10,3,13.0,76.92307692307693,-1,5,27,Orthodox,1990
5534,UFC Fight Night: Brunson vs. Machida,2017-10-28 00:00:00,"Sao Paulo, Sao Paulo, Brazil",win,Pedro Munhoz,Rob Font,Bantamweight,Orthodox,14,2,1986,4,2,6,66,264,22.817631806395852,275,21.877486077963404,284,21.59695817490494,292,20.738636363636363,5,25.0,7,36.84210526315789,0,0,1,1,2,2,0,0,203,189,3410,3,-2,-6,31,16.0,87.5,4,1,5,80,198,26.61290322580645,149,20.0,217,24.164810690423163,183,21.70818505338078,4,30.76923076923077,4,80.0,2,1,0,3,1,1,0,0,343,194,2395,2,14,2,16.0,87.5,2,6,30,Orthodox,1987
5535,UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04 00:00:00,"Los Angeles, California, USA",win,Pedro Munhoz,Brett Johns,Bantamweight,Orthodox,15,3,1986,5,3,8,62,353,22.299431459254578,381,22.04861111111111,377,21.43263217737351,398,20.81589958158996,6,27.27272727272727,7,35.0,0,0,1,1,3,3,0,0,267,194,4553,-1,-1,-6,32,18.0,83.33333333333334,3,1,4,75,132,19.555555555555557,171,24.289772727272727,355,44.7103274559194,240,27.11864406779661,15,57.692307692307686,3,33.33333333333333,0,0,2,0,1,1,0,0,1680,91,2730,-1,15,1,16.0,93.75,1,6,26,Orthodox,1992
5536,UFC 235: Jones vs. Smith,2019-03-02 00:00:00,"Las Vegas, Nevada, USA",win,Pedro Munhoz,Cody Garbrandt,Bantamweight,Orthodox,17,3,1986,7,3,10,70,505,21.452846219201362,474,20.537261698440208,575,23.799668874172188,501,21.255833686890114,6,23.076923076923077,7,22.58064516129032,4,0,2,2,3,3,0,0,540,277,5612,2,-2,0,33,20.0,85.0,6,2,8,75,265,16.836086404066073,251,20.09607686148919,285,17.625231910946194,268,20.195930670685758,3,18.75,2,28.57142857142857,5,8,2,4,0,0,2,0,90,103,4480,-2,11,2,13.0,84.61538461538461,2,0,28,Orthodox,1991
5537,UFC 238: Cejudo vs. Moraes,2019-06-08 00:00:00,"Chicago, Illinois, USA",,Pedro Munhoz,Aljamain Sterling,Bantamweight,Orthodox,18,3,1986,8,3,11,72,526,21.24394184168013,499,20.757071547420967,596,23.501577287066247,529,21.54786150712831,6,23.076923076923077,7,21.875,4,1,2,3,3,3,0,0,544,298,5904,3,-1,-6,33,21.0,85.71428571428571,9,3,12,75,433,19.25300133392619,411,20.44776119402985,739,31.50042625745951,744,33.57400722021661,17,39.53488372093023,17,35.41666666666667,0,3,5,1,3,2,1,0,1951,2870,9008,3,17,3,20.0,85.0,1,6,30,Orthodox,1989
5538,UFC Fight Night: Rozenstruik vs. Gane,2021-02-27 00:00:00,"Las Vegas, Nevada, USA",win,Pedro Munhoz,Jimmie Rivera,Bantamweight,Orthodox,18,5,1986,8,5,13,61,766,22.312845907369645,839,23.94406392694064,839,22.10221285563751,870,22.57394914374676,8,23.52941176470588,7,17.94871794871795,4,1,2,3,3,5,0,0,567,298,8304,-2,2,-3,35,23.0,78.26086956521739,7,3,10,70,482,21.084864391951005,446,19.527145359019265,564,23.305785123966942,519,21.69732441471572,5,15.151515151515152,4,22.22222222222222,5,1,6,1,0,2,1,0,443,634,7322,1,23,4,27.0,85.18518518518519,-2,3,32,Orthodox,1989
5539,UFC 292: Sterling vs. O'Malley,2023-08-19 00:00:00,"Boston, Massachusetts, USA",,Pedro Munhoz,Marlon Vera,Bantamweight,Orthodox,20,7,1986,10,7,17,58,1098,20.85074060007596,1169,22.63749031758327,1187,21.763843050971765,1207,22.777882619362146,9,20.454545454545457,8,17.77777777777778,5,2,4,3,3,7,0,0,760,318,11904,1,-2,-5,37,27.0,74.07407407407408,14,7,21,66,1267,25.239043824701195,1183,23.046951100720825,1546,28.640237124861063,1510,28.436911487758948,21,36.206896551724135,12,28.57142857142857,6,6,3,7,4,7,0,0,2736,2760,16121,-1,22,8,30.0,73.33333333333333,2,5,31,Switch,1992
