,Event,Date,Location,W/L 1,Fighter 1,Fighter 2,Weight class,Stance 1,Career W 1,Career L 1,born_year 1,W 1,L 1,Num Fights 1,W Perc 1,Sig Strikes 1,Sig Str % 1,Sig Strikes Opp 1,Sig Str % Opp 1,Strikes 1,Str % 1,Strikes Opp 1,Str % Opp 1,TD 1,TD % 1,TD Opp 1,TD % Opp 1,KD Total 1,KD Total Opp 1,DEC 1,KO 1,SUB 1,DEC Opp 1,KO Opp 1,SUB Opp 1,CTRL Total 1,CTRL Total Opp 1,Time Total 1,Streak 1,Ht Diff 1,Reach Diff 1,Age 1,Career Fights 1,Career W Perc 1,W 2,L 2,Num Fights 2,W Perc 2,Sig Strikes 2,Sig Str % 2,Sig Strikes Opp 2,Sig Str % Opp 2,Strikes 2,Str % 2,Strikes Opp 2,Str % Opp 2,TD 2,TD % 2,TD Opp 2,TD % Opp 2,KD Total 2,KD Total Opp 2,DEC 2,KO 2,SUB 2,DEC Opp 2,KO Opp 2,SUB Opp 2,CTRL Total 2,CTRL Total Opp 2,Time Total 2,Streak 2,Career W 2,Career L 2,Career Fights 2,Career W Perc 2,Ht Diff 2,Reach Diff 2,Age 2,Stance 2,born_year 2
2205,UFC 129: St-Pierre vs Shields,2011-04-30 00:00:00,"Toronto, Ontario, Canada",win,Vladimir Matyushenko,Jason Brilz,Light Heavyweight,Orthodox,26,6,1971,6,3,9,66,171,14.818024263431543,152,15.702479338842975,529,44.00998336106489,474,48.318042813455655,17,38.63636363636363,9,34.61538461538461,0,2,4,2,0,1,2,0,1997,1595,5721,1,1,3,40,32.0,81.25,3,2,5,60,145,15.409139213602552,148,18.453865336658353,361,35.014548981571295,259,29.365079365079367,8,27.586206896551722,6,31.57894736842105,0,0,2,1,0,2,0,0,1423,760,4074,-1,22,4,26.0,84.61538461538461,-1,-3,36,Orthodox,1975
2206,UFC 141: Lesnar vs Overeem,2011-12-30 00:00:00,"Las Vegas, Nevada, USA",,Vladimir Matyushenko,Alexander Gustafsson,Light Heavyweight,Orthodox,27,6,1971,7,3,10,70,179,14.781172584640792,153,15.580448065173117,537,44.016393442622956,475,48.32146490335707,17,38.63636363636363,9,34.61538461538461,1,2,4,3,0,1,2,0,1999,1595,5741,2,-5,-5,40,33.0,81.81818181818183,4,1,5,80,48,22.966507177033492,77,23.19277108433735,77,31.557377049180328,141,32.3394495412844,2,14.285714285714285,3,33.33333333333333,1,2,0,2,2,0,0,1,293,527,1578,3,12,1,13.0,92.3076923076923,5,5,24,Orthodox,1987
2207,UFC on FOX: Johnson vs Dodson,2013-01-26 00:00:00,"Chicago, Illinois, USA",,Vladimir Matyushenko,Ryan Bader,Light Heavyweight,Orthodox,27,7,1971,7,4,11,63,189,15.229653505237712,158,15.943491422805248,551,43.48855564325177,482,48.10379241516966,17,38.63636363636363,9,34.61538461538461,2,2,4,3,0,1,3,0,2003,1595,5874,-1,-2,0,42,34.0,79.41176470588235,7,3,10,70,186,14.797136038186157,198,15.541601255886969,325,25.2133436772692,322,24.67432950191571,12,46.15384615384615,11,40.74074074074074,5,2,4,3,0,0,1,2,1188,1083,5613,-1,15,3,18.0,83.33333333333334,2,0,30,Orthodox,1983
2208,UFC 27: Ultimate Bad Boyz,2000-09-22 00:00:00,"New Orleans, Louisiana, USA",win,Yuki Kondo,Alexandre Dantas,Middleweight,Southpaw,59,31,1975,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,25,90.0,65.55555555555556,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,3,0,21,Orthodox,1979
2209,UFC 26: Ultimate Field Of Dreams,2000-06-09 00:00:00,"Cedar Rapids, Iowa, USA",win,Amaury Bitetti,Alex Andrade,Middleweight,Orthodox,4,2,--,0,1,1,0,2,40.0,46,77.96610169491525,24,68.57142857142857,82,52.22929936305732,0,0.0,1,100.0,0,0,0,0,0,0,1,0,0,0,570,-1,-2,0,0,6.0,66.66666666666666,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,14.0,71.42857142857143,2,0,26,Orthodox,1974
2210,UFC 26: Ultimate Field Of Dreams,2000-06-09 00:00:00,"Cedar Rapids, Iowa, USA",win,Tyrone Roberts,David Dodd,Middleweight,Orthodox,42,12,--,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,54.0,77.77777777777779,0,1,1,0,0,0.0,25,78.125,1,16.666666666666664,47,48.45360824742268,0,0.0,1,50.0,0,1,0,0,0,1,0,0,97,461,600,-1,4,6,10.0,40.0,5,0,27,Orthodox,1973
2211,UFC 42: Sudden Impact,2003-04-25 00:00:00,"Miami, Florida, USA",win,Hermes Franca,Richard Crunkilton,Lightweight,Orthodox,18,12,1974,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,29,30.0,60.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,22.0,86.36363636363636,1,0,24,Orthodox,1979
2212,UFC 46: Supernatural,2004-01-31 00:00:00,"Las Vegas, Nevada, USA",,Hermes Franca,Josh Thomson,Lightweight,Orthodox,20,12,1974,2,0,2,100,40,19.900497512437813,61,21.328671328671327,132,53.87755102040816,129,36.134453781512605,4,30.76923076923077,5,45.45454545454545,2,0,1,1,0,0,0,0,127,722,1366,2,-4,0,30,32.0,62.5,1,0,1,100,11,61.111111111111114,0,0.0,19,43.18181818181818,0,0.0,1,100.0,0,0.0,1,0,0,1,0,0,0,0,147,0,165,1,20,5,25.0,80.0,4,0,26,Orthodox,1978
2213,UFC 61: Bitter Rivals,2006-07-08 00:00:00,"Las Vegas, Nevada, USA",win,Hermes Franca,Joe Jordan,Catch Weight,Orthodox,20,14,1974,2,2,4,50,70,16.587677725118482,122,21.03448275862069,255,48.47908745247148,277,41.220238095238095,10,38.46153846153847,7,50.0,3,0,1,1,0,2,0,0,673,1258,3166,-2,0,0,32,34.0,58.82352941176471,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,49,13,62.0,79.03225806451613,0,0,28,Orthodox,1978
2214,UFC 62: Liddell vs Sobral,2006-08-26 00:00:00,"Las Vegas, Nevada, USA",win,Hermes Franca,Jamie Varner,Lightweight,Orthodox,21,14,1974,3,2,5,60,116,18.153364632237874,142,18.933333333333334,326,41.95624195624196,308,36.7103694874851,13,37.142857142857146,7,50.0,3,0,1,1,1,2,0,0,755,1325,3813,1,-2,0,32,35.0,60.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,23.0,78.26086956521739,2,0,22,Orthodox,1984
2215,UFC Fight Night: Evans vs Salmon,2007-01-25 00:00:00,"Hollywood, Florida, USA",win,Hermes Franca,Spencer Fisher,Lightweight,Orthodox,22,14,1974,4,2,6,66,138,16.767922235722963,160,16.93121693121693,423,44.620253164556964,349,32.49534450651769,14,37.83783783783784,16,55.172413793103445,3,0,1,1,2,2,0,0,824,1755,4624,2,-1,3,33,36.0,61.111111111111114,4,1,5,80,131,20.12288786482335,108,15.18987341772152,201,29.428989751098094,219,29.435483870967744,5,45.45454545454545,8,50.0,2,0,0,3,1,1,0,0,463,960,2464,2,19,2,21.0,90.47619047619048,1,-3,31,Southpaw,1976
2216,UFC: Silva vs Irvin,2008-07-19 00:00:00,"Las Vegas, Nevada, USA",,Hermes Franca,Frankie Edgar,Lightweight,Orthodox,23,15,1974,5,3,8,62,169,14.456800684345595,219,17.109375,539,43.18910256410257,616,40.28776978417266,16,38.095238095238095,32,66.66666666666666,4,0,1,2,2,3,0,0,1098,3101,6667,-1,0,3,34,38.0,60.526315789473685,3,1,4,75,154,20.8955223880597,69,15.401785714285715,338,41.37086903304773,111,21.26436781609195,17,53.125,12,57.14285714285714,0,0,2,1,0,1,0,0,1262,477,2995,-1,8,0,8.0,100.0,0,-3,27,Orthodox,1981
2217,UFC 90: Silva vs Cote,2008-10-25 00:00:00,"Rosemont, Illinois, USA",win,Hermes Franca,Marcus Aurelio,Lightweight,Orthodox,23,16,1974,5,4,9,55,187,14.541213063763609,288,17.550274223034734,602,43.6231884057971,740,40.83885209713024,16,38.095238095238095,42,71.1864406779661,4,0,1,2,2,4,0,0,1098,3829,7567,-2,-4,-3,34,39.0,58.97435897435898,2,2,4,50,86,17.659137577002053,142,23.785594639865998,165,28.01358234295416,226,27.427184466019416,1,9.090909090909092,3,60.0,1,2,0,1,1,2,0,0,178,600,2085,-1,22,8,30.0,73.33333333333333,4,3,35,Orthodox,1973
2218,UFC 103: Franklin vs Belfort,2009-09-19 00:00:00,"Dallas, Texas, USA",,Hermes Franca,Tyson Griffin,Lightweight,Orthodox,24,16,1974,6,4,10,60,247,16.444740346205062,328,17.118997912317326,667,40.94536525475752,795,39.047151277013754,16,38.095238095238095,43,63.23529411764706,4,0,2,2,2,4,0,0,1100,3939,8467,1,0,3,35,40.0,60.0,6,2,8,75,412,20.176297747306563,259,16.84005201560468,654,28.59641451683428,428,25.552238805970152,12,46.15384615384615,25,43.103448275862064,0,0,5,0,1,2,0,0,1428,1406,6410,1,14,4,18.0,77.77777777777779,0,-3,25,Orthodox,1984
2219,UFC 44: Undisputed,2003-09-26 00:00:00,"Las Vegas, Nevada, USA",win,Josh Thomson,Gerald Strebendt,Lightweight,Orthodox,19,5,1978,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,24.0,79.16666666666666,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15.0,60.0,-1,0,24,Orthodox,1979
2220,UFC on FOX: Henderson vs Melendez,2013-04-20 00:00:00,"San Jose, California, USA",win,Josh Thomson,Nate Diaz,Lightweight,Orthodox,21,6,1978,2,1,3,66,64,26.01626016260163,38,24.675324675324674,134,46.36678200692042,84,45.65217391304348,5,71.42857142857143,2,50.0,1,2,1,1,0,0,1,0,489,359,1337,-1,-2,-5,35,27.0,77.77777777777779,11,6,17,64,746,19.113502434025108,565,21.097834204630324,1244,30.61777012060054,851,28.975144705481785,23,35.9375,35,48.61111111111111,3,3,2,1,8,6,0,0,2388,3743,11333,-1,17,8,25.0,68.0,2,5,28,Southpaw,1985
2221,UFC on FOX: Henderson vs Thomson,2014-01-25 00:00:00,"Chicago, Illinois, USA",,Josh Thomson,Benson Henderson,Lightweight,Orthodox,22,6,1978,3,1,4,75,85,23.415977961432507,74,29.01960784313726,174,38.074398249452955,128,38.32335329341318,6,75.0,3,60.0,1,3,1,2,0,0,1,0,543,440,1861,1,1,1,36,28.0,78.57142857142857,7,1,8,87,369,19.82804943578721,398,16.22503057480636,528,28.115015974440894,682,27.389558232931726,19,38.775510204081634,16,45.714285714285715,1,2,7,0,0,0,0,1,1681,1902,8981,-1,20,5,25.0,80.0,-1,-1,31,Southpaw,1983
2222,UFC on FOX: Lawler vs Brown,2014-07-26 00:00:00,"San Jose, California, USA",,Josh Thomson,King Green,Lightweight,Orthodox,22,7,1978,3,2,5,60,104,20.19417475728155,120,28.235294117647058,207,35.08474576271187,242,40.947546531302876,10,52.63157894736842,7,77.77777777777779,1,3,1,2,0,1,1,0,1015,740,3361,-1,0,0,36,29.0,75.86206896551724,3,0,3,100,106,29.69187675070028,135,24.500907441016334,124,24.361493123772103,196,23.444976076555022,7,38.88888888888889,3,30.0,1,0,1,1,1,0,0,0,487,458,1995,3,22,4,26.0,84.61538461538461,0,0,28,Orthodox,1986
2223,UFC Fight Night: Mir vs Duffee,2015-07-15 00:00:00,"San Diego, California, USA",,Josh Thomson,Tony Ferguson,Lightweight,Orthodox,22,8,1978,3,3,6,50,163,22.29822161422709,165,23.20675105485232,270,30.82191780821918,287,34.5367027677497,10,47.61904761904761,7,50.0,1,3,1,2,0,2,1,0,1067,759,4261,-2,-1,-5,37,30.0,73.33333333333333,8,1,9,88,268,16.154309825195902,188,14.114114114114114,346,20.305164319248824,205,15.162721893491124,4,57.14285714285714,6,26.08695652173913,2,2,2,3,3,1,0,0,241,808,4308,5,19,3,22.0,86.36363636363636,1,5,31,Orthodox,1984
2224,UFC 44: Undisputed,2003-09-26 00:00:00,"Las Vegas, Nevada, USA",win,Nick Diaz,Jeremy Jackson,Welterweight,Southpaw,19,3,1983,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,22.0,86.36363636363636,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12.0,75.0,-3,0,21,Orthodox,1982
2225,UFC 49: Unfinished Business,2004-08-21 00:00:00,"Las Vegas, Nevada, USA",,Nick Diaz,Karo Parisyan,Welterweight,Southpaw,21,3,1983,2,0,2,100,39,18.932038834951456,25,12.254901960784313,121,41.86851211072664,89,32.96296296296296,6,42.857142857142854,0,0.0,1,0,0,1,1,0,0,0,452,208,1115,2,3,4,21,24.0,87.5,1,1,2,50,14,24.561403508771928,48,43.24324324324324,42,46.666666666666664,149,51.736111111111114,3,50.0,6,66.66666666666666,0,0,0,0,1,1,0,0,182,741,1132,-1,17,8,25.0,68.0,-3,-4,22,Orthodox,1982
2226,UFC 51: Super Saturday,2005-02-05 00:00:00,"Las Vegas, Nevada, USA",win,Nick Diaz,Drew Fickett,Welterweight,Southpaw,21,4,1983,2,1,3,66,76,19.437340153452684,52,14.899713467048711,242,41.724137931034484,137,30.242825607064017,7,43.75,9,60.0,1,0,0,1,1,1,0,0,530,622,2015,-1,3,6,22,25.0,84.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,38,18,56.0,67.85714285714286,-3,-6,26,Orthodox,1979
2227,UFC 53: Heavy Hitters,2005-06-04 00:00:00,"Atlantic City, New Jersey, USA",win,Nick Diaz,Koji Oishi,Welterweight,Southpaw,22,4,1983,3,1,4,75,89,14.638157894736842,55,11.930585683297181,378,49.67148488830486,141,29.746835443037973,7,41.17647058823529,9,60.0,1,0,0,2,1,1,0,0,676,723,2295,1,5,0,22,26.0,84.61538461538461,0,1,1,0,1,25.0,13,28.888888888888886,13,61.904761904761905,138,63.013698630136986,3,27.27272727272727,0,0.0,0,0,0,0,0,1,0,0,305,315,900,-1,25,9,34.0,73.52941176470588,-5,0,28,Orthodox,1977
2228,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,2005-11-05 00:00:00,"Las Vegas, Nevada, USA",,Nick Diaz,Diego Sanchez,Welterweight,Southpaw,23,4,1983,4,1,5,80,114,14.161490683229813,57,11.491935483870968,404,47.529411764705884,143,27.606177606177607,7,41.17647058823529,9,60.0,2,0,0,3,1,1,0,0,679,723,2379,2,3,4,22,27.0,85.18518518518519,2,0,2,100,49,46.22641509433962,5,29.411764705882355,66,34.375,8,34.78260869565217,4,50.0,0,0.0,0,0,0,2,0,0,0,0,409,23,585,2,14,0,14.0,100.0,-3,-4,24,Southpaw,1981
2229,UFC 57: Liddell vs Couture 3,2006-02-04 00:00:00,"Las Vegas, Nevada, USA",,Nick Diaz,Joe Riggs,Welterweight,Southpaw,23,5,1983,4,2,6,66,127,14.366515837104071,98,15.98694942903752,522,50.778210116731515,208,28.26086956521739,9,40.909090909090914,14,53.84615384615385,2,0,0,3,1,2,0,0,817,1348,3279,-1,1,6,23,28.0,82.14285714285714,2,2,4,50,51,23.61111111111111,19,14.285714285714285,78,35.294117647058826,88,59.863945578231295,4,80.0,4,36.36363636363637,0,0,0,2,0,0,0,2,621,351,1309,-1,41,12,53.0,77.35849056603774,-1,-6,24,Southpaw,1982
2230,UFC 62: Liddell vs Sobral,2006-08-26 00:00:00,"Las Vegas, Nevada, USA",win,Nick Diaz,Josh Neer,Welterweight,Southpaw,23,7,1983,4,4,8,50,222,15.10204081632653,188,16.46234676007005,779,46.36904761904762,357,26.64179104477612,10,33.33333333333333,19,35.84905660377358,3,0,0,3,1,4,0,0,1102,1700,5079,-3,2,4,23,30.0,76.66666666666667,2,2,4,50,68,20.118343195266274,78,20.74468085106383,118,29.35323383084577,158,32.31083844580777,2,40.0,10,71.42857142857143,1,1,1,0,1,1,0,1,717,742,2155,-1,32,9,41.0,78.04878048780488,-2,-4,23,Orthodox,1983
2231,UFC 65: Bad Intentions,2006-11-18 00:00:00,"Sacramento, California, USA",win,Nick Diaz,Gleison Tibau,Welterweight,Southpaw,24,7,1983,5,4,9,55,297,15.806279936136242,213,15.192582025677604,965,43.72451291345718,390,26.476578411405292,13,37.142857142857146,19,34.54545454545455,3,0,0,3,2,4,0,0,1223,1770,5781,1,3,5,23,31.0,77.41935483870968,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,19.0,89.47368421052632,-3,-5,23,Southpaw,1983
2232,UFC 143: Diaz vs Condit,2012-02-04 00:00:00,"Las Vegas, Nevada, USA",,Nick Diaz,Carlos Condit,Welterweight,Southpaw,26,7,1983,7,4,11,63,409,15.852713178294572,391,21.158008658008658,1189,43.01736613603474,654,28.633975481611206,14,35.0,19,32.758620689655174,3,0,1,4,2,4,0,0,1507,2195,7128,3,-1,1,29,33.0,78.78787878787878,4,1,5,80,151,14.575289575289574,110,18.96551724137931,406,38.37429111531191,174,29.692832764505116,4,50.0,12,66.66666666666666,1,3,1,3,0,1,0,0,684,1119,3138,4,27,5,32.0,84.375,1,-1,28,Orthodox,1984
2233,UFC 158: St-Pierre vs Diaz,2013-03-16 00:00:00,"Montreal, Quebec, Canada",,Nick Diaz,Georges St-Pierre,Welterweight,Southpaw,26,8,1983,7,5,12,58,560,18.15823605706874,496,19.604743083003953,1348,39.496044535599175,771,27.65423242467719,14,35.0,20,32.78688524590164,3,0,1,4,2,5,0,0,1511,2299,8628,-1,2,0,30,34.0,76.47058823529412,17,2,19,89,1048,21.383391144664355,343,11.242215666994428,2188,42.58466329311016,851,25.222288085358624,75,78.125,6,12.0,8,3,10,5,2,0,1,1,8535,799,16692,10,23,2,25.0,92.0,-2,0,32,Orthodox,1981
2234,UFC 41: Onslaught,2003-02-28 00:00:00,"Atlantic City, New Jersey, USA",win,Gan McGee,Alexandre Dantas,Heavyweight,Orthodox,12,4,1976,1,1,2,50,27,23.684210526315788,31,28.971962616822427,41,23.837209302325583,58,42.96296296296296,2,25.0,1,100.0,0,0,0,1,0,0,1,0,453,78,874,1,8,0,27,16.0,75.0,0,1,1,0,14,32.55813953488372,33,61.111111111111114,24,24.489795918367346,61,43.884892086330936,2,25.0,0,0.0,0,1,0,0,0,0,1,0,387,258,748,-1,0,2,2.0,0.0,-8,0,24,Orthodox,1979
2235,UFC 44: Undisputed,2003-09-26 00:00:00,"Las Vegas, Nevada, USA",,Gan McGee,Tim Sylvia,Heavyweight,Orthodox,13,4,1976,2,1,3,66,36,18.461538461538463,32,23.021582733812952,54,24.2152466367713,59,41.25874125874126,2,25.0,1,12.5,0,0,0,2,0,0,1,0,536,194,1163,2,2,0,27,17.0,76.47058823529412,2,0,2,100,150,31.84713375796178,33,23.57142857142857,170,34.06813627254509,36,23.52941176470588,0,0.0,0,0.0,1,0,0,2,0,0,0,0,81,0,592,2,24,6,30.0,80.0,-2,0,27,Orthodox,1976
2236,UFC 46: Supernatural,2004-01-31 00:00:00,"Las Vegas, Nevada, USA",win,Georges St-Pierre,Karo Parisyan,Welterweight,Orthodox,6,0,1981,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,23,6.0,100.0,1,0,1,100,13,59.09090909090909,2,18.181818181818183,19,38.0,11,35.483870967741936,3,75.0,0,0.0,0,0,0,0,1,0,0,0,163,14,232,1,17,7,24.0,70.83333333333334,-1,-4,22,Orthodox,1982
2237,UFC 48: Payback,2004-06-19 00:00:00,"Las Vegas, Nevada, USA",win,Georges St-Pierre,Jay Hieron,Welterweight,Orthodox,7,0,1981,1,0,1,100,46,57.49999999999999,1,14.285714285714285,138,53.69649805447471,23,57.49999999999999,6,75.0,0,0.0,0,0,1,0,0,0,0,0,727,19,900,1,-1,1,23,7.0,100.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,26.0,88.46153846153845,1,-1,28,Orthodox,1976
2238,UFC 52: Couture vs Liddell 2,2005-04-16 00:00:00,"Las Vegas, Nevada, USA",win,Georges St-Pierre,Jason Miller,Welterweight,Orthodox,8,1,1981,2,1,3,66,76,21.529745042492916,10,13.88888888888889,187,49.602122015915114,36,38.70967741935484,7,70.0,2,16.666666666666664,2,0,1,1,0,0,0,1,765,165,1301,-1,-2,0,24,9.0,88.88888888888889,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,30.0,76.66666666666667,2,0,25,Orthodox,1980
2239,UFC 54: Boiling Point,2005-08-20 00:00:00,"Las Vegas, Nevada, USA",win,Georges St-Pierre,Frank Trigg,Welterweight,Orthodox,9,1,1981,3,1,4,75,140,29.723991507431,26,19.402985074626866,304,49.11147011308562,64,34.22459893048128,12,80.0,3,16.666666666666664,2,0,2,1,0,0,0,1,1348,264,2201,1,2,5,24,10.0,90.0,2,2,4,50,66,23.826714801444044,18,19.565217391304348,125,40.32258064516129,43,36.75213675213676,2,100.0,2,16.666666666666664,1,0,0,2,0,0,0,2,729,248,1165,-1,21,6,27.0,77.77777777777779,-2,-5,33,Southpaw,1972
2240,UFC 74: Respect,2007-08-25 00:00:00,"Las Vegas, Nevada, USA",win,Georges St-Pierre,Josh Koscheck,Welterweight,Orthodox,13,2,1981,7,2,9,77,333,22.259358288770052,114,16.913946587537094,609,40.09216589861751,228,31.932773109243694,21,77.77777777777779,4,15.384615384615385,4,2,3,3,1,0,1,1,2238,282,4413,-1,1,3,26,15.0,86.66666666666667,7,1,8,87,136,19.236209335219236,52,11.555555555555555,339,41.041162227602904,156,27.56183745583039,23,67.64705882352942,1,50.0,1,1,3,2,2,0,0,1,2663,60,4401,5,9,2,11.0,81.81818181818183,-1,-3,30,Orthodox,1977
2241,UFC 87: Seek And Destroy,2008-08-09 00:00:00,"Minneapolis, Minnesota, USA",win,Georges St-Pierre,Jon Fitch,Welterweight,Orthodox,16,2,1981,10,2,12,83,441,22.778925619834713,126,14.685314685314685,953,45.83934583934584,262,29.671574178935444,30,81.08108108108108,5,15.151515151515152,4,2,4,4,2,0,1,1,3708,386,6492,3,-1,2,27,18.0,88.88888888888889,8,0,8,100,247,16.91780821917808,90,25.862068965517242,954,58.5635359116022,141,34.390243902439025,25,60.97560975609756,7,30.434782608695656,2,0,4,1,3,0,0,0,3560,905,5626,8,24,3,27.0,88.88888888888889,1,-2,30,Orthodox,1978
2242,UFC 100,2009-07-11 00:00:00,"Las Vegas, Nevada, USA",win,Georges St-Pierre,Thiago Alves,Welterweight,Orthodox,18,2,1981,12,2,14,85,664,24.32234432234432,179,14.377510040160644,1466,47.47409326424871,421,31.654135338345863,41,77.35849056603774,5,12.5,7,2,5,5,2,0,1,1,5278,524,9192,5,2,6,28,20.0,90.0,9,2,11,81,322,22.869318181818183,213,17.37357259380098,465,29.135338345864664,367,26.965466568699487,6,75.0,11,22.448979591836736,8,1,2,7,0,0,1,1,860,1661,5479,7,17,5,22.0,77.27272727272727,-2,-6,26,Orthodox,1983
2243,UFC 111: St-Pierre vs Hardy,2010-03-27 00:00:00,"Newark, New Jersey, USA",win,Georges St-Pierre,Dan Hardy,Welterweight,Orthodox,19,2,1981,13,2,15,86,723,22.48134328358209,209,14.00804289544236,1614,46.90496948561464,493,29.034157832744405,51,78.46153846153847,5,12.5,8,2,6,5,2,0,1,1,6072,604,10692,6,-1,2,29,21.0,90.47619047619048,4,0,4,100,145,21.26099706744868,115,22.90836653386454,246,29.043683589138137,239,37.22741433021807,2,40.0,5,38.46153846153847,2,0,3,1,0,0,0,0,629,589,2769,4,23,6,29.0,79.3103448275862,1,-2,28,Orthodox,1982
2244,UFC 124: St-Pierre vs Koscheck 2,2010-12-11 00:00:00,"Montreal, Quebec, Canada",win,Georges St-Pierre,Josh Koscheck,Welterweight,Orthodox,20,2,1981,14,2,16,87,782,22.215909090909093,213,12.347826086956522,1788,48.05159903251814,535,29.771841958820254,62,81.57894736842105,5,12.5,8,2,7,5,2,0,1,1,7306,641,12192,7,1,3,29,22.0,90.9090909090909,13,4,17,76,302,17.110481586402265,247,14.57227138643068,673,36.22174381054898,473,27.404403244495946,33,56.896551724137936,3,42.857142857142854,4,4,5,5,3,2,1,1,4545,695,9401,3,15,5,20.0,75.0,-1,-3,33,Orthodox,1977
2245,UFC 129: St-Pierre vs Shields,2011-04-30 00:00:00,"Toronto, Ontario, Canada",win,Georges St-Pierre,Jake Shields,Welterweight,Orthodox,21,2,1981,15,2,17,88,892,22.412060301507537,229,11.859140341791816,1924,45.0374531835206,565,27.176527176527177,66,77.64705882352942,6,13.636363636363635,8,2,8,5,2,0,1,1,7591,715,13692,8,-1,4,30,23.0,91.30434782608695,1,0,1,100,25,54.347826086956516,35,64.81481481481481,53,42.06349206349206,57,43.51145038167939,4,26.666666666666668,0,0.0,0,0,1,0,0,0,0,0,448,195,900,1,28,6,34.0,82.35294117647058,1,-4,32,Orthodox,1979
2246,UFC 154: St-Pierre vs Condit,2012-11-17 00:00:00,"Montreal, Quebec, Canada",win,Georges St-Pierre,Carlos Condit,Welterweight,Orthodox,22,2,1981,16,2,18,88,977,21.629400044277176,307,12.379032258064516,2016,42.27301321031663,661,22.769548742679987,68,77.27272727272727,6,12.0,8,2,9,5,2,0,1,1,7638,735,15192,9,-3,1,31,24.0,91.66666666666666,5,1,6,83,256,19.631901840490798,261,28.807947019867548,523,33.48271446862996,333,26.963562753036435,5,45.45454545454545,12,66.66666666666666,1,3,2,3,0,1,0,0,788,1123,4638,5,28,5,33.0,84.84848484848484,3,-1,28,Orthodox,1984
